Date,V,DOW
2012-07-27,13937600,161510000
2012-07-30,12652800,91730000
2012-07-31,8961600,125980000
2012-08-01,11612000,132780000
2012-08-02,11112400,112770000
2012-08-03,12934400,112390000
2012-08-06,9227600,84270000
2012-08-07,13179200,95240000
2012-08-08,7962800,84910000
2012-08-09,14203600,84350000
2012-08-10,5984800,86640000
2012-08-13,6454000,67550000
2012-08-14,8732400,84430000
2012-08-15,7735600,77130000
2012-08-16,9121200,114580000
2012-08-17,9582400,138550000
2012-08-20,8674400,87590000
2012-08-21,7605200,117060000
2012-08-22,8866000,111220000
2012-08-23,7000000,108800000
2012-08-24,10650800,88030000
2012-08-27,8820400,96070000
2012-08-28,7862800,81630000
2012-08-29,8583600,91530000
2012-08-30,8573600,89980000
2012-08-31,13784000,119780000
2012-09-04,10200800,103920000
2012-09-05,12698800,92550000
2012-09-06,15698400,128650000
2012-09-07,10789200,142210000
2012-09-10,11633600,123810000
2012-09-11,15890400,104920000
2012-09-12,14656000,111520000
2012-09-13,15745200,151770000
2012-09-14,13289600,185160000
2012-09-17,10649200,128020000
2012-09-18,13192400,120720000
2012-09-19,11976800,116210000
2012-09-20,12779600,117910000
2012-09-21,29225600,429610000
2012-09-24,10530000,120370000
2012-09-25,15398400,138630000
2012-09-26,10637200,124350000
2012-09-27,8432800,113990000
2012-09-28,9431600,146950000
2012-10-01,14700800,106120000
2012-10-02,10041600,90730000
2012-10-03,11717600,103890000
2012-10-04,8475600,106390000
2012-10-05,11280800,115500000
2012-10-08,6803600,71300000
2012-10-09,9978000,103630000
2012-10-10,8050400,101120000
2012-10-11,14057600,86630000
2012-10-12,8116000,113740000
2012-10-15,9694400,114880000
2012-10-16,8324400,113450000
2012-10-17,10126000,135570000
2012-10-18,11241600,128410000
2012-10-19,10134400,239080000
2012-10-22,9782800,121880000
2012-10-23,11923200,122220000
2012-10-24,11478000,110670000
2012-10-25,15875600,114590000
2012-10-26,12148800,134640000
2012-10-31,14271200,138160000
2012-11-01,21310000,140510000
2012-11-02,18498000,137660000
2012-11-05,13864000,95350000
2012-11-06,9089200,105710000
2012-11-07,10431600,164250000
2012-11-08,10133200,138350000
2012-11-09,11799600,131670000
2012-11-12,8943600,62360000
2012-11-13,10149200,142200000
2012-11-14,13608000,162180000
2012-11-15,13717600,129150000
2012-11-16,16632400,197110000
2012-11-19,15120400,136910000
2012-11-20,9566400,134160000
2012-11-21,6565200,97300000
2012-11-23,4454400,61110000
2012-11-26,8623600,114360000
2012-11-27,9981600,117900000
2012-11-28,10358400,131000000
2012-11-29,12572800,113620000
2012-11-30,14048000,171070000
2012-12-03,11736800,112900000
2012-12-04,9100800,125290000
2012-12-05,11971200,161230000
2012-12-06,9124000,116850000
2012-12-07,7557200,124130000
2012-12-10,9288800,118530000
2012-12-11,14492800,124510000
2012-12-12,18319600,127510000
2012-12-13,13042800,101190000
2012-12-14,9579200,117620000
2012-12-17,13903200,142980000
2012-12-18,11869600,152920000
2012-12-19,8640400,149020000
2012-12-20,10863200,119800000
2012-12-21,13930400,413270000
2012-12-24,3272000,47710000
2012-12-26,7614400,79410000
2012-12-27,11976800,100160000
2012-12-28,6973600,85980000
2012-12-31,12868000,145740000
2013-01-02,15826400,161430000
2013-01-03,14937200,129630000
2013-01-04,10376000,107590000
2013-01-07,10242400,113120000
2013-01-08,11800400,129570000
2013-01-09,17552800,123070000
2013-01-10,16313600,133520000
2013-01-11,9578000,119200000
2013-01-14,8877600,118460000
2013-01-15,6696000,102280000
2013-01-16,5464400,118540000
2013-01-17,7833600,183900000
2013-01-18,13812400,260900000
2013-01-22,6918000,144300000
2013-01-23,7108800,104490000
2013-01-24,6794000,124780000
2013-01-25,6701600,130300000
2013-01-28,13532000,113570000
2013-01-29,11664000,108230000
2013-01-30,18708000,117200000
2013-01-31,16685600,142600000
2013-02-01,12738400,128420000
2013-02-04,10532000,130420000
2013-02-05,11105200,134390000
2013-02-06,15056800,127560000
2013-02-07,20182800,118530000
2013-02-08,12914000,99860000
2013-02-11,11032400,75090000
2013-02-12,9805600,117180000
2013-02-13,13917600,130520000
2013-02-14,12760000,114800000
2013-02-15,17884400,195670000
2013-02-19,13210000,136410000
2013-02-20,15688800,138540000
2013-02-21,14220800,131410000
2013-02-22,11738000,139850000
2013-02-25,11183200,152190000
2013-02-26,11354000,132580000
2013-02-27,8318000,107010000
2013-02-28,11228000,177150000
2013-03-01,13212000,125920000
2013-03-04,6570000,110810000
2013-03-05,10267600,112100000
2013-03-06,7516000,116510000
2013-03-07,8687200,117080000
2013-03-08,9571600,115630000
2013-03-11,6742000,94880000
2013-03-12,8340800,102100000
2013-03-13,11021600,83920000
2013-03-14,14853600,117390000
2013-03-15,17599600,407770000
2013-03-18,15162800,119640000
2013-03-19,17652400,122170000
2013-03-20,16070400,121240000
2013-03-21,14883200,110450000
2013-03-22,18790400,101450000
2013-03-25,19336800,124840000
2013-03-26,17264800,96030000
2013-03-27,13371200,92680000
2013-03-28,12456400,153710000
2013-04-01,13235200,91400000
2013-04-02,9582000,98420000
2013-04-03,16624800,127140000
2013-04-04,8903600,104790000
2013-04-05,7962400,131250000
2013-04-08,6125600,106680000
2013-04-09,6004400,128580000
2013-04-10,8996400,120520000
2013-04-11,6590000,144570000
2013-04-12,7076800,119570000
2013-04-15,10774000,161680000
2013-04-16,10092000,126320000
2013-04-17,9543600,168010000
2013-04-18,21010800,158050000
2013-04-19,7620400,207200000
2013-04-22,5403600,146890000
2013-04-23,6324000,137320000
2013-04-24,7447200,138020000
2013-04-25,9322800,129600000
2013-04-26,6127200,128910000
2013-04-29,10694400,97060000
2013-04-30,12161600,148250000
2013-05-01,12252400,112620000
2013-05-02,30677200,91180000
2013-05-03,15026400,119890000
2013-05-06,13084000,116160000
2013-05-07,11876400,117230000
2013-05-08,14449200,113510000
2013-05-09,11501200,97810000
2013-05-10,13837600,98980000
2013-05-13,12480000,94280000
2013-05-14,16074800,124590000
2013-05-15,13624400,124030000
2013-05-16,9913600,145090000
2013-05-17,13248800,175750000
2013-05-20,21192000,116420000
2013-05-21,13422800,122970000
2013-05-22,19563200,171850000
2013-05-23,16906000,148810000
2013-05-24,12306400,105660000
2013-05-28,9937200,130680000
2013-05-29,7490400,114020000
2013-05-30,9628000,121150000
2013-05-31,12514400,208830000
2013-06-03,15232400,147980000
2013-06-04,13528400,134280000
2013-06-05,12176800,141400000
2013-06-06,14664800,140410000
2013-06-07,13899200,137380000
2013-06-10,13779200,94250000
2013-06-11,7856400,101610000
2013-06-12,9994800,105770000
2013-06-13,9760400,104490000
2013-06-14,7427200,107430000
2013-06-17,14779200,139250000
2013-06-18,7579200,99210000
2013-06-19,12220800,111380000
2013-06-20,15534000,172630000
2013-06-21,17923200,420080000
2013-06-24,15527600,158670000
2013-06-25,12721600,135940000
2013-06-26,10392800,133230000
2013-06-27,11102400,113650000
2013-06-28,12656400,230000000
2013-07-01,11616000,120570000
2013-07-02,8749200,116610000
2013-07-03,4533200,61000000
2013-07-05,8495600,94560000
2013-07-08,19588000,136820000
2013-07-09,23330400,109270000
2013-07-10,15523200,105050000
2013-07-11,14235200,124950000
2013-07-12,7782800,130140000
2013-07-15,14529200,99430000
2013-07-16,7515200,105970000
2013-07-17,11118000,126240000
2013-07-18,5938400,136270000
2013-07-19,9048400,229260000
2013-07-22,7930400,180920000
2013-07-23,11710800,98700000
2013-07-24,13993600,99320000
2013-07-25,21923200,103260000
2013-07-26,8709200,94880000
2013-07-29,5776400,87240000
2013-07-30,13911200,117550000
2013-07-31,90073600,145120000
2013-08-01,74287200,111040000
2013-08-02,21698400,104840000
2013-08-05,11479600,76850000
2013-08-06,19986800,87730000
2013-08-07,15556400,88430000
2013-08-08,9626800,90990000
2013-08-09,10028400,81180000
2013-08-12,13622400,78060000
2013-08-13,11407200,84790000
2013-08-14,15338800,91030000
2013-08-15,17288400,128340000
2013-08-16,12612400,151620000
2013-08-19,11982000,111660000
2013-08-20,14135200,102340000
2013-08-21,30930800,98340000
2013-08-22,10586400,153490000
2013-08-23,9807200,131860000
2013-08-26,13789200,102820000
2013-08-27,12762400,118610000
2013-08-28,15672000,104620000
2013-08-29,9404800,93170000
2013-08-30,9886400,135850000
2013-09-03,12550400,142530000
2013-09-04,9753200,122150000
2013-09-05,7406800,101010000
2013-09-06,6697200,108410000
2013-09-09,10801600,90660000
2013-09-10,19507200,103200000
2013-09-11,11006000,102090000
2013-09-12,14212000,99760000
2013-09-13,16403600,90890000
2013-09-16,11380800,105740000
2013-09-17,10400800,104480000
2013-09-18,10474800,145410000
2013-09-19,14966400,116280000
2013-09-20,57707200,379650000
2013-09-23,19551600,94920000
2013-09-24,15296400,85430000
2013-09-25,10594800,81890000
2013-09-26,9326400,79050000
2013-09-27,7258400,95660000
2013-09-30,9561600,122330000
2013-10-01,9384800,82460000
2013-10-02,8712400,86090000
2013-10-03,19646000,91300000
2013-10-04,9365600,75100000
2013-10-07,11785200,79620000
2013-10-08,16039600,102690000
2013-10-09,13448000,103190000
2013-10-10,10865600,106540000
2013-10-11,11915200,85730000
2013-10-14,8922400,81420000
2013-10-15,10567600,91440000
2013-10-16,10382800,92850000
2013-10-17,12605200,108490000
2013-10-18,14387200,156660000
2013-10-21,11526000,93660000
2013-10-22,12202800,107030000
2013-10-23,7476400,90630000
2013-10-24,8885600,89240000
2013-10-25,11014400,109900000
2013-10-28,6854400,92760000
2013-10-29,8599600,86600000
2013-10-30,11946400,79170000
2013-10-31,24035200,114050000
2013-11-01,13233600,101830000
2013-11-04,11089200,71200000
2013-11-05,11058000,91890000
2013-11-06,8878800,109200000
2013-11-07,10832400,103860000
2013-11-08,11462400,101200000
2013-11-11,8385200,58860000
2013-11-12,9016400,79260000
2013-11-13,8181600,92450000
2013-11-14,10909600,123860000
2013-11-15,12391600,126460000
2013-11-18,16380800,94860000
2013-11-19,14462800,84570000
2013-11-20,10197200,84350000
2013-11-21,12776400,79000000
2013-11-22,8150800,81000000
2013-11-25,6742000,94040000
2013-11-26,11246000,107450000
2013-11-27,5939600,65730000
2013-11-29,4139200,69190000
2013-12-02,8762000,92590000
2013-12-03,17032800,103910000
2013-12-04,11739200,111180000
2013-12-05,13260000,128080000
2013-12-06,9106800,98260000
2013-12-09,12667200,91810000
2013-12-10,15647200,79420000
2013-12-11,40328000,107170000
2013-12-12,11469200,105870000
2013-12-13,17674400,83180000
2013-12-16,14779600,101470000
2013-12-17,20647200,101490000
2013-12-18,16142000,129620000
2013-12-19,13394800,94980000
2013-12-20,23263600,285190000
2013-12-23,7994800,78930000
2013-12-24,5207600,33640000
2013-12-26,4898800,50160000
2013-12-27,5242000,47230000
2013-12-30,5940000,54220000
2013-12-31,6448400,78760000
2014-01-02,10654000,80960000
2014-01-03,7809600,72770000
2014-01-06,8577600,89380000
2014-01-07,8178000,81270000
2014-01-08,8487200,103260000
2014-01-09,8386400,83990000
2014-01-10,6429600,85190000
2014-01-13,13554400,111680000
2014-01-14,10851600,98610000
2014-01-15,11288000,101130000
2014-01-16,13514000,87370000
2014-01-17,38344400,184970000
2014-01-21,19752400,111570000
2014-01-22,7254400,87470000
2014-01-23,13662400,100540000
2014-01-24,16043200,141450000
2014-01-27,19470800,127540000
2014-01-28,17852400,89110000
2014-01-29,16800000,109590000
2014-01-30,20040400,92100000
2014-01-31,24457200,137090000
2014-02-03,21662400,151050000
2014-02-04,14913600,124110000
2014-02-05,13520800,105130000
2014-02-06,12721600,106980000
2014-02-07,12537200,105780000
2014-02-10,10316800,84110000
2014-02-11,9809600,95930000
2014-02-12,14650800,77310000
2014-02-13,13158800,99470000
2014-02-14,12682000,84060000
2014-02-18,13427200,91250000
2014-02-19,9322000,80560000
2014-02-20,8810000,77720000
2014-02-21,9136000,126580000
2014-02-24,10817200,244580000
2014-02-25,11339600,99470000
2014-02-26,10413600,93980000
2014-02-27,8097600,97640000
2014-02-28,14004000,122110000
2014-03-03,16422800,92760000
2014-03-04,14884800,96120000
2014-03-05,11328400,73980000
2014-03-06,9120400,75900000
2014-03-07,8971200,80690000
2014-03-10,7350400,68210000
2014-03-11,11062800,78150000
2014-03-12,9394800,77900000
2014-03-13,11996400,86160000
2014-03-14,13692000,85660000
2014-03-17,8800000,88930000
2014-03-18,8304800,79140000
2014-03-19,7888800,90110000
2014-03-20,11890000,91530000
2014-03-21,38092400,353670000
2014-03-24,18228400,110620000
2014-03-25,11675200,89110000
2014-03-26,10657200,92770000
2014-03-27,10489600,93650000
2014-03-28,14950000,86370000
2014-03-31,11639200,104510000
2014-04-01,9090400,88010000
2014-04-02,9344800,78120000
2014-04-03,14210400,77220000
2014-04-04,24449200,104350000
2014-04-07,40124000,116540000
2014-04-08,21745600,98510000
2014-04-09,19142800,91550000
2014-04-10,20403600,112550000
2014-04-11,29939600,119550000
2014-04-14,20925600,90020000
2014-04-15,19214000,97850000
2014-04-16,15832800,94650000
2014-04-17,13364000,136190000
2014-04-21,10012400,79500000
2014-04-22,9840000,84830000
2014-04-23,8819600,76830000
2014-04-24,13547200,80340000
2014-04-25,38239200,90630000
2014-04-28,24263200,105510000
2014-04-29,12760000,71240000
2014-04-30,12145600,92970000
2014-05-01,14273200,75630000
2014-05-02,10908800,78910000
2014-05-05,13792800,70320000
2014-05-06,10873200,74340000
2014-05-07,14732000,93870000
2014-05-08,14613600,75620000
2014-05-09,11795600,74980000
2014-05-12,8732800,71550000
2014-05-13,7137600,71340000
2014-05-14,6838000,71970000
2014-05-15,12685200,106610000
2014-05-16,12279600,119330000
2014-05-19,7039600,82180000
2014-05-20,8740000,75150000
2014-05-21,9096400,76730000
2014-05-22,16870000,59250000
2014-05-23,11117600,61340000
2014-05-27,9676800,80870000
2014-05-28,7223200,62480000
2014-05-29,5260400,55500000
2014-05-30,6136400,105190000
2014-06-02,6364000,57560000
2014-06-03,9011600,67830000
2014-06-04,12589600,65570000
2014-06-05,6597600,70460000
2014-06-06,10002400,80530000
2014-06-09,5516400,67130000
2014-06-10,6835600,64560000
2014-06-11,6758000,61860000
2014-06-12,6218000,72560000
2014-06-13,7085200,95220000
2014-06-16,7899200,77900000
2014-06-17,5722400,63530000
2014-06-18,10326000,73720000
2014-06-19,15331200,80220000
2014-06-20,18358800,247350000
2014-06-23,14765200,63640000
2014-06-24,13089600,80220000
2014-06-25,8244800,73920000
2014-06-26,8580400,63650000
2014-06-27,12961200,137690000
2014-06-30,9961600,90360000
2014-07-01,10993600,74050000
2014-07-02,5768800,57840000
2014-07-03,5571600,66800000
2014-07-07,6612400,61480000
2014-07-08,12149200,75250000
2014-07-09,5177200,67120000
2014-07-10,8536800,67510000
2014-07-11,5696800,61000000
2014-07-14,13716400,60570000
2014-07-15,10900800,101730000
2014-07-16,8853200,111500000
2014-07-17,9806000,99240000
2014-07-18,11068000,112530000
2014-07-21,6168400,67590000
2014-07-22,7699200,77960000
2014-07-23,8189200,73440000
2014-07-24,11947600,66390000
2014-07-25,27530400,67290000
2014-07-28,10401600,66190000
2014-07-29,10577200,75980000
2014-07-30,10422800,77750000
2014-07-31,13874000,101670000
2014-08-01,14100000,84860000
2014-08-04,8079600,76260000
2014-08-05,11151200,76630000
2014-08-06,7528400,78600000
2014-08-07,9568000,80430000
2014-08-08,9256800,82420000
2014-08-11,9018400,65560000
2014-08-12,6442000,62770000
2014-08-13,6451200,66020000
2014-08-14,7136800,62370000
2014-08-15,8999600,109180000
2014-08-18,8352400,75670000
2014-08-19,8212400,67220000
2014-08-20,7296800,61960000
2014-08-21,5544000,65160000
2014-08-22,7145600,64330000
2014-08-25,4962400,57400000
2014-08-26,6944000,50710000
2014-08-27,8035600,61690000
2014-08-28,11083600,51860000
2014-08-29,14646000,81500000
2014-09-02,8066400,64820000
2014-09-03,7788400,62770000
2014-09-04,9492400,68120000
2014-09-05,8202800,76630000
2014-09-08,10266400,65640000
2014-09-09,7328800,69030000
2014-09-10,12646800,76780000
2014-09-11,8861200,63650000
2014-09-12,8710800,82820000
2014-09-15,7036800,71740000
2014-09-16,9211600,73200000
2014-09-17,12321200,87810000
2014-09-18,9215200,85300000
2014-09-19,20475200,349620000
2014-09-22,9074000,74300000
2014-09-23,7959600,77090000
2014-09-24,8336000,80530000
2014-09-25,11729600,93520000
2014-09-26,7178800,74670000
2014-09-29,8788800,70220000
2014-09-30,11456000,102290000
2014-10-01,11686000,104240000
2014-10-02,11411600,75490000
2014-10-03,9960800,87940000
2014-10-06,8937200,655450000
2014-10-07,8949600,79420000
2014-10-08,14038800,106930000
2014-10-09,10996800,93210000
2014-10-10,11744400,136370000
2014-10-13,12188800,107830000
2014-10-14,14018000,110410000
2014-10-15,19668000,160380000
2014-10-16,15625600,131670000
2014-10-17,12731600,137910000
2014-10-20,7628000,94320000
2014-10-21,12986000,105110000
2014-10-22,11042000,92050000
2014-10-23,9729600,99420000
2014-10-24,10896000,90400000
2014-10-27,6658800,72580000
2014-10-28,10497600,83870000
2014-10-29,16095200,76450000
2014-10-30,50857600,80180000
2014-10-31,24956000,121610000
2014-11-03,12716000,80030000
2014-11-04,16644400,81390000
2014-11-05,21939600,76030000
2014-11-06,13212000,70670000
2014-11-07,9507600,82860000
2014-11-10,13145200,71430000
2014-11-11,8467600,52880000
2014-11-12,10897200,75980000
2014-11-13,12473200,80540000
2014-11-14,8532800,72850000
2014-11-17,9876800,70330000
2014-11-18,7647200,87420000
2014-11-19,6642800,73780000
2014-11-20,6704000,77740000
2014-11-21,11886800,140940000
2014-11-24,10724800,85510000
2014-11-25,12966400,88190000
2014-11-26,7977200,67450000
2014-11-28,5186800,80470000
2014-12-01,10925600,86390000
2014-12-02,8535200,81970000
2014-12-03,9382000,99400000
2014-12-04,7362400,76270000
2014-12-05,7838000,79110000
2014-12-08,12342000,88680000
2014-12-09,10454000,100400000
2014-12-10,8528000,115100000
2014-12-11,13383600,90100000
2014-12-12,15325600,121950000
2014-12-15,12825200,114050000
2014-12-16,12050400,116640000
2014-12-17,9714400,118220000
2014-12-18,10318000,123940000
2014-12-19,15563600,343690000
2014-12-22,5680000,98460000
2014-12-23,5537600,82890000
2014-12-24,5236800,42870000
2014-12-26,4768800,52570000
2014-12-29,5262400,53870000
2014-12-30,4781600,47490000
2014-12-31,5904800,82840000
2015-01-02,8389600,76270000
2015-01-05,12751200,116160000
2015-01-06,11070000,101870000
2015-01-07,9346800,91030000
2015-01-08,10443200,114890000
2015-01-09,10523600,93390000
2015-01-12,6425600,92500000
2015-01-13,10284000,99360000
2015-01-14,12225200,109180000
2015-01-15,10569200,94520000
2015-01-16,11137200,140480000
2015-01-20,14933200,119600000
2015-01-21,9784000,95530000
2015-01-22,11566000,111980000
2015-01-23,6166800,97110000
2015-01-26,8552400,87220000
2015-01-27,11027600,135940000
2015-01-28,11430800,115980000
2015-01-29,15668400,111690000
2015-01-30,22151600,168560000
2015-02-02,13665200,108090000
2015-02-03,15075600,112860000
2015-02-04,22170800,102560000
2015-02-05,16565600,79890000
2015-02-06,11242000,93610000
2015-02-09,7834400,81590000
2015-02-10,9396800,89930000
2015-02-11,8795600,89890000
2015-02-12,11641600,117160000
2015-02-13,8476000,85230000
2015-02-17,6810400,98760000
2015-02-18,6429200,75090000
2015-02-19,5654800,79130000
2015-02-20,9034800,111390000
2015-02-23,6654800,83670000
2015-02-24,9045200,79310000
2015-02-25,6842800,80480000
2015-02-26,13459600,81500000
2015-02-27,7965200,101110000
2015-03-02,11653600,89790000
2015-03-03,8807200,83830000
2015-03-04,8021200,80900000
2015-03-05,6756000,75840000
2015-03-06,11590800,113350000
2015-03-09,8902000,85820000
2015-03-10,11125600,120450000
2015-03-11,12105200,102120000
2015-03-12,9530800,111550000
2015-03-13,12578800,113620000
2015-03-16,9849600,101760000
2015-03-17,14290800,82560000
2015-03-18,50658000,130950000
2015-03-19,15407500,107820000
2015-03-20,15372000,333870000
2015-03-23,8128000,98030000
2015-03-24,6534800,87190000
2015-03-25,13054300,106560000
2015-03-26,9487200,117740000
2015-03-27,6521100,103220000
2015-03-30,11237100,104040000
2015-03-31,7400500,119470000
2015-04-01,7633000,103360000
2015-04-02,5083000,87370000
2015-04-06,8351200,100850000
2015-04-07,6660800,72150000
2015-04-08,6604200,76820000
2015-04-09,5408500,86740000
2015-04-10,4628500,116410000
2015-04-13,5059800,120090000
2015-04-14,5621800,82830000
2015-04-15,5347100,113610000
2015-04-16,4121300,89520000
2015-04-17,11212900,138860000
2015-04-20,5948900,103160000
2015-04-21,9619700,95180000
2015-04-22,20912400,91260000
2015-04-23,7193400,100240000
2015-04-24,6219900,119130000
2015-04-27,7122400,121110000
2015-04-28,6297500,124930000
2015-04-29,9812400,102080000
2015-04-30,11780600,129180000
2015-05-01,10142800,91700000
2015-05-04,7426400,86010000
2015-05-05,8099800,95340000
2015-05-06,7084600,100430000
2015-05-07,6660300,80920000
2015-05-08,18359000,94960000
2015-05-11,10998500,86050000
2015-05-12,7438200,89270000
2015-05-13,5129800,85180000
2015-05-14,6491100,91580000
2015-05-15,7121000,108220000
2015-05-18,5553800,79080000
2015-05-19,4351000,87200000
2015-05-20,4870100,80190000
2015-05-21,6483800,84270000
2015-05-22,4511700,78890000
2015-05-26,6228100,109440000
2015-05-27,7064800,96400000
2015-05-28,3893900,67510000
2015-05-29,6678100,139810000
2015-06-01,6309400,85640000
2015-06-02,4457400,77550000
2015-06-03,4906400,73120000
2015-06-04,6460000,93470000
2015-06-05,4413100,89140000
2015-06-08,4864300,86300000
2015-06-09,4439700,90550000
2015-06-10,6807800,96980000
2015-06-11,5238700,89490000
2015-06-12,4900700,83760000
2015-06-15,5995100,91920000
2015-06-16,5937400,77510000
2015-06-17,7818300,92410000
2015-06-18,7596800,94460000
2015-06-19,8728800,258300000
2015-06-22,5511700,77780000
2015-06-23,3888700,75970000
2015-06-24,4670600,104980000
2015-06-25,4705100,78990000
2015-06-26,7025600,158120000
2015-06-29,9706700,116340000
2015-06-30,6811000,126460000
2015-07-01,6260800,87010000
2015-07-02,5053000,83080000
2015-07-06,5270600,90130000
2015-07-07,6500700,105840000
2015-07-08,5973500,69830000
2015-07-09,4837800,100520000
2015-07-10,5110200,85800000
2015-07-13,6832300,86380000
2015-07-14,5635400,76740000
2015-07-15,4506200,80460000
2015-07-16,6512500,85030000
2015-07-17,6287600,106510000
2015-07-20,10198500,75060000
2015-07-21,10919600,100170000
2015-07-22,6303200,112370000
2015-07-23,10755700,88600000
2015-07-24,21196100,103470000
2015-07-27,10293800,117860000
2015-07-28,10054300,103450000
2015-07-29,13746900,93140000
2015-07-30,6507000,76650000
2015-07-31,8526300,106120000
2015-08-03,5810800,87880000
2015-08-04,6957900,99060000
2015-08-05,6976400,102450000
2015-08-06,7767800,96170000
2015-08-07,6484600,81800000
2015-08-10,6183500,92430000
2015-08-11,6476000,103010000
2015-08-12,7625100,120400000
2015-08-13,5992000,88550000
2015-08-14,3861500,82120000
2015-08-17,3473500,73380000
2015-08-18,6325500,79900000
2015-08-19,5886900,104720000
2015-08-20,12082300,128530000
2015-08-21,15752200,225170000
2015-08-24,20950600,293920000
2015-08-25,14485000,213220000
2015-08-26,12220000,208420000
2015-08-27,9122200,171980000
2015-08-28,6411400,131790000
2015-08-31,8313300,141440000
2015-09-01,11491500,171390000
2015-09-02,9218000,133480000
2015-09-03,9035200,109730000
2015-09-04,9469400,127270000
2015-09-08,7984900,123870000
2015-09-09,9022200,118790000
2015-09-10,7244200,122690000
2015-09-11,6452100,104630000
2015-09-14,7059300,92660000
2015-09-15,6962600,93050000
2015-09-16,8207600,99620000
2015-09-17,7663300,129600000
2015-09-18,14508100,341690000
2015-09-21,12756500,90730000
2015-09-22,11394000,119010000
2015-09-23,10655800,86030000
2015-09-24,8406700,122220000
2015-09-25,7756600,130790000
2015-09-28,15261200,139930000
2015-09-29,11326700,121160000
2015-09-30,9309200,145740000
2015-10-01,8679900,111420000
2015-10-02,7460400,136870000
2015-10-05,7286800,127660000
2015-10-06,5782500,120010000
2015-10-07,6208900,115690000
2015-10-08,5713100,100730000
2015-10-09,5947800,103730000
2015-10-12,5586300,72500000
2015-10-13,7439400,99400000
2015-10-14,7568300,120110000
2015-10-15,6856200,122960000
2015-10-16,9117400,145880000
2015-10-19,9952600,118430000
2015-10-20,8148800,106670000
2015-10-21,7277900,107100000
2015-10-22,9093400,152420000
2015-10-23,11971300,158090000
2015-10-26,8019400,116660000
2015-10-27,9527400,113960000
2015-10-28,10850200,115630000
2015-10-29,7648600,90300000
2015-10-30,11186500,149250000
2015-11-02,29966000,100840000
2015-11-03,18899900,92290000
2015-11-04,8640800,99890000
2015-11-05,9392600,98910000
2015-11-06,8221600,107450000
2015-11-09,10157300,121210000
2015-11-10,8440300,108640000
2015-11-11,8024400,95230000
2015-11-12,8939800,113660000
2015-11-13,9913200,134640000
2015-11-16,7805000,137590000
2015-11-17,6942600,167190000
2015-11-18,7212400,106810000
2015-11-19,6082200,114630000
2015-11-20,6764300,153140000
2015-11-23,5910600,134680000
2015-11-24,6040800,127170000
2015-11-25,4268700,82540000
2015-11-27,3139500,82540000
2015-11-30,8874600,155560000
2015-12-01,6702100,103880000
2015-12-02,7310000,102860000
2015-12-03,8689600,126990000
2015-12-04,9944600,137650000
2015-12-07,15262400,99670000
2015-12-08,11344000,113720000
2015-12-09,15361500,122020000
2015-12-10,8717100,107310000
2015-12-11,15625800,134510000
2015-12-14,10361000,142540000
2015-12-15,11355300,123430000
2015-12-16,10497500,123790000
2015-12-17,7555300,115780000
2015-12-18,16271200,344560000
2015-12-21,8442100,114910000
2015-12-22,5699100,91570000
2015-12-23,6335900,92820000
2015-12-24,2188800,40350000
2015-12-28,3680900,59770000
2015-12-29,4627100,69860000
2015-12-30,4230400,59760000
2015-12-31,6538300,93690000
2016-01-04,13476800,148060000
2016-01-05,8972700,105750000
2016-01-06,16092000,120250000
2016-01-07,12470800,176240000
2016-01-08,9977600,141850000
2016-01-11,13069500,127790000
2016-01-12,10236900,117480000
2016-01-13,12659600,153530000
2016-01-14,10426200,158830000
2016-01-15,18470500,239210000
2016-01-19,16009600,144360000
2016-01-20,16586000,191870000
2016-01-21,11931200,145140000
2016-01-22,8652600,145850000
2016-01-25,9126200,123250000
2016-01-26,7500200,118210000
2016-01-27,9020500,138350000
2016-01-28,15295600,130120000
2016-01-29,40427800,217940000
2016-02-01,12623500,114450000
2016-02-02,9572700,126210000
2016-02-03,9941900,141870000
2016-02-04,14735700,131490000
2016-02-05,12939400,139010000
2016-02-08,30542600,165880000
2016-02-09,14882800,127740000
2016-02-10,11369500,122290000
2016-02-11,13962100,172070000
2016-02-12,8710200,132550000
2016-02-16,8780700,142030000
2016-02-17,8494100,124080000
2016-02-18,6938100,104950000
2016-02-19,7750900,134340000
2016-02-22,7481500,102240000
2016-02-23,6177000,98170000
2016-02-24,7728600,93620000
2016-02-25,6840900,94120000
2016-02-26,6714100,98480000
