Date,Volume,Volume
1991-01-23,3616000,18850000
1991-01-24,2656800,23640000
1991-01-25,2776000,23270000
1991-01-28,2195200,17060000
1991-01-29,3350400,21690000
1991-01-30,2685600,28940000
1991-01-31,2046400,25270000
1991-02-01,2867200,31430000
1991-02-04,3598400,27240000
1991-02-05,3294400,31960000
1991-02-06,4094400,32930000
1991-02-07,5172800,35250000
1991-02-08,271200,22410000
1991-02-11,4310400,32080000
1991-02-12,4928800,36030000
1991-02-13,11640800,27980000
1991-02-14,6716000,29190000
1991-02-15,6872000,40530000
1991-02-19,11261600,27020000
1991-02-20,7057600,19570000
1991-02-21,4823200,20890000
1991-02-22,5924800,25360000
1991-02-25,5135200,23810000
1991-02-26,4916000,19810000
1991-02-27,3281600,28850000
1991-02-28,4515200,26300000
1991-03-01,2891200,27250000
1991-03-04,2877600,21450000
1991-03-05,5321600,29210000
1991-03-06,4347200,31280000
1991-03-07,1610400,21290000
1991-03-08,2244800,24330000
1991-03-11,1237600,16530000
1991-03-12,3344000,18300000
1991-03-13,2209600,19020000
1991-03-14,1890400,25000000
1991-03-15,2272800,38380000
1991-03-18,1496800,17040000
1991-03-19,1237600,25290000
1991-03-20,1700000,25720000
1991-03-21,1325600,23720000
1991-03-22,337600,17430000
1991-03-25,2424000,16790000
1991-03-26,2306400,25630000
1991-03-27,3924000,25290000
1991-03-28,3920000,17900000
1991-04-01,3008800,16220000
1991-04-02,3168800,21070000
1991-04-03,2214400,20650000
1991-04-04,3140000,22160000
1991-04-05,1798400,20170000
1991-04-08,1466400,13960000
1991-04-09,1924000,17380000
1991-04-10,1121600,17010000
1991-04-11,2168800,23940000
1991-04-12,2242400,22680000
1991-04-15,1900800,21890000
1991-04-16,2396000,25790000
1991-04-17,25572000,32750000
1991-04-18,10040000,25250000
1991-04-19,4603200,23780000
1991-04-22,3317600,21130000
1991-04-23,4582400,18550000
1991-04-24,6696800,20210000
1991-04-25,3447200,17480000
1991-04-26,2399200,17330000
1991-04-29,3394400,16920000
1991-04-30,3840000,25740000
1991-05-01,2708000,21540000
1991-05-02,2935200,18230000
1991-05-03,2861600,17130000
1991-05-06,2648000,15200000
1991-05-07,2647200,16630000
1991-05-08,3723200,18320000
1991-05-09,3376800,21420000
1991-05-10,1828000,23540000
1991-05-13,1624800,17820000
1991-05-14,4781600,19250000
1991-05-15,2254400,21700000
1991-05-16,2660000,16820000
1991-05-17,3630400,17820000
1991-05-20,945600,11660000
1991-05-21,1822400,18950000
1991-05-22,1560800,16960000
1991-05-23,3092000,18660000
1991-05-24,1568800,13050000
1991-05-28,2921600,19140000
1991-05-29,5137600,25210000
1991-05-30,5768800,29980000
1991-05-31,8413600,28070000
1991-06-03,2971200,19930000
1991-06-04,3745600,18150000
1991-06-05,3965600,19960000
1991-06-06,3960800,18160000
1991-06-07,6213600,17500000
1991-06-10,2708800,12290000
1991-06-11,3364000,16780000
1991-06-12,2278400,18590000
1991-06-13,1993600,17020000
1991-06-14,2753600,21240000
1991-06-17,3128000,15950000
1991-06-18,2080800,19140000
1991-06-19,2754400,19600000
1991-06-20,3889600,20820000
1991-06-21,2831200,33900000
1991-06-24,1312000,16820000
1991-06-25,1632000,16540000
1991-06-26,1632800,20630000
1991-06-27,3804800,22070000
1991-06-28,2514400,19070000
1991-07-01,3652800,20020000
1991-07-02,3193600,17000000
1991-07-03,2476800,15530000
1991-07-05,822400,8830000
1991-07-08,1896000,16240000
1991-07-09,3526400,14890000
1991-07-10,3137600,18340000
1991-07-11,1832000,15030000
1991-07-12,2448000,17050000
1991-07-15,2588000,13870000
1991-07-16,3299200,16500000
1991-07-17,3051200,19280000
1991-07-18,7554400,20730000
1991-07-19,5169600,23260000
1991-07-22,3084800,15700000
1991-07-23,1646400,17420000
1991-07-24,2395200,18040000
1991-07-25,1823200,17300000
1991-07-26,1268000,13390000
1991-07-29,2444800,15210000
1991-07-30,1489600,19070000
1991-07-31,3615200,15670000
1991-08-01,2333600,18660000
1991-08-02,1450400,16880000
1991-08-05,1510400,13510000
1991-08-06,2408800,21860000
1991-08-07,2246400,18930000
1991-08-08,1346400,17840000
1991-08-09,1636800,19060000
1991-08-12,1572800,14860000
1991-08-13,1613600,23980000
1991-08-14,2128000,20170000
1991-08-15,1969600,18170000
1991-08-16,1948000,27440000
1991-08-19,3732000,31770000
1991-08-20,2035200,24220000
1991-08-21,8801600,30960000
1991-08-22,5056000,19190000
1991-08-23,2686400,21680000
1991-08-26,1587200,10870000
1991-08-27,2061600,13070000
1991-08-28,1340800,15920000
1991-08-29,1118400,14870000
1991-08-30,1080000,10770000
1991-09-03,1165600,15890000
1991-09-04,726400,16140000
1991-09-05,1173600,25750000
1991-09-06,1592000,24520000
1991-09-09,926400,11880000
1991-09-10,1558400,18180000
1991-09-11,1897600,18520000
1991-09-12,1798400,18800000
1991-09-13,2084800,20460000
1991-09-16,2846400,20970000
1991-09-17,2140800,16320000
1991-09-18,1287200,11620000
1991-09-19,2783200,21020000
1991-09-20,3354400,38440000
1991-09-23,1303200,13900000
1991-09-24,1864800,15770000
1991-09-25,2392000,17000000
1991-09-26,1652000,15510000
1991-09-27,4179200,16430000
1991-09-30,3274400,15650000
1991-10-01,3184800,14700000
1991-10-02,2219200,15420000
1991-10-03,2613600,24000000
1991-10-04,1176800,20820000
1991-10-07,1531200,20350000
1991-10-08,2995200,23760000
1991-10-09,2235200,22140000
1991-10-10,1800800,20470000
1991-10-11,2070400,16210000
1991-10-14,2077600,13760000
1991-10-15,2196000,25120000
1991-10-16,5983200,23830000
1991-10-17,4925600,24930000
1991-10-18,10332800,21300000
1991-10-21,3994400,15560000
1991-10-22,3309600,21610000
1991-10-23,2392800,19830000
1991-10-24,1419200,19120000
1991-10-25,1201600,20060000
1991-10-28,1913600,16540000
1991-10-29,3255200,20240000
1991-10-30,3097600,19040000
1991-10-31,1531200,15180000
1991-11-01,2496000,21290000
1991-11-04,1532800,12570000
1991-11-05,1419200,15870000
1991-11-06,1260800,15290000
1991-11-07,1859200,18610000
1991-11-08,3968800,16850000
1991-11-11,2556000,11480000
1991-11-12,2665600,20060000
1991-11-13,4796000,20090000
1991-11-14,2999200,19240000
1991-11-15,4780000,28120000
1991-11-18,2673600,27950000
1991-11-19,2765600,29820000
1991-11-20,1796000,21200000
1991-11-21,1830400,20050000
1991-11-22,1640800,21400000
1991-11-25,2445600,18210000
1991-11-26,1586400,25720000
1991-11-27,1251200,14820000
1991-11-29,784800,7400000
1991-12-02,1246400,19900000
1991-12-03,2479200,16610000
1991-12-04,1242400,20860000
1991-12-05,1632000,18610000
1991-12-06,2596800,24320000
1991-12-09,1166400,17600000
1991-12-10,1722400,19420000
1991-12-11,1568000,20530000
1991-12-12,2971200,19950000
1991-12-13,3963200,19510000
1991-12-16,1155200,17630000
1991-12-17,1168000,18290000
1991-12-18,1589600,19800000
1991-12-19,1226400,20070000
1991-12-20,3284000,39480000
1991-12-23,2828000,31240000
1991-12-24,2956000,21210000
1991-12-26,2766400,16420000
1991-12-27,1897600,19040000
1991-12-30,3449600,27910000
1991-12-31,2807200,26770000
1992-01-02,2836000,23550000
1992-01-03,2204000,23620000
1992-01-06,2544000,27280000
1992-01-07,2433600,25510000
1992-01-08,2659200,29040000
1992-01-09,3248800,29820000
1992-01-10,2569600,23440000
1992-01-13,1623200,19300000
1992-01-14,2033600,24220000
1992-01-15,2168000,29560000
1992-01-16,4722400,38100000
1992-01-17,4717600,39780000
1992-01-20,2476800,18190000
1992-01-21,5782400,24160000
1992-01-22,4712000,21590000
1992-01-23,7656000,22140000
1992-01-24,6216800,22600000
1992-01-27,4604000,19110000
1992-01-28,4848800,24960000
1992-01-29,5424800,32500000
1992-01-30,4457600,22080000
1992-01-31,2856800,20610000
1992-02-03,1533600,18860000
1992-02-04,5255200,23970000
1992-02-05,4245600,27360000
1992-02-06,2867200,20490000
1992-02-07,3593600,21660000
1992-02-10,1988000,16100000
1992-02-11,3815200,23400000
1992-02-12,3552000,21580000
1992-02-13,3113600,22200000
1992-02-14,1890400,21260000
1992-02-18,1675200,21970000
1992-02-19,1243200,22930000
1992-02-20,2672800,25840000
1992-02-21,2411200,26840000
1992-02-24,1779200,17880000
1992-02-25,2758400,20980000
1992-02-26,1984800,21160000
1992-02-27,1869600,18710000
1992-02-28,2406400,17960000
1992-03-02,2087200,17220000
1992-03-03,2864800,19520000
1992-03-04,3128000,22800000
1992-03-05,1190400,18220000
1992-03-06,1624000,18460000
1992-03-09,2112000,16530000
1992-03-10,2642400,20730000
1992-03-11,1660800,17670000
1992-03-12,1216000,18080000
1992-03-13,1256000,16370000
1992-03-16,1766400,15050000
1992-03-17,2648000,18020000
1992-03-18,2128000,17890000
1992-03-19,1305600,17170000
1992-03-20,3512800,28640000
1992-03-23,2414400,15690000
1992-03-24,2468800,24380000
1992-03-25,1274400,18960000
1992-03-26,1936000,18120000
1992-03-27,1077600,15140000
1992-03-30,1749600,12640000
1992-03-31,1456000,15110000
1992-04-01,1736000,18840000
1992-04-02,1544800,19020000
1992-04-03,1470400,21150000
1992-04-06,1976800,20110000
1992-04-07,1317600,22490000
1992-04-08,2272000,29710000
1992-04-09,2896800,24490000
1992-04-10,1179200,18650000
1992-04-13,1106400,13220000
1992-04-14,2470400,26050000
1992-04-15,2705600,25460000
1992-04-16,8601600,27840000
1992-04-20,2697600,22290000
1992-04-21,5459200,20080000
1992-04-22,2020000,18160000
1992-04-23,2598400,24810000
1992-04-24,1944800,21220000
1992-04-27,3672000,21610000
1992-04-28,1876800,18860000
1992-04-29,2192800,21280000
1992-04-30,2540000,22960000
1992-05-01,2140000,19380000
1992-05-04,1328800,18680000
1992-05-05,1760000,18080000
1992-05-06,1704800,17940000
1992-05-07,828000,17570000
1992-05-08,1021600,14560000
1992-05-11,1533600,14110000
1992-05-12,1702400,19030000
1992-05-13,1400800,17720000
1992-05-14,2147200,18270000
1992-05-15,3026400,18430000
1992-05-18,1069600,14960000
1992-05-19,1624800,20950000
1992-05-20,1646400,34230000
1992-05-21,1693600,19190000
1992-05-22,1183200,17690000
1992-05-26,1392000,25940000
1992-05-27,2239200,22390000
1992-05-28,1864800,18350000
1992-05-29,2144800,20770000
1992-06-01,2245600,21280000
1992-06-02,3876800,22350000
1992-06-03,1214400,22690000
1992-06-04,4323200,24370000
1992-06-05,2062400,23760000
1992-06-08,1689600,16280000
1992-06-09,3017600,17510000
1992-06-10,968800,20880000
1992-06-11,2067200,24850000
1992-06-12,2810400,19820000
1992-06-15,1242400,17220000
1992-06-16,2288000,19190000
1992-06-17,4704000,28140000
1992-06-18,2199200,25690000
1992-06-19,5627200,26660000
1992-06-22,2798400,20420000
1992-06-23,2321600,26320000
1992-06-24,3123200,24360000
1992-06-25,2654400,21160000
1992-06-26,1192000,16650000
1992-06-29,2365600,17130000
1992-06-30,2675200,18630000
1992-07-01,1745600,22780000
1992-07-02,2140000,25900000
1992-07-06,6391200,23870000
1992-07-07,2974400,25200000
1992-07-08,8984800,23540000
1992-07-09,4602400,23090000
1992-07-10,2806400,15400000
1992-07-13,2698400,13650000
1992-07-14,2396800,19130000
1992-07-15,1683200,21110000
1992-07-16,2695200,21500000
1992-07-17,2981600,22830000
1992-07-20,2546400,18060000
1992-07-21,10390400,16810000
1992-07-22,3110400,19750000
1992-07-23,2538400,23000000
1992-07-24,2036000,13420000
1992-07-27,1526400,14760000
1992-07-28,1921600,22000000
1992-07-29,7149600,30410000
1992-07-30,4062400,20060000
1992-07-31,3684800,13500000
1992-08-03,1567200,17280000
1992-08-04,2394400,16430000
1992-08-05,2498400,17830000
1992-08-06,1792800,21950000
1992-08-07,2179200,22310000
1992-08-10,2279200,15580000
1992-08-11,2062400,18000000
1992-08-12,1866400,15480000
1992-08-13,1069600,19900000
1992-08-14,2436800,15400000
1992-08-17,1607200,13860000
1992-08-18,1557600,12930000
1992-08-19,4371200,14420000
1992-08-20,1596800,14690000
1992-08-21,2223200,21610000
1992-08-24,2061600,18360000
1992-08-25,1874400,22460000
1992-08-26,2070400,17870000
1992-08-27,1272000,19790000
1992-08-28,1235200,14430000
1992-08-31,1720800,12800000
1992-09-01,1152000,15460000
1992-09-02,1040000,18670000
1992-09-03,1554400,23480000
1992-09-04,1072000,13210000
1992-09-08,1578400,15630000
1992-09-09,1179200,18870000
1992-09-10,819200,22820000
1992-09-11,628000,16780000
1992-09-14,3700800,30720000
1992-09-15,1579200,20210000
1992-09-16,3356800,26850000
1992-09-17,9980000,20170000
1992-09-18,8762400,24980000
1992-09-21,12381600,15850000
1992-09-22,5954400,21070000
1992-09-23,5368800,23860000
1992-09-24,5156000,26240000
1992-09-25,6685600,22110000
1992-09-28,2996000,18020000
1992-09-29,5740000,22280000
1992-09-30,5132000,19290000
1992-10-01,3189600,21020000
1992-10-02,1488000,20670000
1992-10-05,5324000,37360000
1992-10-06,1931200,20220000
1992-10-07,3216000,19530000
1992-10-08,1795200,22490000
1992-10-09,2184800,19310000
1992-10-12,1056800,14260000
1992-10-13,1558400,20360000
1992-10-14,2202400,18730000
1992-10-15,4490400,32240000
1992-10-16,2307200,40880000
1992-10-19,1899200,26190000
1992-10-20,2378400,26500000
1992-10-21,14378400,24690000
1992-10-22,5836000,23070000
1992-10-23,3024800,26490000
1992-10-26,4163200,23440000
1992-10-27,1732800,24860000
1992-10-28,2660800,29930000
1992-10-29,2134400,20070000
1992-10-30,6695200,18450000
1992-11-02,3068000,23860000
1992-11-03,1599200,25520000
1992-11-04,970400,20330000
1992-11-05,2416800,27030000
1992-11-06,1246400,23660000
1992-11-09,1309600,19980000
1992-11-10,2644800,21540000
1992-11-11,1419200,22660000
1992-11-12,2628800,22880000
1992-11-13,2405600,19110000
1992-11-16,5156000,17400000
1992-11-17,4584800,18600000
1992-11-18,2289600,23240000
1992-11-19,1624000,21590000
1992-11-20,3597600,34640000
1992-11-23,3164800,23660000
1992-11-24,3453600,28070000
1992-11-25,1926400,23070000
1992-11-27,1612000,12440000
1992-11-30,4652000,23060000
1992-12-01,2495200,32070000
1992-12-02,2660000,21220000
1992-12-03,1408000,20720000
1992-12-04,3089600,23710000
1992-12-07,1710400,25690000
1992-12-08,3016800,23040000
1992-12-09,3056000,22660000
1992-12-10,2161600,20230000
1992-12-11,1492800,13550000
1992-12-14,2040800,16700000
1992-12-15,1384000,29640000
1992-12-16,1156000,30870000
1992-12-17,1395200,28370000
1992-12-18,5122400,48430000
1992-12-21,3347200,26680000
1992-12-22,2153600,25970000
1992-12-23,3387200,21980000
1992-12-24,522400,9930000
1992-12-28,855200,13930000
1992-12-29,1293600,25400000
1992-12-30,2097600,16000000
1992-12-31,1784800,13860000
1993-01-04,1980000,21400000
1993-01-05,2324800,28060000
1993-01-06,1713600,35790000
1993-01-07,4650400,36820000
1993-01-08,2753600,30690000
1993-01-11,1309600,24500000
1993-01-12,2512000,29660000
1993-01-13,2198400,28950000
1993-01-14,2915200,36150000
1993-01-15,4287200,39270000
1993-01-18,2235200,23030000
1993-01-19,3376800,35680000
1993-01-20,2488800,26680000
1993-01-21,3900000,27040000
1993-01-22,1566400,30760000
1993-01-25,4587200,35840000
1993-01-26,5772800,47430000
1993-01-27,3398400,32270000
1993-01-28,3263200,27930000
1993-01-29,1640000,22060000
1993-02-01,2261600,27910000
1993-02-02,3932000,27290000
1993-02-03,3097600,35290000
1993-02-04,2800000,36250000
1993-02-05,2696800,38720000
1993-02-08,1540000,29460000
1993-02-09,2080000,23530000
1993-02-10,13310400,26770000
1993-02-11,7108800,29250000
1993-02-12,5144000,22870000
1993-02-16,5431200,38580000
1993-02-17,5513600,31700000
1993-02-18,6932800,33650000
1993-02-19,5163200,30520000
1993-02-22,4312800,34140000
1993-02-23,2716800,34930000
1993-02-24,707200,29410000
1993-02-25,2344800,25250000
1993-02-26,1353600,21990000
1993-03-01,1292000,21770000
1993-03-02,2236000,25310000
1993-03-03,1240000,25160000
1993-03-04,1928000,21250000
1993-03-05,1471200,28020000
1993-03-08,2671200,32460000
1993-03-09,1528800,28120000
1993-03-10,2494400,28730000
1993-03-11,940000,24220000
1993-03-12,1781600,25650000
1993-03-15,1622400,16910000
1993-03-16,863200,16730000
1993-03-17,1399200,19970000
1993-03-18,3028800,24480000
1993-03-19,3483200,35360000
1993-03-22,2302400,25670000
1993-03-23,2621600,21810000
1993-03-24,1916000,36020000
1993-03-25,2708800,32190000
1993-03-26,822400,25300000
1993-03-29,1825600,21850000
1993-03-30,916000,23450000
1993-03-31,1179200,25670000
1993-04-01,1890400,20660000
1993-04-02,1145600,53740000
1993-04-05,2185600,35090000
1993-04-06,1241600,34650000
1993-04-07,1672000,33620000
1993-04-08,3054400,35880000
1993-04-12,2063200,24990000
1993-04-13,1960000,30070000
1993-04-14,1158400,24620000
1993-04-15,2734400,27510000
1993-04-16,3037600,31770000
1993-04-19,3326400,25050000
1993-04-20,2353600,32410000
1993-04-21,1224000,27720000
1993-04-22,4636800,34030000
1993-04-23,902400,27600000
1993-04-26,936000,27070000
1993-04-27,1227200,29780000
1993-04-28,1048000,39030000
1993-04-29,763200,27410000
1993-04-30,1295200,23290000
1993-05-03,1084800,22190000
1993-05-04,1397600,22790000
1993-05-05,2748800,25640000
1993-05-06,2805600,24460000
1993-05-07,1897600,25390000
1993-05-10,2324000,26170000
1993-05-11,777600,21360000
1993-05-12,1282400,26630000
1993-05-13,2176000,27250000
1993-05-14,2042400,18370000
1993-05-17,1348000,17680000
1993-05-18,2676000,22040000
1993-05-19,2847200,36140000
1993-05-20,3420800,26620000
1993-05-21,3785600,25660000
1993-05-24,2208000,17840000
1993-05-25,6373600,19740000
1993-05-26,3813600,24440000
1993-05-27,2859200,24550000
1993-05-28,2353600,17700000
1993-06-01,2418400,18550000
1993-06-02,1456000,19610000
1993-06-03,1897600,19830000
1993-06-04,2429600,17300000
1993-06-07,1816800,18010000
1993-06-08,2319200,18590000
1993-06-09,1153600,19110000
1993-06-10,1951200,22010000
1993-06-11,1661600,20440000
1993-06-14,1575200,18850000
1993-06-15,1317600,22690000
1993-06-16,1805600,24410000
1993-06-17,3904000,19950000
1993-06-18,5874400,28860000
1993-06-21,6804000,20250000
1993-06-22,2268000,22830000
1993-06-23,2463200,26330000
1993-06-24,4811200,22990000
1993-06-25,2358400,16030000
1993-06-28,2333600,19180000
1993-06-29,1675200,21210000
1993-06-30,1790400,24110000
1993-07-01,2521600,22680000
1993-07-02,1353600,19160000
1993-07-06,1133600,19400000
1993-07-07,2780000,23220000
1993-07-08,1666400,31020000
1993-07-09,2596800,23630000
1993-07-12,2023200,17440000
1993-07-13,2914400,22810000
1993-07-14,1232800,23040000
1993-07-15,5295200,22820000
1993-07-16,2900000,26990000
1993-07-19,2544800,22240000
1993-07-20,3000800,30110000
1993-07-21,5295200,21030000
1993-07-22,2865600,20720000
1993-07-23,1223200,19690000
1993-07-26,1108800,19570000
1993-07-27,2832800,30150000
1993-07-28,693600,32370000
1993-07-29,1419200,27590000
1993-07-30,1087200,25300000
1993-08-02,3555200,20980000
1993-08-03,3899200,23060000
1993-08-04,2500800,23760000
1993-08-05,2636800,18220000
1993-08-06,2241600,21460000
1993-08-09,2184800,22450000
1993-08-10,1634400,23000000
1993-08-11,4499200,22030000
1993-08-12,3446400,22390000
1993-08-13,2439200,17740000
1993-08-16,1684000,24820000
1993-08-17,2288000,25650000
1993-08-18,2855200,35860000
1993-08-19,5024800,33920000
1993-08-20,2723200,32040000
1993-08-23,1320800,20750000
1993-08-24,1837600,24980000
1993-08-25,2039200,30750000
1993-08-26,972000,26540000
1993-08-27,1840800,18760000
1993-08-30,1524800,17750000
1993-08-31,1228800,19700000
1993-09-01,1697600,22410000
1993-09-02,1153600,24090000
1993-09-03,1967200,16950000
1993-09-07,1126400,18170000
1993-09-08,1085600,23420000
1993-09-09,1686400,19730000
1993-09-10,1744000,21340000
1993-09-13,900000,20670000
1993-09-14,2180000,18550000
1993-09-15,1420000,27710000
1993-09-16,850400,18230000
1993-09-17,2978400,50350000
1993-09-20,1900000,19610000
1993-09-21,3485600,30360000
1993-09-22,2561600,27420000
1993-09-23,2399200,25320000
1993-09-24,1771200,20370000
1993-09-27,2769600,19560000
1993-09-28,3337600,18740000
1993-09-29,2894400,21860000
1993-09-30,3714400,22930000
1993-10-01,2046400,24150000
1993-10-04,1784800,17830000
1993-10-05,2592800,24010000
1993-10-06,1822400,21830000
1993-10-07,1349600,18000000
1993-10-08,2582400,19300000
1993-10-11,1008800,14950000
1993-10-12,1315200,21130000
1993-10-13,2226400,27770000
1993-10-14,2132800,39740000
1993-10-15,2670400,36390000
1993-10-18,1714400,29180000
1993-10-19,2923200,24920000
1993-10-20,3012800,19670000
1993-10-21,1759200,23140000
1993-10-22,11517600,27840000
1993-10-25,6692800,25720000
1993-10-26,7467200,27070000
1993-10-27,3351200,27130000
1993-10-28,2895200,34530000
1993-10-29,2280800,24830000
1993-11-01,2242400,22940000
1993-11-02,4651200,32640000
1993-11-03,3668800,34190000
1993-11-04,1667200,25030000
1993-11-05,1732800,26950000
1993-11-08,1878400,21130000
1993-11-09,2216000,24890000
1993-11-10,1903200,31390000
1993-11-11,3021600,32580000
1993-11-12,4708800,29940000
1993-11-15,2430400,23520000
1993-11-16,4142400,29660000
1993-11-17,6594400,34120000
1993-11-18,3248800,38270000
1993-11-19,5444800,31060000
1993-11-22,1883200,28660000
1993-11-23,2956800,31770000
1993-11-24,1619200,20270000
1993-11-26,324800,8880000
1993-11-29,1816800,25570000
1993-11-30,1578400,23220000
1993-12-01,2856800,27910000
1993-12-02,958400,19520000
1993-12-03,1949600,19750000
1993-12-06,2952000,29020000
1993-12-07,2144000,27120000
1993-12-08,2313600,22100000
1993-12-09,2624800,22570000
1993-12-10,2700000,21350000
1993-12-13,1196800,21680000
1993-12-14,1848000,29490000
1993-12-15,2620800,34310000
1993-12-16,1264800,29050000
1993-12-17,2984800,38900000
1993-12-20,1706400,21960000
1993-12-21,3266400,22390000
1993-12-22,2383200,23490000
1993-12-23,1259200,22630000
1993-12-27,1646400,16280000
1993-12-28,1558400,17470000
1993-12-29,1677600,19680000
1993-12-30,1616800,15850000
1993-12-31,990400,14730000
1994-01-03,2651200,24960000
1994-01-04,3415200,30500000
1994-01-05,5456800,43950000
1994-01-06,1448000,36320000
1994-01-07,1486400,29210000
1994-01-10,3531200,32390000
1994-01-11,1524000,31440000
1994-01-12,3184800,31200000
1994-01-13,1169600,22900000
1994-01-14,2012800,26500000
1994-01-17,1555200,18550000
1994-01-18,1822400,30400000
1994-01-19,1680800,28700000
1994-01-20,8117600,25950000
1994-01-21,2928800,30970000
1994-01-24,2092000,27020000
1994-01-25,1677600,38410000
1994-01-26,2163200,30050000
1994-01-27,4537600,27770000
1994-01-28,1793600,25890000
1994-01-31,4532800,26450000
1994-02-01,3174400,23150000
1994-02-02,1487200,26990000
1994-02-03,1491200,25090000
1994-02-04,2096000,34480000
1994-02-07,2385600,36370000
1994-02-08,2242400,30970000
1994-02-09,2620800,29380000
1994-02-10,1658400,29890000
1994-02-11,1652000,21110000
1994-02-14,3461600,23220000
1994-02-15,3624000,24940000
1994-02-16,7150400,25320000
1994-02-17,10506400,31710000
1994-02-18,5431200,26280000
1994-02-22,2333600,20610000
1994-02-23,2698400,23560000
1994-02-24,2827200,27420000
1994-02-25,3098400,23870000
1994-02-28,4325600,24200000
1994-03-01,2691200,30290000
1994-03-02,4140800,38360000
1994-03-03,4392800,27300000
1994-03-04,3432800,25710000
1994-03-07,3229600,22150000
1994-03-08,1919200,28660000
1994-03-09,1382400,24820000
1994-03-10,1820800,24660000
1994-03-11,3554400,21390000
1994-03-14,3137600,24600000
1994-03-15,1490400,27500000
1994-03-16,3771200,25830000
1994-03-17,2097600,26420000
1994-03-18,4150400,56360000
1994-03-21,1712000,20080000
1994-03-22,1012000,25090000
1994-03-23,1337600,23340000
1994-03-24,1904000,27440000
1994-03-25,2305600,21530000
1994-03-28,2827200,27190000
1994-03-29,1902400,26850000
1994-03-30,3688800,44570000
1994-03-31,4881600,47350000
1994-04-04,5374400,43710000
1994-04-05,4364000,41360000
1994-04-06,2796800,34540000
1994-04-07,1885600,26900000
1994-04-08,2016000,26120000
1994-04-11,1862400,22680000
1994-04-12,1774400,21530000
1994-04-13,2612000,26330000
1994-04-14,3360000,26190000
1994-04-15,4788000,29590000
1994-04-18,4884800,26780000
1994-04-19,5042400,35380000
1994-04-20,3385600,38020000
1994-04-21,2132000,38970000
1994-04-22,2211200,27430000
1994-04-25,1398400,24330000
1994-04-26,2122400,23930000
1994-04-28,1929600,31000000
1994-04-29,2613600,21890000
1994-05-02,2364000,25070000
1994-05-03,3276000,24260000
1994-05-04,1200000,21300000
1994-05-05,1952800,21220000
1994-05-06,4328800,28060000
1994-05-09,5111200,24440000
1994-05-10,2969600,30020000
1994-05-11,2415200,26130000
1994-05-12,1088800,24570000
1994-05-13,2871200,23350000
1994-05-16,1116800,20920000
1994-05-17,1156800,28440000
1994-05-18,2236000,31180000
1994-05-19,1604000,29500000
1994-05-20,2288000,32750000
1994-05-23,2112800,24120000
1994-05-24,1976000,31440000
1994-05-25,1476000,21710000
1994-05-26,3180800,27230000
1994-05-27,1567200,18130000
1994-05-31,3412800,19630000
1994-06-01,2200000,25050000
1994-06-02,2872800,23920000
1994-06-03,2207200,24540000
1994-06-06,1296000,24280000
1994-06-07,1082400,20420000
1994-06-08,844000,21210000
1994-06-09,912800,23340000
1994-06-10,917600,19160000
1994-06-13,739200,22290000
1994-06-14,1888800,30330000
1994-06-15,620000,27500000
1994-06-16,1424800,25210000
1994-06-17,3000800,44450000
1994-06-20,1740800,23160000
1994-06-21,1618400,30140000
1994-06-22,1310400,22890000
1994-06-23,1017600,24210000
1994-06-24,1760000,25080000
1994-06-27,1292000,25190000
1994-06-28,1391200,22910000
1994-06-29,1134400,23780000
1994-06-30,1300000,25500000
1994-07-01,1073600,21310000
1994-07-05,1362400,19190000
1994-07-06,2061600,20490000
1994-07-07,1718400,22150000
1994-07-08,1855200,20580000
1994-07-11,975200,20550000
1994-07-12,1149600,24280000
1994-07-13,1414400,20780000
1994-07-14,2312000,27740000
1994-07-15,2559200,27590000
1994-07-18,1105600,20590000
1994-07-19,2718400,20120000
1994-07-20,1567200,21100000
1994-07-21,11474400,27850000
1994-07-22,5507200,24700000
1994-07-25,2384000,19620000
1994-07-26,4884800,23060000
1994-07-27,3721600,22900000
1994-07-28,3788000,21210000
1994-07-29,6192000,24800000
1994-08-01,6242400,24680000
1994-08-02,4881600,27140000
1994-08-03,2838400,22200000
1994-08-04,2916800,27650000
1994-08-05,2992000,21170000
1994-08-08,2712800,19270000
1994-08-09,5520000,24700000
1994-08-10,4992800,25900000
1994-08-11,2251200,23860000
1994-08-12,1042400,24450000
1994-08-15,1664000,22820000
1994-08-16,1522400,31860000
1994-08-17,2623200,30250000
1994-08-18,1380000,32360000
1994-08-19,2202400,30960000
1994-08-22,5864000,18830000
1994-08-23,4298400,30060000
1994-08-24,2523200,29410000
1994-08-25,2752000,29800000
1994-08-26,2374400,35580000
1994-08-29,1572000,29030000
1994-08-30,2912800,25830000
1994-08-31,1620800,37360000
1994-09-01,879200,27820000
1994-09-02,1136000,21520000
1994-09-06,1497600,19880000
1994-09-07,2782400,28160000
1994-09-08,5454400,25950000
1994-09-09,3058400,27580000
1994-09-12,1877600,22750000
1994-09-13,3556000,24040000
1994-09-14,3560000,27690000
1994-09-15,3087200,27340000
1994-09-16,4042400,56570000
1994-09-19,916800,29440000
1994-09-20,1832800,32960000
1994-09-21,5561600,37500000
1994-09-22,1690400,25790000
1994-09-23,1203200,27120000
1994-09-26,4941600,24580000
1994-09-27,1498400,27440000
1994-09-28,2002400,27210000
1994-09-29,2198400,22700000
1994-09-30,1543200,27410000
1994-10-03,1571200,25880000
