Date,WBA,UNH,TRV,VZ,WMT,PG,UTX,DOW
1988-11-04,4961600,332800,814400,949400,4810400,8707200,1434400,16410000
1988-11-07,2211200,838400,282000,462500,2316000,7731200,1742400,18180000
1988-11-08,3128000,486400,262400,876600,4394400,3521600,1973600,14580000
1988-11-09,3713600,876800,368400,1071700,4111200,3904000,1592800,17900000
1988-11-10,2721600,1481600,169600,566000,4038400,2966400,1308800,13230000
1988-11-11,3068800,275200,1402000,837800,7187200,5344000,1982400,16780000
1988-11-14,1971200,1068800,1041200,522400,4031200,5086400,2436800,17470000
1988-11-15,1609600,310400,1408400,631500,3496000,3113600,1580000,12940000
1988-11-16,1443200,1702400,1241600,1238500,7412800,8099200,2830400,22830000
1988-11-17,2646400,470400,754800,438500,5478400,3515200,1063200,14510000
1988-11-18,1424000,1094400,670400,1874200,5751200,7233600,1622400,15370000
1988-11-21,2611200,144000,524000,548600,3760800,2956800,996000,12200000
1988-11-22,830400,204800,727200,777800,2939200,3971200,1192800,13320000
1988-11-23,1265600,540800,1007600,543400,1663200,2571200,1172000,12750000
1988-11-25,601600,268800,399200,556700,2651200,1854400,678400,9480000
1988-11-28,715200,1257600,729200,373400,3082400,2955200,1149600,12320000
1988-11-29,1464000,771200,616400,700800,3311200,5171200,1232800,14940000
1988-11-30,1537600,1360000,881200,944600,5658400,3750400,3188800,15590000
1988-12-01,966400,5084800,1745200,693300,3490400,2849600,1719200,13580000
1988-12-02,700800,422400,518400,678200,5009600,6272000,3028000,14440000
1988-12-05,1451200,1030400,330800,836500,4089600,3816000,2945600,16100000
1988-12-06,2568000,800000,664000,728000,4041600,4244800,2126400,17780000
1988-12-07,1472000,204800,392400,977000,4186400,4068800,1424800,19160000
1988-12-08,444800,390400,357200,614900,4037600,3483200,1448000,16030000
1988-12-09,1201600,473600,439200,1038000,2484800,2124800,1226400,11650000
1988-12-12,1627200,611200,566000,650100,4433600,3000000,2120000,11370000
1988-12-13,1404800,1459200,308800,858300,5529600,3972800,1872000,15210000
1988-12-14,982400,1187200,400400,932100,3336800,10171200,1964000,12470000
1988-12-15,1099200,1196800,220800,677600,3448000,5371200,1366400,11040000
1988-12-16,2078400,5139200,1094800,2411400,8850400,8016000,3964800,27140000
1988-12-19,1294400,1721600,991600,1682500,5298400,4780800,2640800,17740000
1988-12-20,2329600,1056000,255200,1189200,3784800,5364800,2101600,18980000
1988-12-21,3088000,2377600,447600,1916400,4504000,5942400,1505600,16040000
1988-12-22,1526400,1040000,2016400,10895600,4470400,3254400,2453600,16800000
1988-12-23,585600,2803200,209600,1338700,2636800,1961600,552000,6000000
1988-12-27,819200,2169600,82800,1149100,2128800,1358400,568000,7400000
1988-12-28,1256000,2470400,547600,1123300,2778400,2249600,1135200,10190000
1988-12-29,1280000,1996800,198000,398000,4523200,1699200,1024000,12220000
1988-12-30,1478400,1340800,750000,648300,2699200,3480000,1145600,11140000
1989-01-03,1814400,364800,515600,1237600,7382400,6025600,3540000,17310000
1989-01-04,3462400,140800,889200,748400,4727200,4019200,1781600,15710000
1989-01-05,7312000,652800,651200,965400,3860800,2918400,2145600,20310000
1989-01-06,4168000,243200,783600,536300,3652800,3515200,2539200,16500000
1989-01-09,2868800,678400,901200,1285700,4435200,6504000,3611200,18420000
1989-01-10,3955200,2675200,1435200,277900,4720800,11681600,1672000,14690000
1989-01-11,2425600,1420800,1228800,388600,6429600,8417600,1651200,14790000
1989-01-12,3420800,1056000,1861600,847100,4117600,7560000,2342400,21440000
1989-01-13,2979200,713600,1408800,883600,3668800,4548800,1184800,14450000
1989-01-16,638400,272000,1588400,563900,2544800,3115200,816800,11020000
1989-01-17,4908800,2425600,1201600,721800,3064000,7076800,2082400,15810000
1989-01-18,7891200,51200,1264000,1143400,5696800,8654400,1971200,22650000
1989-01-19,5604800,1808000,1902000,886300,3389600,4857600,3937600,20760000
1989-01-20,4153600,140800,353600,664300,5016800,6777600,7268000,21660000
1989-01-23,8404800,825600,871200,585600,3780000,5697600,5418400,18570000
1989-01-24,5798400,425600,937600,1368900,5948800,7772800,3136800,23610000
1989-01-25,3035200,1433600,995600,996100,4510400,4720000,6016000,25690000
1989-01-26,7227200,4188800,2151200,817700,4846400,8932800,2772000,28490000
1989-01-27,3041600,5836800,1236000,1662400,8768800,13115200,5530400,40880000
1989-01-30,11070400,816000,1235600,1090900,3925600,7072000,3105600,26990000
1989-01-31,10582400,665600,791600,1013000,5572800,5689600,2659200,28060000
1989-02-01,12184000,268800,987200,1329200,5533600,4665600,4150400,34960000
1989-02-02,5180800,5116800,1894800,1068200,4201600,5104000,1416800,18290000
1989-02-03,3011200,5984000,1004800,769300,3994400,5089600,837600,17260000
1989-02-06,2185600,2937600,704800,905000,3326400,4070400,4183200,15610000
1989-02-07,3246400,15814400,915200,1430700,6838400,16508800,3412000,34070000
1989-02-08,3075200,16214400,566800,1053900,5928000,8012800,2165600,21970000
1989-02-09,8420800,5017600,851600,1015700,4776800,4944000,5235200,32770000
1989-02-10,6523200,5043200,1506800,1176300,4006400,7616000,4473600,19820000
1989-02-13,3444800,2947200,1625200,1336000,4812800,3772800,2883200,16380000
1989-02-14,3828800,1344000,1288400,1005900,4176000,4235200,2712800,21650000
1989-02-15,3360000,4720000,1545600,772400,3537600,3632000,2040000,19630000
1989-02-16,1632000,5216000,2609200,593200,2636000,3540800,2776000,18930000
1989-02-17,4809600,18841600,1837600,989800,5810400,7542400,1948800,21000000
1989-02-21,3852800,7571200,828000,752800,3227200,3462400,1132800,15480000
1989-02-22,3616000,9836800,1509200,611000,4505600,7232000,2004000,20020000
1989-02-23,3676800,4892800,896400,976200,5244800,5430400,2040000,16700000
1989-02-24,2364800,5827200,1619600,1070900,5100800,3696000,2186400,18650000
1989-02-27,1939200,1603200,1511200,824900,3639200,3606400,2536800,15530000
1989-02-28,2315200,553600,3092800,873300,4019200,2680000,3793600,15860000
1989-03-01,2192000,3267200,490400,1399600,6537600,3680000,2532800,20020000
1989-03-02,1446400,11955200,408800,763200,5992000,3950400,1729600,17660000
1989-03-03,1172800,9878400,262400,573600,3195200,5240000,1457600,16630000
1989-03-06,1227200,4659200,392400,1845700,6504000,8345600,2106400,16520000
1989-03-07,5009600,5433600,336000,1433800,6291200,3555200,3062400,18090000
1989-03-08,2660800,24044800,412400,1045500,4215200,3560000,2152000,17510000
1989-03-09,4304000,3852800,513200,1597000,2308000,2876800,1512800,16710000
1989-03-10,1993600,2128000,710400,1372400,4699200,5334400,1373600,17430000
1989-03-13,1560000,1513600,526400,697300,4010400,3206400,1254400,17880000
1989-03-14,1187200,156800,624400,972100,3215200,4420800,1942400,14750000
1989-03-15,1937600,3132800,700800,651500,4480000,5952000,1888000,21000000
1989-03-16,3017600,947200,560400,923700,5064000,7283200,3409600,25190000
1989-03-17,4302400,1584000,1203600,2275700,13012800,11408000,3563200,39410000
1989-03-20,2424000,3574400,734800,791100,5873600,4310400,1720800,19600000
1989-03-21,1960000,3190400,247600,503300,5876800,4147200,1510400,15380000
1989-03-22,1153600,2403200,602400,571300,8811200,5033600,1726400,15220000
1989-03-23,1145600,1689600,309200,507400,3598400,4145600,1303200,20520000
1989-03-27,854400,4563200,314800,725700,4622400,3228800,810400,12490000
1989-03-28,3160000,310400,700000,862300,3312000,4502400,981600,17320000
1989-03-29,1729600,1849600,953600,450400,2591200,4353600,1630400,14520000
1989-03-30,974400,4608000,436000,649300,3984000,3638400,1852000,17800000
1989-03-31,955200,6793600,563600,739100,5645600,2739200,2888000,15980000
1989-04-03,2867200,6377600,1366400,1582800,5827200,3340800,2593600,16240000
1989-04-04,1716800,780800,713200,2181000,2781600,3644800,2543200,15710000
1989-04-05,2366400,8790400,436400,2280300,2724000,3104000,2588000,15960000
1989-04-06,3587200,2960000,939200,673700,3500800,3995200,2798400,14120000
1989-04-07,2900800,4083200,412400,510500,4896800,2171200,1901600,15400000
1989-04-10,1211200,1072000,148800,529700,6868000,1403200,1353600,12940000
1989-04-11,3043200,11433600,338000,842300,3139200,2304000,3266400,15160000
1989-04-12,5198400,9289600,333200,891200,3540000,2312000,1356800,18390000
1989-04-13,6265600,5756800,493600,723500,3928000,3707200,1304000,14690000
1989-04-14,5227200,10320000,319600,1145100,5980800,4859200,1919200,20690000
1989-04-17,2100800,784000,527200,834700,7855200,3876800,2346400,13760000
1989-04-18,2771200,3507200,2925200,1716700,8304000,5955200,9844800,25240000
1989-04-19,3780800,10886400,486800,723900,7840800,5251200,4648800,21700000
1989-04-20,2504000,2323200,722000,733700,5108000,4016000,3256800,21410000
1989-04-21,5838400,3558400,1020400,2052500,6954400,8574400,2334400,27210000
1989-04-24,2604800,1113600,316800,528600,2463200,3051200,3638400,18550000
1989-04-25,1923200,784000,635600,829400,2831200,7662400,1394400,21850000
1989-04-26,2675200,643200,170000,692500,3417600,3979200,2743200,17050000
1989-04-27,2958400,3190400,632000,1335600,5738400,6347200,12158400,25780000
1989-04-28,4545600,11036800,542400,1726900,2807200,3515200,5661600,17410000
1989-05-01,5673600,13241600,632000,687000,3887200,3889600,2444800,14110000
1989-05-02,6699200,4176000,979600,643800,4712000,4667200,4895200,29030000
1989-05-03,4046400,3833600,506000,547800,7472800,2612800,2126400,16060000
1989-05-04,1169600,2572800,1661200,1020600,4024800,2540800,1468000,14680000
1989-05-05,1553600,13900800,2022800,2727700,5689600,4256000,2709600,18100000
1989-05-08,1166400,8387200,672800,591800,3752800,3742400,1948000,17290000
1989-05-09,1564800,19724800,293600,804400,4373600,3499200,2368800,15940000
1989-05-10,1083200,10809600,416400,514000,5187200,3916800,1482400,15980000
1989-05-11,944000,4499200,246400,848900,4934400,4537600,1820800,15820000
1989-05-12,2251200,4288000,796000,2406100,8520000,8579200,4740000,28690000
1989-05-15,4208000,14620800,853600,960900,6854400,7300800,6268800,32410000
1989-05-16,3662400,2873600,661200,710200,8068800,6996800,4785600,20170000
1989-05-17,2830400,13913600,392000,1044200,6503200,7812800,7600800,22230000
1989-05-18,2088000,406400,309600,675100,8417600,8632000,3616800,20860000
1989-05-19,3881600,4892800,740400,1942600,10421600,26944000,3561600,48360000
1989-05-22,1870400,3145600,326000,1258900,7263200,7744000,4001600,23520000
1989-05-23,2196800,1424000,406400,1218000,5215200,6884800,2078400,23400000
1989-05-24,1147200,3596800,619200,787600,3584000,4153600,2272000,21640000
1989-05-25,710400,3056000,306800,1008600,2839200,4856000,1589600,17150000
1989-05-26,960000,2281600,182000,586900,3532800,3752000,983200,18500000
1989-05-30,5702400,3302400,467200,730100,4720800,5784000,2820800,19040000
1989-05-31,4352000,2332800,394000,623500,3712000,4060800,1619200,17990000
1989-06-01,2564800,3987200,613200,765300,6616000,2809600,3020800,60820000
1989-06-02,4857600,1817600,241200,754200,6436000,5449600,3348000,47860000
1989-06-05,3190400,4358400,773200,684800,4083200,5283200,5068800,18810000
1989-06-06,3448000,4348800,718400,1561400,6255200,7897600,4076000,21520000
1989-06-07,2534400,9840000,524400,1315100,9016800,6009600,3310400,20970000
1989-06-08,1369600,5145600,952000,789000,4803200,4484800,2041600,25430000
1989-06-09,1505600,3286400,470000,1001500,4124000,5657600,3940800,20310000
1989-06-12,3048000,8256000,683200,635800,3882400,12764800,2048800,16340000
1989-06-13,1928000,21193600,631600,2272200,2992800,8731200,1194400,19810000
1989-06-14,2233600,14009600,788000,827600,3408000,11672000,1495200,16390000
1989-06-15,2334400,1331200,698800,1120200,3891200,6592000,2280800,20680000
1989-06-16,5427200,1328000,923200,2832700,12952800,13537600,3666400,37940000
1989-06-19,2411200,16236800,323600,579900,3100800,5627200,1123200,15290000
1989-06-20,5388800,6137600,918800,552300,6627200,5192000,1900000,14520000
1989-06-21,4019200,4348800,520000,1292000,4065600,7220800,1808000,17590000
1989-06-22,1771200,892800,334400,1201300,3814400,3588800,1237600,18230000
1989-06-23,3070400,268800,520000,1368000,4598400,6736000,2376000,28220000
1989-06-26,2152000,4220800,530400,675900,3057600,3219200,1972800,17160000
1989-06-27,4856000,6492800,553600,856100,3498400,5369600,1811200,20760000
1989-06-28,915200,2768000,683200,802600,3838400,3982400,1704800,18420000
1989-06-29,1841600,1171200,644800,1691800,6608000,5072000,2236800,19240000
1989-06-30,2504000,2915200,640400,2063200,7033600,7076800,2276800,21060000
1989-07-03,504000,156800,290800,1637600,2292800,2099200,767200,7220000
1989-07-05,2200000,2454400,523200,1936000,4684000,4939200,1708000,14480000
1989-07-06,2937600,23907200,483200,665600,2909600,3355200,2078400,12680000
1989-07-07,3161600,31993600,515600,960100,4383200,5585600,1984800,17790000
1989-07-10,2152000,6470400,425200,1315600,2907200,4574400,1021600,13510000
1989-07-11,2060800,8899200,829600,1430300,5808800,5603200,2570400,16750000
1989-07-12,4747200,1904000,223200,944600,2504800,8598400,2284800,14370000
1989-07-13,2632000,12169600,558800,1077500,2006400,7988800,1535200,15760000
1989-07-14,4222400,10848000,557600,2048000,5978400,7529600,1960000,22470000
1989-07-17,1553600,3600000,312000,753200,3836000,4825600,1596000,14010000
1989-07-18,1678400,2777600,560800,621600,3248000,5801600,1332000,12420000
1989-07-19,3089600,5008000,1408400,1886100,7683200,7233600,4366400,23370000
1989-07-20,3060800,19900800,413200,1727900,6804000,5840000,2623200,25300000
1989-07-21,2372800,2368000,398800,1803000,6762400,11620800,3571200,26980000
1989-07-24,2963200,2108800,764400,801800,4025600,4804800,1640000,18240000
1989-07-25,4257600,5491200,974000,1538700,3659200,5942400,2328000,21250000
1989-07-26,4990400,1747200,331200,922300,3336000,7750400,3254400,22470000
1989-07-27,4963200,3766400,1669200,891200,3605600,6544000,2959200,25430000
1989-07-28,3248000,5539200,1015600,1055700,2822400,4324800,2516800,20070000
1989-07-31,2764800,3990400,691200,1321300,3479200,5228800,7329600,19130000
1989-08-01,2115200,5798400,865200,1830600,5700000,8758400,7669600,33280000
1989-08-02,2862400,4588800,1130400,925400,4952800,3432000,1429600,20960000
1989-08-03,2030400,12496000,664400,766700,3620800,4684800,2536800,19490000
1989-08-04,1849600,7020800,286400,1129600,2372000,6393600,2138400,19220000
1989-08-07,2475200,20044800,889200,955700,5345600,5848000,1916000,22060000
1989-08-08,1704000,64179200,514400,849700,16393600,5033600,3009600,24490000
1989-08-09,1401600,19212800,538400,1311400,8720800,5603200,3090400,24750000
1989-08-10,2667200,7305600,580000,1136800,8830400,14756800,2412000,21570000
1989-08-11,1891200,7782400,1323600,1357300,6724000,16320000,2056000,27250000
1989-08-14,1486400,3488000,564400,835700,3902400,7208000,2268000,19200000
1989-08-15,1859200,4384000,430000,498000,5388800,5760000,2501600,16450000
1989-08-16,3164800,1427200,628000,672000,3801600,3388800,2642400,15450000
1989-08-17,2273600,3635200,226000,667900,4600000,5779200,2648800,16120000
1989-08-18,1296000,528000,570400,1279400,6156000,5748800,2825600,20530000
1989-08-21,2694400,3280000,418000,912500,5186400,5972800,3088000,16270000
1989-08-22,2446400,4000000,411600,669800,6009600,4838400,1875200,17400000
1989-08-23,1388800,4288000,182800,739600,4457600,4920000,2092000,17100000
1989-08-24,1966400,10336000,760400,957400,8615200,8576000,3318400,28860000
1989-08-25,947200,11619200,674000,1011700,5060800,8352000,1592000,19160000
1989-08-28,1134400,2441600,254000,494900,3144800,3980800,1344800,19240000
1989-08-29,2318400,4364800,364000,595300,4369600,3852800,1750400,21430000
1989-08-30,1585600,7136000,514800,1046000,4823200,6432000,2250400,20920000
1989-08-31,907200,3507200,599600,439300,2833600,2982400,1696000,17130000
1989-09-01,3184000,1120000,333200,699900,3476000,4491200,3211200,16860000
1989-09-05,2008000,268800,364400,731900,2907200,4446400,2425600,18320000
1989-09-06,1940800,928000,950000,631000,4196800,6228800,1907200,22990000
1989-09-07,1072000,1267200,1912000,455200,5773600,2648000,2138400,21040000
1989-09-08,1324800,1849600,556000,1061200,6840000,4686400,1288000,20530000
1989-09-11,902400,643200,320400,680800,3640800,5420800,1848000,17050000
1989-09-12,1686400,492800,447200,1343100,3005600,3942400,1903200,16050000
1989-09-13,945600,2745600,630800,1693500,5384000,5843200,3413600,20370000
1989-09-14,1784000,3484800,721200,848000,5364800,6171200,1966400,16980000
1989-09-15,2505600,5056000,880000,4714000,12548800,11059200,4638400,36730000
1989-09-18,870400,3708800,710000,623100,4112000,4662400,1680000,13580000
1989-09-19,936000,53472000,720000,1640200,3980800,3027200,1425600,13630000
1989-09-20,1726400,16912000,1326000,1291000,4679200,4606400,1282400,13250000
1989-09-21,1137600,16745600,696000,1245300,3739200,3305600,1221600,14320000
1989-09-22,1030400,19443200,358400,1038900,3156800,4980800,1276000,11610000
1989-09-25,1086400,4208000,418400,581100,3879200,6267200,1699200,12530000
1989-09-26,2179200,4211200,294400,868900,4559200,6406400,1315200,16010000
