Date,Open,Close,Volume
1987-05-20,3.382813,3.328125,10344000
1987-05-21,3.375000,3.453125,9020800
1987-05-22,3.515625,3.492188,4995200
1987-05-26,3.546875,3.562500,3446400
1987-05-27,3.546875,3.593750,5729600
1987-05-28,3.578125,3.601563,4825600
1987-05-29,3.609375,3.656250,6832000
1987-06-01,3.671875,3.671875,5422400
1987-06-02,3.671875,3.656250,6051200
1987-06-03,3.703125,3.773438,8337600
1987-06-04,3.812500,3.921875,10132800
1987-06-05,3.937500,3.835938,11216000
1987-06-08,3.812500,3.882813,8056000
1987-06-09,3.890625,3.898438,8593600
1987-06-10,3.968750,3.937500,11892800
1987-06-11,3.953125,3.976563,6584000
1987-06-12,3.992188,3.992188,7894400
1987-06-15,4.046875,4.046875,6481600
1987-06-16,4.054688,4.085938,6476800
1987-06-17,4.085938,4.085938,6750400
1987-06-18,4.085938,4.132813,5310400
1987-06-19,4.132813,4.234375,13488000
1987-06-22,4.265625,4.312500,10976000
1987-06-23,4.312500,4.328125,9921600
1987-06-24,4.312500,4.171875,6180800
1987-06-25,4.218750,4.250000,6212800
1987-06-26,4.250000,4.234375,4448000
1987-06-29,4.242188,4.250000,6809600
1987-06-30,4.250000,4.226563,6560000
1987-07-01,4.203125,4.187500,4467200
1987-07-02,4.195313,4.265625,4260800
1987-07-06,4.265625,4.234375,6585600
1987-07-07,4.218750,4.265625,7294400
1987-07-08,4.234375,4.242188,7614400
1987-07-09,4.242188,4.171875,7430400
1987-07-10,4.187500,4.164063,8406400
1987-07-13,4.250000,4.250000,10400000
1987-07-14,4.281250,4.468750,14560000
1987-07-15,4.546875,4.546875,18400000
1987-07-16,4.500000,4.609375,11760000
1987-07-17,4.609375,4.687500,11840000
1987-07-20,4.671875,4.656250,7362400
1987-07-21,4.640625,4.593750,6844800
1987-07-22,4.625000,4.640625,5923200
1987-07-23,4.656250,4.593750,8240000
1987-07-24,4.593750,4.500000,5230400
1987-07-27,4.500000,4.609375,4774400
1987-07-28,4.609375,4.578125,4127200
1987-07-29,4.578125,4.546875,5656800
1987-07-30,4.562500,4.593750,5683200
1987-07-31,4.625000,4.656250,5490400
1987-08-03,4.625000,4.656250,6180800
1987-08-04,4.656250,4.625000,4373600
1987-08-05,4.640625,4.656250,5372000
1987-08-06,4.687500,4.750000,6016800
1987-08-07,4.750000,4.875000,8240000
1987-08-10,4.921875,5.015625,11280000
1987-08-11,5.125000,5.250000,17920000
1987-08-12,5.234375,5.234375,12640000
1987-08-13,5.187500,5.218750,11600000
1987-08-14,5.187500,5.218750,7491200
1987-08-17,5.218750,5.250000,6793600
1987-08-18,5.156250,5.109375,12480000
1987-08-19,5.078125,5.125000,7503200
1987-08-20,5.187500,5.250000,7023200
1987-08-21,5.312500,5.312500,7130400
1987-08-24,5.328125,5.281250,5907200
1987-08-25,5.296875,5.281250,7054400
1987-08-26,5.250000,5.125000,5210400
1987-08-27,5.078125,5.078125,8560000
1987-08-28,5.000000,4.968750,9680000
1987-08-31,4.921875,5.062500,9120000
1987-09-01,5.078125,4.937500,6652800
1987-09-02,4.937500,4.968750,7892000
1987-09-03,5.000000,4.906250,7116800
1987-09-04,4.937500,4.828125,6301600
1987-09-08,4.781250,4.781250,14240000
1987-09-09,4.765625,4.765625,6545600
1987-09-10,4.781250,4.703125,7887200
1987-09-11,4.703125,4.843750,5890400
1987-09-14,4.968750,4.906250,6348000
1987-09-15,4.875000,4.781250,4580800
1987-09-16,4.718750,4.687500,7627200
1987-09-17,4.656250,4.640625,5988800
1987-09-18,4.671875,4.609375,8640000
1987-09-21,4.609375,4.390625,17280000
1987-09-22,4.343750,4.546875,15600000
1987-09-23,4.546875,4.687500,13040000
1987-09-24,4.656250,4.734375,4995200
1987-09-25,4.734375,4.718750,3610400
1987-09-28,4.781250,4.843750,6163200
1987-09-29,4.875000,4.765625,5708800
1987-09-30,4.781250,4.734375,6772000
1987-10-01,4.765625,4.796875,3972000
1987-10-02,4.781250,4.796875,4027200
1987-10-05,4.812500,4.812500,4961600
1987-10-06,4.718750,4.500000,8640000
1987-10-07,4.531250,4.625000,8560000
1987-10-08,4.656250,4.484375,10080000
1987-10-09,4.421875,4.406250,11040000
1987-10-12,4.375000,4.328125,6789600
1987-10-13,4.406250,4.406250,8400000
1987-10-14,4.343750,4.281250,8400000
1987-10-15,4.281250,4.109375,14080000
1987-10-16,4.109375,3.625000,21233600
1987-10-19,2.750000,3.328125,34016800
1987-10-20,3.375000,3.390625,31432800
1987-10-21,3.687500,3.812500,24556000
1987-10-22,3.578125,3.562500,21271200
1987-10-23,3.453125,3.375000,13486400
1987-10-26,3.203125,3.125000,14960000
1987-10-27,3.125000,3.156250,10000000
1987-10-28,3.125000,3.109375,10960000
1987-10-29,3.109375,3.406250,10960000
1987-10-30,3.625000,3.453125,10720000
1987-11-02,3.421875,3.609375,5222400
1987-11-03,3.484375,3.500000,6460000
1987-11-04,3.421875,3.468750,5117600
1987-11-05,3.562500,3.609375,8400000
1987-11-06,3.609375,3.531250,8160000
1987-11-09,3.406250,3.406250,6384800
1987-11-10,3.375000,3.406250,8880000
1987-11-11,3.453125,3.437500,4126400
1987-11-12,3.578125,3.546875,8720000
1987-11-13,3.562500,3.593750,4576800
1987-11-16,3.671875,3.562500,4853600
1987-11-17,3.546875,3.468750,4115200
1987-11-18,3.468750,3.375000,9323200
1987-11-19,3.375000,3.250000,8560000
1987-11-20,3.171875,3.421875,9440000
1987-11-23,3.468750,3.375000,5917600
1987-11-24,3.406250,3.218750,10787200
1987-11-25,3.203125,3.171875,20361600
1987-11-27,3.187500,3.125000,3608800
1987-11-30,3.093750,3.000000,19121600
1987-12-01,3.000000,2.953125,8000000
1987-12-02,2.875000,2.906250,10856800
1987-12-03,2.906250,2.625000,25999200
1987-12-04,2.515625,2.703125,17140800
1987-12-07,2.703125,2.859375,9985600
1987-12-08,2.859375,2.890625,11668800
1987-12-09,2.875000,2.937500,10240000
1987-12-10,2.812500,2.875000,9120000
1987-12-11,2.890625,2.890625,3770400
1987-12-14,2.906250,3.062500,7012000
1987-12-15,3.109375,3.062500,9360000
1987-12-16,3.062500,3.140625,7601600
1987-12-17,3.125000,3.093750,8160000
1987-12-18,3.156250,3.171875,15440000
1987-12-21,3.171875,3.250000,8080800
1987-12-22,3.250000,3.281250,7712800
1987-12-23,3.265625,3.328125,9440000
1987-12-24,3.359375,3.359375,3642400
1987-12-28,3.203125,3.203125,5060000
1987-12-29,3.250000,3.203125,3932000
1987-12-30,3.218750,3.265625,5954400
1987-12-31,3.187500,3.250000,8308800
1988-01-04,3.265625,3.406250,7301600
1988-01-05,3.484375,3.453125,7952000
1988-01-06,3.453125,3.562500,8560000
1988-01-07,3.453125,3.500000,5722400
1988-01-08,3.484375,3.140625,9280000
1988-01-11,3.140625,3.234375,8400000
1988-01-12,3.203125,3.234375,4536800
1988-01-13,3.234375,3.296875,4970400
1988-01-14,3.281250,3.296875,3500800
1988-01-15,3.437500,3.484375,10000000
1988-01-18,3.484375,3.390625,2893600
1988-01-19,3.359375,3.312500,5501600
1988-01-20,3.281250,3.187500,7028800
1988-01-21,3.234375,3.234375,4686400
1988-01-22,3.234375,3.250000,2885600
1988-01-25,3.312500,3.453125,6290400
1988-01-26,3.421875,3.312500,5599200
1988-01-27,3.406250,3.390625,4088800
1988-01-28,3.390625,3.406250,5448000
1988-01-29,3.437500,3.421875,4863200
1988-02-01,3.468750,3.390625,4374400
1988-02-02,3.375000,3.359375,4436000
1988-02-03,3.328125,3.265625,5801600
1988-02-04,3.265625,3.234375,4688800
1988-02-05,3.250000,3.250000,2992800
