Date,TRV,DOW
1991-03-28,846000,17900000
1991-04-01,758000,16220000
1991-04-02,1181600,21070000
1991-04-03,872800,20650000
1991-04-04,955200,22160000
1991-04-05,892000,20170000
1991-04-08,330000,13960000
1991-04-09,806400,17380000
1991-04-10,252800,17010000
1991-04-11,562400,23940000
1991-04-12,384800,22680000
1991-04-15,351200,21890000
1991-04-16,388000,25790000
1991-04-17,290800,32750000
1991-04-18,577600,25250000
1991-04-19,500800,23780000
1991-04-22,645600,21130000
1991-04-23,434000,18550000
1991-04-24,520800,20210000
1991-04-25,709200,17480000
1991-04-26,352800,17330000
1991-04-29,361200,16920000
1991-04-30,1044800,25740000
1991-05-01,667200,21540000
1991-05-02,631600,18230000
1991-05-03,1069600,17130000
1991-05-06,812000,15200000
1991-05-07,992400,16630000
1991-05-08,794000,18320000
1991-05-09,1015200,21420000
1991-05-10,318800,23540000
1991-05-13,765600,17820000
1991-05-14,1134400,19250000
1991-05-15,483600,21700000
1991-05-16,542400,16820000
1991-05-17,377600,17820000
1991-05-20,233200,11660000
1991-05-21,389600,18950000
1991-05-22,109200,16960000
1991-05-23,566800,18660000
1991-05-24,191600,13050000
1991-05-28,793200,19140000
1991-05-29,593600,25210000
1991-05-30,678000,29980000
1991-05-31,1131600,28070000
1991-06-03,3122000,19930000
1991-06-04,526400,18150000
1991-06-05,586400,19960000
1991-06-06,665200,18160000
1991-06-07,397200,17500000
1991-06-10,662000,12290000
1991-06-11,863200,16780000
1991-06-12,907200,18590000
1991-06-13,1282800,17020000
1991-06-14,1087600,21240000
1991-06-17,1010400,15950000
1991-06-18,1165200,19140000
1991-06-19,786400,19600000
1991-06-20,1169200,20820000
1991-06-21,1148000,33900000
1991-06-24,1158000,16820000
1991-06-25,306800,16540000
1991-06-26,298800,20630000
1991-06-27,542000,22070000
1991-06-28,409200,19070000
1991-07-01,576400,20020000
1991-07-02,296400,17000000
1991-07-03,312000,15530000
1991-07-05,443600,8830000
1991-07-08,444400,16240000
1991-07-09,660000,14890000
1991-07-10,793600,18340000
1991-07-11,592800,15030000
1991-07-12,874400,17050000
1991-07-15,639200,13870000
1991-07-16,433200,16500000
1991-07-17,881600,19280000
1991-07-18,952400,20730000
1991-07-19,494000,23260000
1991-07-22,524800,15700000
1991-07-23,786800,17420000
1991-07-24,1260800,18040000
1991-07-25,897200,17300000
1991-07-26,426400,13390000
1991-07-29,636400,15210000
1991-07-30,922000,19070000
1991-07-31,626800,15670000
1991-08-01,636000,18660000
1991-08-02,880800,16880000
1991-08-05,415200,13510000
1991-08-06,475600,21860000
1991-08-07,1539200,18930000
1991-08-08,2042400,17840000
1991-08-09,1295200,19060000
1991-08-12,664800,14860000
1991-08-13,441600,23980000
1991-08-14,768000,20170000
1991-08-15,491600,18170000
1991-08-16,393200,27440000
1991-08-19,534800,31770000
1991-08-20,296800,24220000
1991-08-21,1142000,30960000
1991-08-22,359600,19190000
1991-08-23,597600,21680000
1991-08-26,615200,10870000
1991-08-27,859600,13070000
1991-08-28,396000,15920000
1991-08-29,142400,14870000
1991-08-30,623600,10770000
1991-09-03,436800,15890000
1991-09-04,148400,16140000
1991-09-05,338400,25750000
1991-09-06,78800,24520000
1991-09-09,121200,11880000
1991-09-10,352000,18180000
1991-09-11,702800,18520000
1991-09-12,238400,18800000
1991-09-13,446800,20460000
1991-09-16,1383600,20970000
1991-09-17,556000,16320000
1991-09-18,245600,11620000
1991-09-19,505200,21020000
1991-09-20,619600,38440000
1991-09-23,574000,13900000
1991-09-24,509600,15770000
1991-09-25,354000,17000000
1991-09-26,199200,15510000
1991-09-27,411200,16430000
1991-09-30,337600,15650000
1991-10-01,1156400,14700000
1991-10-02,471200,15420000
1991-10-03,440400,24000000
1991-10-04,281200,20820000
1991-10-07,797200,20350000
1991-10-08,1103200,23760000
1991-10-09,203600,22140000
1991-10-10,412400,20470000
1991-10-11,320800,16210000
1991-10-14,684400,13760000
1991-10-15,1239600,25120000
1991-10-16,1030800,23830000
1991-10-17,319600,24930000
1991-10-18,328800,21300000
1991-10-21,510800,15560000
1991-10-22,693200,21610000
1991-10-23,292000,19830000
1991-10-24,610800,19120000
1991-10-25,637600,20060000
1991-10-28,342800,16540000
1991-10-29,507600,20240000
1991-10-30,738000,19040000
1991-10-31,1099200,15180000
1991-11-01,1776400,21290000
1991-11-04,494000,12570000
1991-11-05,297200,15870000
1991-11-06,740000,15290000
1991-11-07,922800,18610000
1991-11-08,1128800,16850000
1991-11-11,284400,11480000
1991-11-12,469200,20060000
1991-11-13,380000,20090000
1991-11-14,619600,19240000
1991-11-15,632800,28120000
1991-11-18,359200,27950000
1991-11-19,290400,29820000
1991-11-20,281600,21200000
1991-11-21,774400,20050000
1991-11-22,291600,21400000
1991-11-25,846800,18210000
1991-11-26,174000,25720000
1991-11-27,162800,14820000
1991-11-29,18800,7400000
1991-12-02,230000,19900000
1991-12-03,128800,16610000
1991-12-04,496000,20860000
1991-12-05,625200,18610000
1991-12-06,431200,24320000
1991-12-09,547600,17600000
1991-12-10,245200,19420000
1991-12-11,214000,20530000
1991-12-12,95200,19950000
1991-12-13,488800,19510000
1991-12-16,152400,17630000
1991-12-17,278800,18290000
1991-12-18,337600,19800000
1991-12-19,117600,20070000
1991-12-20,417200,39480000
1991-12-23,184000,31240000
1991-12-24,376800,21210000
1991-12-26,227600,16420000
1991-12-27,266000,19040000
1991-12-30,250800,27910000
1991-12-31,310000,26770000
1992-01-02,181600,23550000
1992-01-03,247200,23620000
1992-01-06,367600,27280000
1992-01-07,271600,25510000
1992-01-08,212800,29040000
1992-01-09,156000,29820000
1992-01-10,252800,23440000
1992-01-13,183600,19300000
1992-01-14,220000,24220000
1992-01-15,346400,29560000
1992-01-16,193600,38100000
1992-01-17,216800,39780000
1992-01-20,160800,18190000
1992-01-21,95600,24160000
1992-01-22,633600,21590000
1992-01-23,159200,22140000
1992-01-24,164800,22600000
1992-01-27,188800,19110000
1992-01-28,632800,24960000
1992-01-29,423600,32500000
1992-01-30,562000,22080000
1992-01-31,406000,20610000
1992-02-03,307600,18860000
1992-02-04,321600,23970000
1992-02-05,346400,27360000
1992-02-06,524000,20490000
1992-02-07,204400,21660000
1992-02-10,107200,16100000
1992-02-11,128800,23400000
1992-02-12,160800,21580000
1992-02-13,283200,22200000
1992-02-14,130000,21260000
1992-02-18,181200,21970000
1992-02-19,130000,22930000
1992-02-20,152800,25840000
1992-02-21,312800,26840000
1992-02-24,82400,17880000
1992-02-25,112000,20980000
1992-02-26,138400,21160000
1992-02-27,79600,18710000
1992-02-28,270800,17960000
1992-03-02,232800,17220000
1992-03-03,132400,19520000
1992-03-04,145600,22800000
1992-03-05,238800,18220000
1992-03-06,184000,18460000
1992-03-09,201600,16530000
1992-03-10,441200,20730000
1992-03-11,653200,17670000
1992-03-12,228800,18080000
1992-03-13,132400,16370000
1992-03-16,70400,15050000
1992-03-17,188800,18020000
1992-03-18,176000,17890000
1992-03-19,218000,17170000
1992-03-20,591200,28640000
1992-03-23,94400,15690000
1992-03-24,69600,24380000
1992-03-25,219200,18960000
1992-03-26,235600,18120000
1992-03-27,278400,15140000
1992-03-30,123200,12640000
1992-03-31,320000,15110000
1992-04-01,648800,18840000
1992-04-02,122800,19020000
1992-04-03,701600,21150000
1992-04-06,84800,20110000
1992-04-07,521600,22490000
1992-04-08,400000,29710000
1992-04-09,274000,24490000
1992-04-10,252000,18650000
1992-04-13,212000,13220000
1992-04-14,234000,26050000
1992-04-15,252400,25460000
1992-04-16,214000,27840000
1992-04-20,330400,22290000
1992-04-21,821200,20080000
1992-04-22,778400,18160000
1992-04-23,332000,24810000
1992-04-24,230400,21220000
1992-04-27,309200,21610000
1992-04-28,438800,18860000
1992-04-29,221600,21280000
1992-04-30,169600,22960000
1992-05-01,556400,19380000
1992-05-04,147200,18680000
1992-05-05,408400,18080000
1992-05-06,131600,17940000
1992-05-07,67600,17570000
1992-05-08,191600,14560000
1992-05-11,50000,14110000
1992-05-12,164000,19030000
1992-05-13,197600,17720000
1992-05-14,121200,18270000
1992-05-15,158000,18430000
1992-05-18,104800,14960000
1992-05-19,54800,20950000
1992-05-20,218000,34230000
1992-05-21,147200,19190000
1992-05-22,193200,17690000
1992-05-26,158400,25940000
1992-05-27,100400,22390000
1992-05-28,469600,18350000
1992-05-29,169200,20770000
1992-06-01,233600,21280000
1992-06-02,144000,22350000
1992-06-03,332800,22690000
1992-06-04,322400,24370000
1992-06-05,101600,23760000
1992-06-08,111200,16280000
1992-06-09,72400,17510000
1992-06-10,45600,20880000
1992-06-11,264800,24850000
1992-06-12,304000,19820000
1992-06-15,138000,17220000
1992-06-16,417200,19190000
1992-06-17,653600,28140000
1992-06-18,328000,25690000
1992-06-19,491200,26660000
1992-06-22,553200,20420000
1992-06-23,178000,26320000
1992-06-24,332000,24360000
1992-06-25,380000,21160000
1992-06-26,366000,16650000
1992-06-29,355600,17130000
1992-06-30,962400,18630000
1992-07-01,443600,22780000
1992-07-02,958000,25900000
1992-07-06,692400,23870000
1992-07-07,315200,25200000
1992-07-08,684400,23540000
1992-07-09,430400,23090000
1992-07-10,573200,15400000
1992-07-13,236400,13650000
1992-07-14,572800,19130000
1992-07-15,425200,21110000
1992-07-16,454400,21500000
1992-07-17,190000,22830000
1992-07-20,401200,18060000
1992-07-21,716000,16810000
1992-07-22,333200,19750000
1992-07-23,622400,23000000
1992-07-24,429200,13420000
1992-07-27,862800,14760000
1992-07-28,563600,22000000
1992-07-29,297600,30410000
1992-07-30,353600,20060000
1992-07-31,139200,13500000
1992-08-03,266800,17280000
1992-08-04,188400,16430000
1992-08-05,201600,17830000
1992-08-06,133200,21950000
1992-08-07,209600,22310000
1992-08-10,137200,15580000
1992-08-11,196400,18000000
1992-08-12,208400,15480000
1992-08-13,202000,19900000
1992-08-14,116000,15400000
1992-08-17,336800,13860000
1992-08-18,748800,12930000
1992-08-19,93600,14420000
1992-08-20,354000,14690000
1992-08-21,136800,21610000
1992-08-24,171600,18360000
1992-08-25,417200,22460000
1992-08-26,238400,17870000
1992-08-27,229200,19790000
1992-08-28,626800,14430000
1992-08-31,412400,12800000
1992-09-01,106800,15460000
1992-09-02,407600,18670000
1992-09-03,207200,23480000
1992-09-04,101200,13210000
1992-09-08,134800,15630000
1992-09-09,175600,18870000
1992-09-10,453600,22820000
1992-09-11,226000,16780000
1992-09-14,662400,30720000
1992-09-15,808400,20210000
1992-09-16,651200,26850000
1992-09-17,440000,20170000
1992-09-18,372400,24980000
1992-09-21,142800,15850000
1992-09-22,256000,21070000
1992-09-23,429200,23860000
1992-09-24,592000,26240000
1992-09-25,425200,22110000
1992-09-28,263200,18020000
1992-09-29,558000,22280000
1992-09-30,301200,19290000
1992-10-01,1696400,21020000
1992-10-02,652800,20670000
1992-10-05,680400,37360000
1992-10-06,568800,20220000
1992-10-07,1320000,19530000
1992-10-08,368400,22490000
1992-10-09,203200,19310000
1992-10-12,216000,14260000
1992-10-13,564800,20360000
1992-10-14,252000,18730000
1992-10-15,226800,32240000
1992-10-16,491600,40880000
1992-10-19,280800,26190000
1992-10-20,258800,26500000
1992-10-21,522400,24690000
1992-10-22,549200,23070000
1992-10-23,437200,26490000
1992-10-26,431600,23440000
1992-10-27,465200,24860000
1992-10-28,428400,29930000
1992-10-29,299600,20070000
1992-10-30,468000,18450000
1992-11-02,889600,23860000
1992-11-03,695200,25520000
1992-11-04,756800,20330000
1992-11-05,494000,27030000
1992-11-06,272800,23660000
1992-11-09,1160000,19980000
1992-11-10,814400,21540000
1992-11-11,747200,22660000
1992-11-12,341600,22880000
1992-11-13,349600,19110000
1992-11-16,291600,17400000
1992-11-17,271200,18600000
1992-11-18,173600,23240000
1992-11-19,513600,21590000
1992-11-20,448800,34640000
1992-11-23,350000,23660000
1992-11-24,952800,28070000
1992-11-25,448000,23070000
1992-11-27,57200,12440000
1992-11-30,502400,23060000
1992-12-01,1292000,32070000
1992-12-02,1209200,21220000
1992-12-03,493600,20720000
1992-12-04,281200,23710000
1992-12-07,314800,25690000
1992-12-08,1012400,23040000
1992-12-09,356400,22660000
1992-12-10,1054800,20230000
1992-12-11,311600,13550000
1992-12-14,1186800,16700000
1992-12-15,436800,29640000
1992-12-16,570000,30870000
1992-12-17,253600,28370000
1992-12-18,475600,48430000
1992-12-21,156000,26680000
1992-12-22,251600,25970000
1992-12-23,374000,21980000
1992-12-24,162800,9930000
1992-12-28,336400,13930000
1992-12-29,481200,25400000
1992-12-30,146400,16000000
1992-12-31,286800,13860000
1993-01-04,199600,21400000
1993-01-05,410800,28060000
1993-01-06,198800,35790000
1993-01-07,218400,36820000
1993-01-08,281200,30690000
1993-01-11,700400,24500000
1993-01-12,318000,29660000
1993-01-13,263200,28950000
1993-01-14,763200,36150000
1993-01-15,300800,39270000
1993-01-18,918400,23030000
1993-01-19,313600,35680000
1993-01-20,242000,26680000
1993-01-21,256400,27040000
1993-01-22,134000,30760000
1993-01-25,243200,35840000
1993-01-26,475200,47430000
1993-01-27,171600,32270000
1993-01-28,351600,27930000
1993-01-29,52000,22060000
1993-02-01,254800,27910000
1993-02-02,191600,27290000
1993-02-03,1142400,35290000
1993-02-04,1234000,36250000
1993-02-05,369600,38720000
1993-02-08,1156400,29460000
1993-02-09,281200,23530000
1993-02-10,151200,26770000
1993-02-11,244400,29250000
1993-02-12,538000,22870000
1993-02-16,1332800,38580000
1993-02-17,135600,31700000
1993-02-18,650400,33650000
1993-02-19,163600,30520000
1993-02-22,1353200,34140000
1993-02-23,984400,34930000
1993-02-24,667200,29410000
1993-02-25,255200,25250000
1993-02-26,610400,21990000
1993-03-01,304400,21770000
1993-03-02,443600,25310000
1993-03-03,531600,25160000
1993-03-04,532800,21250000
1993-03-05,280800,28020000
1993-03-08,345200,32460000
1993-03-09,598000,28120000
1993-03-10,526400,28730000
1993-03-11,360400,24220000
1993-03-12,232800,25650000
1993-03-15,481600,16910000
1993-03-16,91200,16730000
1993-03-17,342800,19970000
1993-03-18,218000,24480000
1993-03-19,280400,35360000
1993-03-22,132400,25670000
1993-03-23,142400,21810000
1993-03-24,150400,36020000
1993-03-25,290000,32190000
1993-03-26,380400,25300000
1993-03-29,158800,21850000
1993-03-30,304400,23450000
1993-03-31,757200,25670000
1993-04-01,637200,20660000
1993-04-02,251200,53740000
1993-04-05,294400,35090000
1993-04-06,88800,34650000
1993-04-07,395600,33620000
1993-04-08,124800,35880000
1993-04-12,551200,24990000
1993-04-13,146000,30070000
1993-04-14,135200,24620000
1993-04-15,364000,27510000
1993-04-16,350800,31770000
1993-04-19,428400,25050000
1993-04-20,211600,32410000
1993-04-21,188800,27720000
1993-04-22,243200,34030000
1993-04-23,178000,27600000
1993-04-26,348800,27070000
1993-04-27,266800,29780000
1993-04-28,290400,39030000
1993-04-29,334000,27410000
1993-04-30,118800,23290000
1993-05-03,281200,22190000
1993-05-04,189600,22790000
1993-05-05,350000,25640000
1993-05-06,295200,24460000
1993-05-07,215600,25390000
1993-05-10,159200,26170000
1993-05-11,646000,21360000
1993-05-12,218800,26630000
1993-05-13,410800,27250000
1993-05-14,158000,18370000
1993-05-17,330000,17680000
1993-05-18,464800,22040000
1993-05-19,502000,36140000
1993-05-20,313200,26620000
1993-05-21,470800,25660000
1993-05-24,224400,17840000
1993-05-25,126000,19740000
1993-05-26,597200,24440000
1993-05-27,402000,24550000
1993-05-28,253600,17700000
1993-06-01,318800,18550000
1993-06-02,392800,19610000
1993-06-03,122800,19830000
1993-06-04,165600,17300000
1993-06-07,171200,18010000
1993-06-08,157600,18590000
1993-06-09,152400,19110000
1993-06-10,38800,22010000
1993-06-11,284000,20440000
1993-06-14,218400,18850000
1993-06-15,120000,22690000
1993-06-16,96800,24410000
1993-06-17,107200,19950000
1993-06-18,235200,28860000
1993-06-21,135600,20250000
1993-06-22,452400,22830000
1993-06-23,163200,26330000
1993-06-24,328800,22990000
1993-06-25,323600,16030000
1993-06-28,170400,19180000
1993-06-29,398400,21210000
1993-06-30,333200,24110000
1993-07-01,288800,22680000
1993-07-02,360400,19160000
1993-07-06,762000,19400000
1993-07-07,481200,23220000
1993-07-08,282000,31020000
1993-07-09,588400,23630000
1993-07-12,571600,17440000
1993-07-13,393600,22810000
1993-07-14,235600,23040000
1993-07-15,554400,22820000
1993-07-16,404000,26990000
1993-07-19,120800,22240000
1993-07-20,654800,30110000
1993-07-21,550800,21030000
1993-07-22,137600,20720000
1993-07-23,150800,19690000
1993-07-26,605200,19570000
1993-07-27,382000,30150000
1993-07-28,126000,32370000
1993-07-29,597200,27590000
1993-07-30,818400,25300000
1993-08-02,644400,20980000
1993-08-03,276400,23060000
1993-08-04,638800,23760000
1993-08-05,500400,18220000
1993-08-06,232800,21460000
1993-08-09,101200,22450000
1993-08-10,310800,23000000
1993-08-11,213200,22030000
1993-08-12,143600,22390000
1993-08-13,251600,17740000
1993-08-16,282800,24820000
1993-08-17,174400,25650000
1993-08-18,242400,35860000
1993-08-19,197600,33920000
1993-08-20,268400,32040000
1993-08-23,250800,20750000
1993-08-24,380400,24980000
1993-08-25,439600,30750000
1993-08-26,284400,26540000
1993-08-27,85200,18760000
1993-08-30,424400,17750000
1993-08-31,459600,19700000
1993-09-01,246400,22410000
1993-09-02,340800,24090000
1993-09-03,145200,16950000
1993-09-07,327600,18170000
1993-09-08,273600,23420000
1993-09-09,127600,19730000
1993-09-10,390000,21340000
1993-09-13,135200,20670000
1993-09-14,97200,18550000
1993-09-15,245200,27710000
1993-09-16,103200,18230000
1993-09-17,528800,50350000
1993-09-20,231600,19610000
1993-09-21,294400,30360000
1993-09-22,263600,27420000
1993-09-23,210000,25320000
1993-09-24,133200,20370000
1993-09-27,86400,19560000
1993-09-28,221600,18740000
1993-09-29,424000,21860000
1993-09-30,116400,22930000
1993-10-01,437200,24150000
1993-10-04,242400,17830000
1993-10-05,559200,24010000
1993-10-06,269600,21830000
1993-10-07,149600,18000000
1993-10-08,139200,19300000
1993-10-11,117200,14950000
1993-10-12,213200,21130000
1993-10-13,477200,27770000
1993-10-14,975600,39740000
1993-10-15,876800,36390000
1993-10-18,424400,29180000
1993-10-19,466800,24920000
1993-10-20,475600,19670000
1993-10-21,1101200,23140000
1993-10-22,841600,27840000
1993-10-25,931200,25720000
1993-10-26,624400,27070000
1993-10-27,267600,27130000
1993-10-28,906400,34530000
1993-10-29,270800,24830000
1993-11-01,252800,22940000
1993-11-02,291600,32640000
1993-11-03,460800,34190000
1993-11-04,519600,25030000
1993-11-05,732400,26950000
1993-11-08,338400,21130000
1993-11-09,241600,24890000
1993-11-10,449200,31390000
1993-11-11,304800,32580000
1993-11-12,834400,29940000
1993-11-15,342000,23520000
1993-11-16,506800,29660000
1993-11-17,204000,34120000
1993-11-18,199200,38270000
1993-11-19,324800,31060000
1993-11-22,560400,28660000
1993-11-23,125200,31770000
1993-11-24,259600,20270000
1993-11-26,56000,8880000
1993-11-29,703600,25570000
1993-11-30,403200,23220000
1993-12-01,362800,27910000
1993-12-02,151600,19520000
1993-12-03,420400,19750000
1993-12-06,547600,29020000
1993-12-07,66800,27120000
1993-12-08,174800,22100000
1993-12-09,528800,22570000
1993-12-10,302000,21350000
1993-12-13,109600,21680000
1993-12-14,164000,29490000
1993-12-15,158000,34310000
1993-12-16,259200,29050000
1993-12-17,401200,38900000
1993-12-20,372400,21960000
1993-12-21,411200,22390000
1993-12-22,262000,23490000
1993-12-23,111600,22630000
1993-12-27,248000,16280000
1993-12-28,333200,17470000
1993-12-29,86800,19680000
1993-12-30,200400,15850000
1993-12-31,152000,14730000
1994-01-03,456800,24960000
1994-01-04,196400,30500000
1994-01-05,175200,43950000
1994-01-06,442800,36320000
1994-01-07,445200,29210000
1994-01-10,264800,32390000
1994-01-11,367200,31440000
1994-01-12,304000,31200000
1994-01-13,348400,22900000
1994-01-14,417200,26500000
1994-01-17,131200,18550000
1994-01-18,174800,30400000
1994-01-19,187200,28700000
1994-01-20,321600,25950000
1994-01-21,315600,30970000
1994-01-24,409600,27020000
1994-01-25,106800,38410000
1994-01-26,516000,30050000
1994-01-27,410000,27770000
1994-01-28,248800,25890000
1994-01-31,267600,26450000
1994-02-01,398800,23150000
1994-02-02,461200,26990000
1994-02-03,290800,25090000
1994-02-04,334000,34480000
1994-02-07,792000,36370000
1994-02-08,698800,30970000
1994-02-09,502000,29380000
1994-02-10,689600,29890000
1994-02-11,578000,21110000
1994-02-14,515200,23220000
1994-02-15,619200,24940000
1994-02-16,900800,25320000
1994-02-17,256400,31710000
1994-02-18,366800,26280000
1994-02-22,329200,20610000
1994-02-23,355600,23560000
1994-02-24,620800,27420000
1994-02-25,840400,23870000
1994-02-28,250000,24200000
1994-03-01,243200,30290000
1994-03-02,430800,38360000
1994-03-03,448400,27300000
1994-03-04,304000,25710000
1994-03-07,440000,22150000
1994-03-08,855600,28660000
1994-03-09,2373200,24820000
1994-03-10,639600,24660000
1994-03-11,496800,21390000
1994-03-14,222800,24600000
1994-03-15,361200,27500000
1994-03-16,343200,25830000
1994-03-17,562400,26420000
1994-03-18,532000,56360000
1994-03-21,165200,20080000
1994-03-22,372000,25090000
1994-03-23,374400,23340000
1994-03-24,863600,27440000
1994-03-25,499600,21530000
1994-03-28,624000,27190000
1994-03-29,251600,26850000
1994-03-30,668000,44570000
1994-03-31,362800,47350000
1994-04-04,626000,43710000
1994-04-05,648400,41360000
1994-04-06,626800,34540000
1994-04-07,604400,26900000
1994-04-08,245600,26120000
1994-04-11,560800,22680000
1994-04-12,386800,21530000
1994-04-13,409600,26330000
1994-04-14,474400,26190000
1994-04-15,900400,29590000
1994-04-18,401200,26780000
1994-04-19,522800,35380000
1994-04-20,714400,38020000
1994-04-21,634000,38970000
1994-04-22,404800,27430000
1994-04-25,124000,24330000
1994-04-26,280000,23930000
1994-04-28,328400,31000000
1994-04-29,515600,21890000
1994-05-02,406800,25070000
1994-05-03,668400,24260000
1994-05-04,1078800,21300000
1994-05-05,1728400,21220000
1994-05-06,838000,28060000
1994-05-09,218000,24440000
1994-05-10,632400,30020000
1994-05-11,179200,26130000
1994-05-12,216400,24570000
1994-05-13,295600,23350000
1994-05-16,536400,20920000
1994-05-17,167600,28440000
1994-05-18,938800,31180000
1994-05-19,488000,29500000
1994-05-20,390400,32750000
1994-05-23,790000,24120000
1994-05-24,468800,31440000
1994-05-25,650800,21710000
1994-05-26,444800,27230000
1994-05-27,338800,18130000
1994-05-31,226400,19630000
1994-06-01,806800,25050000
1994-06-02,604800,23920000
1994-06-03,611200,24540000
1994-06-06,258400,24280000
1994-06-07,167600,20420000
1994-06-08,146400,21210000
1994-06-09,225600,23340000
1994-06-10,215000,19160000
1994-06-13,108400,22290000
1994-06-14,269000,30330000
1994-06-15,174600,27500000
1994-06-16,276000,25210000
1994-06-17,543000,44450000
1994-06-20,206600,23160000
1994-06-21,168400,30140000
1994-06-22,240800,22890000
1994-06-23,421400,24210000
1994-06-24,194000,25080000
1994-06-27,154600,25190000
1994-06-28,352400,22910000
1994-06-29,707400,23780000
1994-06-30,414400,25500000
1994-07-01,494600,21310000
1994-07-05,472600,19190000
1994-07-06,386200,20490000
1994-07-07,213800,22150000
1994-07-08,467200,20580000
1994-07-11,220200,20550000
1994-07-12,360400,24280000
1994-07-13,90800,20780000
1994-07-14,319400,27740000
1994-07-15,286000,27590000
1994-07-18,192600,20590000
1994-07-19,86400,20120000
1994-07-20,146000,21100000
1994-07-21,138400,27850000
1994-07-22,77200,24700000
1994-07-25,376800,19620000
1994-07-26,483400,23060000
1994-07-27,200000,22900000
1994-07-28,289400,21210000
1994-07-29,324200,24800000
1994-08-01,91800,24680000
1994-08-02,360000,27140000
1994-08-03,436000,22200000
1994-08-04,288800,27650000
1994-08-05,314000,21170000
1994-08-08,270200,19270000
1994-08-09,301800,24700000
1994-08-10,408600,25900000
1994-08-11,483400,23860000
1994-08-12,256200,24450000
1994-08-15,367400,22820000
1994-08-16,339800,31860000
1994-08-17,534000,30250000
1994-08-18,310400,32360000
1994-08-19,282400,30960000
1994-08-22,157400,18830000
1994-08-23,170200,30060000
1994-08-24,414600,29410000
1994-08-25,419400,29800000
1994-08-26,288400,35580000
1994-08-29,356200,29030000
1994-08-30,421000,25830000
1994-08-31,459600,37360000
1994-09-01,110400,27820000
1994-09-02,219600,21520000
1994-09-06,655600,19880000
1994-09-07,257800,28160000
1994-09-08,534400,25950000
1994-09-09,285600,27580000
1994-09-12,291400,22750000
1994-09-13,439400,24040000
1994-09-14,270000,27690000
1994-09-15,384600,27340000
1994-09-16,436800,56570000
1994-09-19,208800,29440000
1994-09-20,269800,32960000
1994-09-21,440800,37500000
1994-09-22,899400,25790000
1994-09-23,504000,27120000
1994-09-26,362400,24580000
1994-09-27,264800,27440000
1994-09-28,358600,27210000
1994-09-29,256200,22700000
1994-09-30,896400,27410000
1994-10-03,300000,25880000
1994-10-04,161800,32340000
1994-10-05,464200,35610000
1994-10-06,386200,22510000
1994-10-07,281800,30080000
1994-10-10,230200,18750000
1994-10-11,473600,33170000
1994-10-12,261200,23990000
1994-10-13,317200,28900000
1994-10-14,270000,21500000
1994-10-17,160200,26450000
1994-10-18,135000,23060000
1994-10-19,175200,28380000
1994-10-20,225000,41190000
1994-10-21,188200,41960000
1994-10-24,218600,34750000
1994-10-25,1488600,36020000
1994-10-26,868600,31250000
1994-10-27,989800,31560000
1994-10-28,350800,36980000
1994-10-31,793600,31920000
1994-11-01,285400,36640000
1994-11-02,257600,31240000
1994-11-03,210200,26450000
1994-11-04,169800,28910000
1994-11-07,223600,24810000
1994-11-08,189000,27960000
1994-11-09,318600,35550000
1994-11-10,214600,31050000
1994-11-11,132400,19520000
1994-11-14,197600,25530000
1994-11-15,371200,29980000
1994-11-16,278200,27730000
1994-11-17,378000,35820000
1994-11-18,435400,38500000
1994-11-21,160600,23400000
1994-11-22,577000,35790000
1994-11-23,277400,47280000
1994-11-25,66600,10610000
1994-11-28,478800,25630000
1994-11-29,330000,22870000
1994-11-30,197600,28000000
1994-12-01,114000,24680000
1994-12-02,132200,24660000
1994-12-05,209200,24050000
1994-12-06,190400,26430000
1994-12-07,315400,33820000
1994-12-08,470200,26580000
1994-12-09,278600,27300000
1994-12-12,240000,25710000
1994-12-13,152200,24970000
1994-12-14,276200,31490000
1994-12-15,614000,24870000
1994-12-16,755200,59070000
1994-12-19,226800,22440000
1994-12-20,401800,24170000
1994-12-21,942400,29310000
1994-12-22,1020200,28570000
1994-12-23,335800,18380000
1994-12-27,184200,17320000
1994-12-28,596000,15670000
1994-12-29,197400,16910000
1994-12-30,177000,17210000
1995-01-03,156000,24440000
1995-01-04,257000,27220000
1995-01-05,170800,25810000
1995-01-06,281800,30240000
1995-01-09,220800,20820000
1995-01-10,558400,28250000
1995-01-11,124400,28100000
1995-01-12,327600,23740000
1995-01-13,584000,30580000
1995-01-16,372200,29250000
1995-01-17,786200,26880000
1995-01-18,900800,22990000
1995-01-19,795000,24460000
1995-01-20,315200,31750000
1995-01-23,309600,31630000
1995-01-24,216400,26470000
1995-01-25,438800,32340000
1995-01-26,697200,29440000
1995-01-27,125800,47930000
1995-01-30,251000,34450000
1995-01-31,826200,38970000
1995-02-01,538400,37880000
1995-02-02,367200,25280000
1995-02-03,724800,43270000
1995-02-06,992200,29340000
1995-02-07,723000,25000000
1995-02-08,646400,27290000
1995-02-09,671200,26870000
1995-02-10,242000,24550000
1995-02-13,178600,19380000
1995-02-14,278800,29760000
1995-02-15,468000,41530000
1995-02-16,405200,37770000
1995-02-17,448200,36110000
1995-02-21,290000,30060000
1995-02-22,423600,28680000
1995-02-23,414800,37840000
1995-02-24,1023200,27220000
1995-02-27,736200,25820000
1995-02-28,561400,22440000
1995-03-01,788400,33450000
1995-03-02,696400,31590000
1995-03-03,573000,27300000
