Date,TRV,DOW
1995-03-06,343600,30840000
1995-03-07,523200,31540000
1995-03-08,385400,29030000
1995-03-09,370400,23710000
1995-03-10,425400,30910000
1995-03-13,576800,25950000
1995-03-14,283600,32390000
1995-03-15,212800,28270000
1995-03-16,228600,33510000
1995-03-17,512600,45540000
1995-03-20,273600,27480000
1995-03-21,190600,31480000
1995-03-22,215200,28500000
1995-03-23,183400,27750000
1995-03-24,425600,30780000
1995-03-27,1038000,24330000
1995-03-28,359600,22290000
1995-03-29,984000,37490000
1995-03-30,151000,33970000
1995-03-31,470800,34440000
1995-04-03,263800,25610000
1995-04-04,419400,30290000
1995-04-05,349000,26740000
1995-04-06,456000,25780000
1995-04-07,565000,28940000
1995-04-10,133600,22090000
1995-04-11,149400,22740000
1995-04-12,190000,24990000
1995-04-13,194200,27620000
1995-04-17,262200,30900000
1995-04-18,293800,27000000
1995-04-19,217200,32680000
1995-04-20,250400,35080000
1995-04-21,521400,40430000
1995-04-24,524200,33280000
1995-04-25,486000,31810000
1995-04-26,229000,26790000
1995-04-27,668800,25210000
1995-04-28,349600,29590000
1995-05-01,419600,27070000
1995-05-02,339400,26010000
1995-05-03,285400,33900000
1995-05-04,355800,40000000
1995-05-05,286600,33640000
1995-05-08,407800,25670000
1995-05-09,469600,27790000
1995-05-10,472600,39920000
1995-05-11,876600,35260000
1995-05-12,446800,36660000
1995-05-15,397200,35130000
1995-05-16,404800,31200000
1995-05-17,210200,27070000
1995-05-18,101800,32800000
1995-05-19,326600,41940000
1995-05-22,161400,24330000
1995-05-23,363600,32210000
1995-05-24,692400,33710000
1995-05-25,549200,28960000
1995-05-26,224800,25460000
1995-05-30,315000,21740000
1995-05-31,908200,29470000
1995-06-01,386800,32350000
1995-06-02,504800,31720000
1995-06-05,411800,35950000
1995-06-06,679200,32360000
1995-06-07,239800,26960000
1995-06-08,178000,22540000
1995-06-09,328000,30320000
1995-06-12,989600,24860000
1995-06-13,220400,25490000
1995-06-14,83200,33960000
1995-06-15,392400,24250000
1995-06-16,614000,47480000
1995-06-19,188000,23840000
1995-06-20,155600,29350000
1995-06-21,274600,30370000
1995-06-22,417600,35090000
1995-06-23,498200,24240000
1995-06-26,135800,23260000
1995-06-27,447600,28190000
1995-06-28,449800,31520000
1995-06-29,236200,25420000
1995-06-30,356800,22000000
1995-07-03,145200,11960000
1995-07-05,398000,34190000
1995-07-06,446800,33910000
1995-07-07,525200,44200000
1995-07-10,412200,31430000
1995-07-11,665200,27590000
1995-07-12,759800,33660000
1995-07-13,617600,31170000
1995-07-14,533200,29260000
1995-07-17,814800,26820000
1995-07-18,633200,40010000
1995-07-19,306000,49330000
1995-07-20,147400,36460000
1995-07-21,1220400,44760000
1995-07-24,918200,28140000
1995-07-25,1011200,39210000
1995-07-26,1112200,38480000
1995-07-27,536800,30670000
1995-07-28,372800,25080000
1995-07-31,897800,29250000
1995-08-01,2293400,35540000
1995-08-02,532800,37600000
1995-08-03,313400,32210000
1995-08-04,1821200,20170000
1995-08-07,1024400,19590000
1995-08-08,823400,22680000
1995-08-09,305600,22270000
1995-08-10,599600,25120000
1995-08-11,210800,24260000
1995-08-14,228600,23130000
1995-08-15,320600,30780000
1995-08-16,283000,33760000
1995-08-17,327200,29770000
1995-08-18,608400,32160000
1995-08-21,616800,34830000
1995-08-22,440000,29160000
1995-08-23,280200,27230000
1995-08-24,131600,26540000
1995-08-25,263600,24520000
1995-08-28,666800,22570000
1995-08-29,763600,25310000
1995-08-30,1054600,23820000
1995-08-31,640400,20010000
1995-09-01,358000,21020000
1995-09-05,394600,26870000
1995-09-06,263000,27870000
1995-09-07,158800,24360000
1995-09-08,193400,27070000
1995-09-11,181200,26090000
1995-09-12,254800,33210000
1995-09-13,274600,44140000
1995-09-14,287200,41530000
1995-09-15,630400,53960000
1995-09-18,399600,32940000
1995-09-19,643400,34570000
1995-09-20,243600,52430000
1995-09-21,460200,38620000
1995-09-22,277400,38200000
1995-09-25,178000,34520000
1995-09-26,782200,35490000
1995-09-27,1588200,49210000
1995-09-28,561400,36100000
1995-09-29,609200,28990000
1995-10-02,459600,29050000
1995-10-03,489600,32970000
1995-10-04,685800,33080000
1995-10-05,337000,32630000
1995-10-06,434200,25080000
1995-10-09,267000,26780000
1995-10-10,332600,40920000
1995-10-11,102200,31000000
1995-10-12,249200,30770000
1995-10-13,169000,31430000
1995-10-16,89400,23080000
1995-10-17,189200,33480000
1995-10-18,148000,33800000
1995-10-19,136800,32060000
1995-10-20,414600,34640000
1995-10-23,277200,28010000
1995-10-24,1393000,28050000
1995-10-25,1366000,38380000
1995-10-26,1023000,36360000
1995-10-27,573800,30510000
1995-10-30,842000,24460000
1995-10-31,487400,29030000
1995-11-01,320000,26950000
1995-11-02,309200,29070000
1995-11-03,265200,25330000
1995-11-06,206800,25060000
1995-11-07,361400,24900000
1995-11-08,304400,28100000
1995-11-09,447000,29320000
1995-11-10,234000,21020000
1995-11-13,536800,25470000
1995-11-14,500400,34310000
1995-11-15,247000,36800000
1995-11-16,249200,37180000
1995-11-17,577400,34740000
1995-11-20,339000,27370000
1995-11-21,483600,32370000
1995-11-22,426000,34820000
1995-11-24,61200,9990000
1995-11-27,315200,30890000
1995-11-28,260000,31610000
1995-11-29,138800,27690000
1995-11-30,269600,25980000
1995-12-01,280800,28450000
1995-12-04,452600,30260000
1995-12-05,338800,30000000
1995-12-06,453200,29460000
1995-12-07,400400,57210000
1995-12-08,877400,23630000
1995-12-11,751600,25470000
1995-12-12,556400,26070000
1995-12-13,321600,33320000
1995-12-14,497800,36380000
1995-12-15,637800,36400000
1995-12-18,625000,36780000
1995-12-19,491400,40910000
1995-12-20,171400,33120000
1995-12-21,386800,35300000
1995-12-22,264400,21360000
1995-12-26,169200,14540000
1995-12-27,226800,19480000
1995-12-28,279000,21490000
1995-12-29,150400,21530000
1996-01-02,256400,39910000
1996-01-03,431200,44760000
1996-01-04,642000,52010000
1996-01-05,502600,35530000
1996-01-08,103600,11090000
1996-01-09,208400,37100000
1996-01-10,717400,45260000
1996-01-11,650800,34530000
1996-01-12,575600,34010000
1996-01-15,383600,29900000
1996-01-16,494400,34400000
1996-01-17,426000,42410000
1996-01-18,816800,52130000
1996-01-19,659600,51170000
1996-01-22,186800,37580000
1996-01-23,126400,38980000
1996-01-24,436400,41720000
1996-01-25,340600,39270000
1996-01-26,555800,31630000
1996-01-29,405800,28030000
1996-01-30,1528400,44910000
1996-01-31,1105400,44700000
1996-02-01,541600,38250000
1996-02-02,552800,33350000
1996-02-05,484600,29360000
1996-02-06,499600,38710000
1996-02-07,324200,37460000
1996-02-08,512200,48280000
1996-02-09,520800,49230000
1996-02-12,190600,37010000
1996-02-13,373200,42720000
1996-02-14,343000,35430000
1996-02-15,297000,34610000
1996-02-16,374800,43490000
1996-02-20,644200,35180000
1996-02-21,394400,36970000
1996-02-22,398000,41570000
1996-02-23,386400,41670000
1996-02-26,331400,31720000
1996-02-27,188400,37090000
1996-02-28,229000,37220000
1996-02-29,343600,39810000
1996-03-01,260200,41360000
1996-03-04,194800,31200000
1996-03-05,259000,30240000
1996-03-06,242800,33860000
1996-03-07,112200,31940000
1996-03-08,409000,50790000
1996-03-11,845600,46980000
1996-03-12,479000,47250000
1996-03-13,570400,42130000
1996-03-14,302800,52380000
1996-03-15,669600,54830000
1996-03-18,276400,49300000
1996-03-19,437000,51450000
1996-03-20,982600,46260000
1996-03-21,410200,32550000
1996-03-22,350600,27790000
1996-03-25,274800,35660000
1996-03-26,991200,31410000
1996-03-27,346600,32660000
1996-03-28,236800,29010000
1996-03-29,397000,32020000
1996-04-01,351400,32470000
1996-04-02,277400,34940000
1996-04-03,372400,28830000
1996-04-04,768800,29390000
1996-04-08,885400,39940000
1996-04-09,958000,35270000
1996-04-10,640000,45430000
1996-04-11,803000,58930000
1996-04-12,1780400,39970000
1996-04-15,201800,27040000
1996-04-16,332200,35270000
1996-04-17,540200,48600000
1996-04-18,210600,38770000
1996-04-19,208800,37590000
1996-04-22,245000,30650000
1996-04-23,480600,31980000
1996-04-24,253600,36710000
1996-04-25,170200,39790000
1996-04-26,397400,29490000
1996-04-29,291400,27010000
1996-04-30,676200,28460000
1996-05-01,400400,29210000
1996-05-02,689800,43620000
1996-05-03,271000,38880000
1996-05-06,482200,36470000
1996-05-07,621800,34740000
1996-05-08,673600,43880000
1996-05-09,328200,33030000
1996-05-10,249200,26740000
1996-05-13,249600,33230000
1996-05-14,580000,43370000
1996-05-15,299000,40650000
1996-05-16,229400,38130000
1996-05-17,311600,43890000
1996-05-20,745400,40740000
1996-05-21,1892400,35570000
1996-05-22,514400,41360000
1996-05-23,471000,42450000
1996-05-24,440400,29270000
1996-05-28,406000,30460000
1996-05-29,570000,31830000
1996-05-30,466000,37340000
1996-05-31,148000,27040000
1996-06-03,676200,23730000
1996-06-04,750200,30700000
1996-06-05,323400,26980000
1996-06-06,485400,39760000
1996-06-07,459200,38410000
1996-06-10,349600,24550000
1996-06-11,219000,31220000
1996-06-12,343200,28700000
1996-06-13,303800,29900000
1996-06-14,223000,30400000
1996-06-17,262400,24750000
1996-06-18,119800,26670000
1996-06-19,633800,25230000
1996-06-20,1084600,40390000
1996-06-21,478400,60900000
1996-06-24,187400,33330000
1996-06-25,429600,33600000
1996-06-26,753000,29930000
1996-06-27,474400,36810000
1996-06-28,273400,31830000
1996-07-01,169800,27740000
1996-07-02,536200,29020000
1996-07-03,284800,28910000
1996-07-05,949400,19020000
1996-07-08,743400,30850000
1996-07-09,418800,28580000
1996-07-10,283600,33760000
1996-07-11,190800,47780000
1996-07-12,314000,34130000
1996-07-15,304800,43110000
1996-07-16,434400,69580000
1996-07-17,344000,43010000
1996-07-18,276400,45800000
1996-07-19,249400,36050000
1996-07-22,427400,32890000
1996-07-23,485400,39370000
1996-07-24,351200,43600000
1996-07-25,364000,37190000
1996-07-26,304000,27420000
1996-07-29,840000,23200000
1996-07-30,549600,26540000
1996-07-31,601200,34300000
1996-08-01,427800,36710000
1996-08-02,306000,34470000
1996-08-05,332200,22670000
1996-08-06,275000,26770000
1996-08-07,324200,31840000
1996-08-08,299600,26890000
1996-08-09,169400,22460000
1996-08-12,383200,45180000
1996-08-13,407600,37320000
1996-08-14,209000,27900000
1996-08-15,233400,24030000
1996-08-16,299000,28460000
1996-08-19,151600,24620000
1996-08-20,354000,24530000
1996-08-21,178400,26720000
1996-08-22,324600,34760000
1996-08-23,400400,25410000
1996-08-26,186800,23080000
1996-08-27,634800,20030000
1996-08-28,162800,23090000
1996-08-29,175200,26800000
1996-08-30,346800,22080000
1996-09-03,335600,29820000
1996-09-04,431200,27340000
1996-09-05,222800,22650000
1996-09-06,231200,28220000
1996-09-09,186800,24910000
1996-09-10,525200,32860000
1996-09-11,138200,28420000
1996-09-12,690400,29020000
1996-09-13,310600,36360000
1996-09-16,342400,33160000
1996-09-17,334400,38180000
1996-09-18,285600,34200000
1996-09-19,316400,31640000
1996-09-20,622000,49820000
1996-09-23,399600,23310000
1996-09-24,383600,48210000
1996-09-25,234400,37190000
1996-09-26,258800,36770000
1996-09-27,473000,29400000
1996-09-30,141800,27840000
1996-10-01,725400,34710000
1996-10-02,368000,34610000
1996-10-03,364000,28640000
1996-10-04,186000,39940000
1996-10-07,176800,26820000
1996-10-08,451200,41980000
1996-10-09,187800,35770000
1996-10-10,111800,26740000
1996-10-11,70400,23690000
1996-10-14,179200,27420000
1996-10-15,205600,37720000
1996-10-16,173200,34680000
1996-10-17,239000,34330000
1996-10-18,159200,39940000
1996-10-21,181000,41960000
1996-10-22,136800,29440000
1996-10-23,252800,37480000
1996-10-24,232800,34590000
1996-10-25,201000,25980000
1996-10-28,270800,30260000
1996-10-29,394600,32280000
1996-10-30,748200,30250000
1996-10-31,1127200,37030000
1996-11-01,304600,37030000
1996-11-04,603800,37310000
1996-11-05,828600,40560000
1996-11-06,603600,46010000
1996-11-07,356600,39680000
1996-11-08,349000,32560000
1996-11-11,201000,30720000
1996-11-12,456600,46090000
1996-11-13,353200,39650000
1996-11-14,437800,41260000
1996-11-15,213800,50690000
1996-11-18,243400,31300000
1996-11-19,682600,34750000
1996-11-20,512800,38570000
1996-11-21,760400,36250000
1996-11-22,485400,32810000
1996-11-25,623200,33910000
1996-11-26,1873600,51000000
1996-11-27,1332400,29200000
1996-11-29,222400,12210000
1996-12-02,314000,31220000
1996-12-03,778200,38390000
1996-12-04,567200,44900000
1996-12-05,933200,36900000
1996-12-06,373000,48660000
1996-12-09,269400,31720000
1996-12-10,183000,35490000
1996-12-11,528400,49940000
1996-12-12,187000,41520000
1996-12-13,783200,44530000
1996-12-16,693200,43480000
1996-12-17,366000,42060000
1996-12-18,404400,38030000
1996-12-19,318400,43220000
1996-12-20,534200,72430000
1996-12-23,125200,25220000
1996-12-24,58800,13350000
1996-12-26,201600,20870000
1996-12-27,302200,20860000
1996-12-30,276800,26480000
1996-12-31,241600,31910000
1997-01-02,830400,53850000
1997-01-03,954400,43050000
1997-01-06,885400,51680000
1997-01-07,311600,45470000
1997-01-08,553200,43040000
1997-01-09,477200,40440000
1997-01-10,354800,49590000
1997-01-13,398800,36300000
1997-01-14,410000,40130000
1997-01-15,690600,42830000
1997-01-16,519000,43870000
1997-01-17,740600,46580000
1997-01-20,185400,34240000
1997-01-21,332000,48860000
1997-01-22,306800,52960000
1997-01-23,615600,54650000
1997-01-24,813600,56480000
1997-01-27,563200,47760000
1997-01-28,717600,50600000
1997-01-29,586800,41190000
1997-01-30,904400,38880000
1997-01-31,582800,41470000
1997-02-03,411000,39060000
1997-02-04,311000,34110000
1997-02-05,288200,47390000
1997-02-06,407200,47520000
1997-02-07,816600,42200000
1997-02-10,2050000,40360000
1997-02-11,1709000,39080000
1997-02-12,801800,42700000
1997-02-13,522000,44740000
1997-02-14,431000,37820000
1997-02-18,523000,35870000
1997-02-19,665200,38330000
1997-02-20,1008800,34310000
1997-02-21,477000,38340000
1997-02-24,347800,35560000
1997-02-25,285000,40790000
1997-02-26,275600,49840000
1997-02-27,143800,36230000
1997-02-28,516400,41650000
1997-03-03,254800,46030000
1997-03-04,226400,54590000
1997-03-05,347000,66550000
1997-03-06,618400,44030000
1997-03-07,276000,39030000
1997-03-10,404600,32750000
1997-03-11,143000,37680000
1997-03-12,676200,36540000
1997-03-13,694800,44120000
1997-03-14,396000,37890000
1997-03-17,319400,51520000
1997-03-18,126800,43240000
1997-03-19,370600,51040000
1997-03-20,415600,47410000
1997-03-21,450800,70970000
1997-03-24,193000,47960000
1997-03-25,223200,51530000
1997-03-26,207000,47450000
1997-03-27,635000,48610000
1997-03-31,721000,63290000
1997-04-01,325000,54790000
1997-04-02,415800,47190000
1997-04-03,241800,52060000
1997-04-04,701400,54080000
1997-04-07,310600,37370000
1997-04-08,400000,39990000
1997-04-09,348400,43950000
1997-04-10,512800,41600000
1997-04-11,604400,52070000
1997-04-14,620800,45830000
1997-04-15,507800,52710000
1997-04-16,431800,63490000
1997-04-17,294600,49890000
1997-04-18,497600,52060000
1997-04-21,343400,43490000
1997-04-22,299400,59680000
1997-04-23,135400,51320000
1997-04-24,234400,51400000
1997-04-25,53200,43080000
1997-04-28,466200,43720000
1997-04-29,547400,58750000
1997-04-30,474400,60410000
1997-05-01,365800,40180000
1997-05-02,764200,46350000
1997-05-05,1250800,60160000
1997-05-06,906000,67150000
1997-05-07,972400,46820000
1997-05-08,834400,55560000
1997-05-09,416200,47690000
1997-05-12,477200,52370000
1997-05-13,734800,55940000
1997-05-14,501800,46000000
1997-05-15,195800,44050000
1997-05-16,447000,68120000
1997-05-19,137000,38050000
1997-05-20,545400,50010000
1997-05-21,551400,58380000
1997-05-22,359600,41950000
1997-05-23,537200,39290000
1997-05-27,434000,49620000
1997-05-28,699000,49170000
1997-05-29,215400,38620000
1997-05-30,373400,51120000
1997-06-02,423200,43820000
1997-06-03,569000,45300000
1997-06-04,390600,42260000
1997-06-05,340600,44730000
1997-06-06,538800,44840000
1997-06-09,596200,44340000
1997-06-10,388200,51510000
1997-06-11,574400,55680000
1997-06-12,667000,62670000
1997-06-13,481200,70700000
1997-06-16,201000,45000000
1997-06-17,245200,53760000
1997-06-18,204000,44890000
1997-06-19,381600,52310000
1997-06-20,444200,82430000
1997-06-23,271000,49260000
1997-06-24,552200,56800000
1997-06-25,521600,59860000
1997-06-26,472800,46500000
1997-06-27,182200,41090000
1997-06-30,554200,48990000
1997-07-01,478600,53430000
1997-07-02,418800,51400000
1997-07-03,204400,40870000
1997-07-07,655000,53230000
1997-07-08,779000,47220000
1997-07-09,413800,67000000
1997-07-10,468400,58930000
1997-07-11,405400,46330000
1997-07-14,197200,49490000
1997-07-15,723400,59190000
1997-07-16,618200,74910000
1997-07-17,346000,78860000
1997-07-18,599000,73340000
1997-07-21,664200,56890000
1997-07-22,571600,68760000
1997-07-23,665800,71420000
1997-07-24,522800,57790000
1997-07-25,694200,52410000
1997-07-28,269000,49850000
1997-07-29,764200,55350000
1997-07-30,509200,50390000
1997-07-31,648600,48220000
1997-08-01,414800,53770000
1997-08-04,525400,45010000
1997-08-05,712800,41370000
1997-08-06,287200,50320000
1997-08-07,426800,56100000
1997-08-08,555600,65470000
1997-08-11,1515200,64450000
1997-08-12,385600,56430000
1997-08-13,571400,68900000
1997-08-14,389800,56410000
1997-08-15,361800,61190000
1997-08-18,286800,69260000
1997-08-19,253800,57640000
1997-08-20,118400,49680000
1997-08-21,639600,45670000
1997-08-22,620200,52970000
1997-08-25,404400,40480000
1997-08-26,533400,44860000
1997-08-27,405000,51550000
1997-08-28,499800,49710000
1997-08-29,190800,41950000
1997-09-02,453000,54770000
1997-09-03,594200,54600000
1997-09-04,194200,52710000
1997-09-05,2441000,51450000
1997-09-08,265400,38990000
1997-09-09,364200,48790000
1997-09-10,724200,60370000
1997-09-11,377200,74030000
1997-09-12,323400,58660000
1997-09-15,222800,47700000
1997-09-16,426200,81000000
1997-09-17,378400,63070000
1997-09-18,193400,66770000
1997-09-19,379000,74700000
1997-09-22,268600,59820000
1997-09-23,145600,53080000
1997-09-24,348400,68040000
1997-09-25,627400,55040000
1997-09-26,204800,51050000
1997-09-29,229600,48070000
1997-09-30,298200,49840000
1997-10-01,228200,54310000
1997-10-02,129800,47190000
1997-10-03,386400,77870000
1997-10-06,144000,46020000
1997-10-07,242400,54930000
1997-10-08,335800,59730000
1997-10-09,166600,49660000
1997-10-10,86200,40120000
1997-10-13,164800,29900000
1997-10-14,155000,57860000
1997-10-15,210200,44920000
1997-10-16,310200,67500000
1997-10-17,446600,81010000
1997-10-20,313000,64290000
1997-10-21,169000,66020000
1997-10-22,148000,89950000
1997-10-23,450200,86340000
1997-10-24,255800,91090000
1997-10-27,399200,91830000
1997-10-28,588000,160970000
1997-10-29,582000,95990000
1997-10-30,334400,77160000
1997-10-31,302000,70370000
1997-11-03,462000,67160000
1997-11-04,419800,56330000
1997-11-05,699800,56780000
1997-11-06,390600,54580000
1997-11-07,275400,66150000
1997-11-10,317200,51810000
1997-11-11,174000,47530000
1997-11-12,603800,63890000
1997-11-13,226200,66900000
1997-11-14,278200,60500000
1997-11-17,587200,64880000
1997-11-18,245000,59380000
1997-11-19,258600,50760000
1997-11-20,390400,61630000
1997-11-21,210800,63730000
1997-11-24,242800,52420000
1997-11-25,207800,56360000
1997-11-26,161000,47420000
1997-11-28,57000,20080000
1997-12-01,427400,58280000
1997-12-02,207200,55750000
1997-12-03,309400,63020000
1997-12-04,194200,64380000
1997-12-05,233600,60710000
1997-12-08,133400,46280000
1997-12-09,274000,51060000
1997-12-10,489000,62990000
1997-12-11,313400,63790000
1997-12-12,679200,55520000
1997-12-15,351000,54110000
1997-12-16,218600,57110000
1997-12-17,205600,56990000
1997-12-18,331600,62330000
1997-12-19,464400,98690000
1997-12-22,141400,50130000
1997-12-23,131400,40540000
1997-12-24,82600,25510000
1997-12-26,40000,13340000
1997-12-29,309000,35190000
1997-12-30,212000,43620000
1997-12-31,171600,36720000
1998-01-02,122000,47030000
1998-01-05,220400,67560000
1998-01-06,230200,60200000
1998-01-07,252400,60990000
1998-01-08,402200,63720000
1998-01-09,559400,86300000
1998-01-12,750200,80340000
1998-01-13,324600,69010000
1998-01-14,300800,60650000
1998-01-15,322200,55900000
1998-01-16,186400,72620000
1998-01-20,2795000,69310000
1998-01-21,2863600,69130000
1998-01-22,1511400,73460000
1998-01-23,1385800,61250000
1998-01-26,1401800,52540000
1998-01-27,1229200,69300000
1998-01-28,1083400,73510000
1998-01-29,1370200,77770000
1998-01-30,1446800,53670000
1998-02-02,1508400,64720000
1998-02-03,978200,59100000
1998-02-04,628800,56070000
1998-02-05,1081000,60110000
1998-02-06,508800,49520000
1998-02-09,1009600,45450000
1998-02-10,844000,67300000
1998-02-11,772400,50190000
1998-02-12,1178800,57830000
1998-02-13,464200,44030000
1998-02-17,859600,57180000
1998-02-18,484200,55000000
1998-02-19,525400,54340000
1998-02-20,632000,57230000
1998-02-23,476600,47940000
1998-02-24,510600,53390000
1998-02-25,447600,47540000
1998-02-26,494000,49390000
1998-02-27,1048200,55150000
1998-03-02,317600,55600000
1998-03-03,430000,57200000
1998-03-04,456200,51380000
1998-03-05,608800,57110000
1998-03-06,588800,56180000
1998-03-09,810800,60730000
1998-03-10,440000,52660000
1998-03-11,863400,48620000
1998-03-12,579200,46110000
1998-03-13,396800,48870000
1998-03-16,646600,49980000
1998-03-17,763600,51720000
1998-03-18,463800,48740000
1998-03-19,675600,54710000
1998-03-20,892600,78600000
1998-03-23,369600,52570000
1998-03-24,436600,46280000
1998-03-25,756400,59390000
1998-03-26,458000,52240000
1998-03-27,328200,57390000
1998-03-30,994200,44030000
1998-03-31,735200,61770000
1998-04-01,591600,79540000
1998-04-02,485400,74630000
1998-04-03,598800,65520000
1998-04-06,554000,76620000
1998-04-07,489600,74580000
1998-04-08,797600,71630000
1998-04-09,628400,56620000
1998-04-13,612400,62320000
1998-04-14,651800,61980000
1998-04-15,548200,67260000
1998-04-16,586000,64980000
1998-04-17,318800,62810000
1998-04-20,590600,60310000
1998-04-21,314800,67520000
1998-04-22,438600,55020000
1998-04-23,340600,66130000
1998-04-24,1509400,68360000
1998-04-27,1364000,78750000
1998-04-28,2376200,63230000
1998-04-29,1295200,51340000
1998-04-30,747200,58810000
1998-05-01,731200,50100000
1998-05-04,1780600,50980000
1998-05-05,1784200,42750000
1998-05-06,1312200,45340000
1998-05-07,771200,52340000
1998-05-08,1533200,51560000
1998-05-11,892200,56820000
1998-05-12,675600,56310000
1998-05-13,828700,59710000
1998-05-14,1187600,72870000
1998-05-15,1089600,65290000
1998-05-18,610200,53140000
1998-05-19,697500,55270000
1998-05-20,465400,62430000
1998-05-21,373200,58660000
1998-05-22,488900,34130000
1998-05-26,655000,43350000
1998-05-27,531600,66910000
1998-05-28,726600,47970000
1998-05-29,568200,49310000
1998-06-01,694800,54770000
1998-06-02,951500,55160000
1998-06-03,343300,46970000
1998-06-04,210900,49950000
1998-06-05,461200,53630000
1998-06-08,267400,49410000
1998-06-09,216000,45310000
1998-06-10,719900,62720000
1998-06-11,573200,59840000
1998-06-12,612800,59700000
1998-06-15,573000,58000000
1998-06-16,633800,68610000
1998-06-17,435400,72940000
1998-06-18,301800,64310000
1998-06-19,586000,79840000
1998-06-22,779800,45540000
1998-06-23,693200,54910000
1998-06-24,793300,73650000
1998-06-25,806200,68640000
1998-06-26,849300,52140000
1998-06-29,561500,50170000
1998-06-30,608500,61360000
1998-07-01,704000,66790000
1998-07-02,489700,50060000
1998-07-06,464200,48820000
1998-07-07,268300,56520000
1998-07-08,354300,59980000
1998-07-09,508200,65780000
1998-07-10,874800,67280000
1998-07-13,477300,57050000
1998-07-14,870900,61490000
1998-07-15,718000,75860000
1998-07-16,521500,63190000
1998-07-17,558100,56870000
1998-07-20,193200,58490000
1998-07-21,245300,75250000
1998-07-22,644100,90780000
1998-07-23,494800,9440000
1998-07-24,402900,83960000
1998-07-27,1123500,73130000
1998-07-28,1877200,77500000
1998-07-29,738200,66510000
1998-07-30,1379700,73500000
1998-07-31,548200,75420000
1998-08-03,677600,65830000
1998-08-04,1202200,96980000
1998-08-05,2335900,98760000
1998-08-06,982300,77090000
1998-08-07,663100,80620000
1998-08-10,696600,59290000
1998-08-11,1618500,90960000
1998-08-12,1081600,72300000
1998-08-13,794100,71100000
1998-08-14,863500,83000000
1998-08-17,409800,67560000
1998-08-18,837400,66320000
1998-08-19,626100,55810000
1998-08-20,646000,60590000
1998-08-21,415700,83410000
1998-08-24,358800,61940000
1998-08-25,523000,65560000
1998-08-26,1351800,67770000
1998-08-27,1202900,104250000
1998-08-28,620700,94630000
1998-08-31,911200,117890000
1998-09-01,1027300,147170000
1998-09-02,1119400,95880000
1998-09-03,396000,108280000
1998-09-04,541700,96750000
1998-09-08,1170300,100540000
1998-09-09,1118100,85190000
1998-09-10,958600,101550000
1998-09-11,440200,91320000
1998-09-14,1190000,89750000
1998-09-15,579000,72890000
1998-09-16,927100,88360000
1998-09-17,653400,71890000
1998-09-18,717700,99090000
1998-09-21,289300,77720000
1998-09-22,234000,70850000
1998-09-23,344400,94270000
1998-09-24,466000,83180000
1998-09-25,787900,79140000
1998-09-28,1152100,74480000
1998-09-29,1048500,81200000
1998-09-30,815500,87640000
1998-10-01,583400,100930000
1998-10-02,666400,102730000
1998-10-05,1231600,98080000
1998-10-06,850600,91560000
1998-10-07,501700,105820000
1998-10-08,630200,138480000
1998-10-09,662400,101640000
1998-10-12,616500,74370000
1998-10-13,1812900,78690000
1998-10-14,1076400,80570000
1998-10-15,715000,99690000
1998-10-16,1260100,126790000
1998-10-19,1223100,72630000
1998-10-20,619100,99750000
1998-10-21,762900,81660000
1998-10-22,494100,71460000
1998-10-23,822500,64440000
1998-10-26,374900,57130000
1998-10-27,551800,75880000
1998-10-28,472300,61660000
1998-10-29,357000,61420000
1998-10-30,474600,70950000
1998-11-02,425700,80840000
1998-11-03,953700,75340000
1998-11-04,1019300,87020000
1998-11-05,623900,78000000
1998-11-06,810700,67750000
1998-11-09,473000,61020000
1998-11-10,451500,72800000
1998-11-11,610300,71300000
1998-11-12,1805400,58850000
1998-11-13,409100,56060000
1998-11-16,330800,68030000
1998-11-17,800200,83800000
1998-11-18,695000,63440000
1998-11-19,476200,64210000
1998-11-20,369900,75920000
1998-11-23,526700,84080000
1998-11-24,468500,81140000
1998-11-25,2513500,58200000
1998-11-27,74700,29010000
1998-11-30,325600,72220000
1998-12-01,564300,87730000
1998-12-02,261100,92350000
1998-12-03,380700,78460000
1998-12-04,567600,69610000
1998-12-07,714100,53310000
1998-12-08,700700,79240000
1998-12-09,219300,80310000
1998-12-10,127600,95150000
1998-12-11,373000,71700000
1998-12-14,525000,71520000
1998-12-15,670500,77340000
1998-12-16,561900,70310000
1998-12-17,246600,71750000
1998-12-18,1151000,95150000
1998-12-21,600300,77840000
1998-12-22,642200,58510000
1998-12-23,499500,58320000
1998-12-24,95500,20210000
1998-12-28,908100,45910000
1998-12-29,890100,51150000
1998-12-30,649600,48250000
1998-12-31,406900,53400000
1999-01-04,432200,89410000
1999-01-05,727400,79860000
1999-01-06,767200,103340000
1999-01-07,440900,88290000
1999-01-08,480100,103250000
1999-01-11,584100,98720000
1999-01-12,2396000,95680000
1999-01-13,760300,109060000
1999-01-14,716300,90510000
1999-01-15,481700,79440000
1999-01-19,725800,76360000
1999-01-20,739600,105220000
1999-01-21,585700,98340000
1999-01-22,2035500,93640000
1999-01-25,3179300,89250000
1999-01-26,1019400,90780000
1999-01-27,712000,88800000
1999-01-28,451600,80490000
1999-01-29,646900,86050000
1999-02-01,948000,77790000
1999-02-02,891000,82520000
1999-02-03,490900,89760000
1999-02-04,934500,88340000
1999-02-05,868100,88360000
1999-02-08,962100,72880000
