Date,VZ,DOW
1993-04-29,23.15756,3425.120117
1993-04-30,23.101353,3427.550049
1993-05-03,23.382391,3446.459961
1993-05-04,23.269976,3446.189941
1993-05-05,23.382391,3449.100098
1993-05-06,23.494806,3441.899902
1993-05-07,23.551014,3437.189941
1993-05-10,23.775845,3443.280029
1993-05-11,24.056883,3468.750000
1993-05-12,23.775845,3482.310059
1993-05-13,23.494806,3447.989990
1993-05-14,23.551014,3443.010010
1993-05-17,23.326183,3449.929932
1993-05-18,23.269976,3444.389893
1993-05-19,23.832052,3500.030029
1993-05-20,24.450338,3523.280029
1993-05-21,23.944468,3492.830078
1993-05-24,24.225506,3507.780029
1993-05-25,24.225506,3516.629883
1993-05-26,24.618961,3540.159912
1993-05-27,24.618961,3554.830078
1993-05-28,24.394131,3527.429932
1993-06-01,24.562754,3552.340088
1993-06-02,24.562754,3553.449951
1993-06-03,24.731377,3544.870117
1993-06-04,24.787584,3545.139893
1993-06-07,25.068623,3532.129883
1993-06-08,24.956207,3510.540039
1993-06-09,25.12483,3511.929932
1993-06-10,25.349661,3491.719971
1993-06-11,25.518284,3505.010010
1993-06-14,25.237246,3514.689941
1993-06-15,25.293453,3492.000000
1993-06-16,25.462076,3511.649902
1993-06-17,25.518284,3521.889893
1993-06-18,25.237246,3494.770020
1993-06-21,25.686907,3510.820068
1993-06-22,25.686907,3497.530029
1993-06-23,25.967945,3466.810059
1993-06-24,26.024153,3490.610107
1993-06-25,25.911737,3490.889893
1993-06-28,26.417606,3530.199951
1993-06-29,26.473814,3518.850098
1993-06-30,26.698645,3516.080078
1993-07-01,26.417606,3510.540039
1993-07-02,25.967945,3483.969971
1993-07-06,25.799322,3449.929932
1993-07-07,25.630699,3475.669922
1993-07-08,26.248983,3514.419922
1993-07-09,26.192776,3521.060059
1993-07-12,26.136568,3524.379883
1993-07-13,25.686907,3515.439941
1993-07-14,25.630699,3542.550049
1993-07-15,25.630699,3550.929932
1993-07-16,25.518284,3528.290039
1993-07-19,25.911737,3535.280029
1993-07-20,25.799322,3544.780029
1993-07-21,25.967945,3555.399902
1993-07-22,26.192776,3525.219971
1993-07-23,26.248983,3546.739990
1993-07-26,26.698645,3567.699951
1993-07-27,26.586229,3565.459961
1993-07-28,26.586229,3553.449951
1993-07-29,26.923475,3567.419922
1993-07-30,26.754852,3539.469971
1993-08-02,26.417606,3560.989990
1993-08-03,26.024153,3561.270020
1993-08-04,25.630699,3552.050049
1993-08-05,25.85553,3548.969971
1993-08-06,26.08036,3560.429932
1993-08-09,26.417606,3576.080078
1993-08-10,26.530022,3572.729980
1993-08-11,26.417606,3583.350098
1993-08-12,26.192776,3569.090088
1993-08-13,26.473814,3569.649902
1993-08-16,25.967945,3579.149902
1993-08-17,25.518284,3586.979980
1993-08-18,25.405869,3604.860107
1993-08-19,25.237246,3612.129883
1993-08-20,25.518284,3615.479980
1993-08-23,25.518284,3605.979980
1993-08-24,26.698645,3638.959961
1993-08-25,27.429344,3652.090088
1993-08-26,27.541759,3648.179932
1993-08-27,27.485552,3640.629883
1993-08-30,28.441082,3643.989990
1993-08-31,28.834536,3651.250000
1993-09-01,28.72212,3645.100098
1993-09-02,28.665913,3626.100098
1993-09-03,28.665913,3633.929932
1993-09-07,28.609705,3607.100098
1993-09-08,28.553497,3588.929932
1993-09-09,28.49729,3589.489990
1993-09-10,28.946951,3621.629883
1993-09-13,29.003159,3634.209961
1993-09-14,28.946951,3615.760010
1993-09-15,29.059366,3633.649902
1993-09-16,28.834536,3630.850098
1993-09-17,28.946951,3613.250000
1993-09-20,28.665913,3575.800049
1993-09-21,28.272459,3537.239990
1993-09-22,28.49729,3547.020020
1993-09-23,28.160044,3539.750000
1993-09-24,27.485552,3543.110107
1993-09-27,28.160044,3567.699951
1993-09-28,28.441082,3566.020020
1993-09-29,28.553497,3566.300049
1993-09-30,28.665913,3555.120117
1993-10-01,28.49729,3581.110107
1993-10-04,27.935213,3577.760010
1993-10-05,27.710382,3587.260010
1993-10-06,27.485552,3598.989990
1993-10-07,27.148306,3583.629883
1993-10-08,27.597967,3584.739990
1993-10-11,26.698645,3593.409912
1993-10-12,26.979683,3593.129883
1993-10-13,28.946951,3603.189941
1993-10-14,30.40835,3621.629883
1993-10-15,30.127312,3629.729980
1993-10-18,29.227989,3642.310059
1993-10-19,29.059366,3635.320068
1993-10-20,29.115574,3645.100098
1993-10-21,28.49729,3636.159912
1993-10-22,28.216251,3649.300049
1993-10-25,27.710382,3673.610107
1993-10-26,27.822798,3672.489990
1993-10-27,28.272459,3664.659912
1993-10-28,28.441082,3687.860107
1993-10-29,28.609705,3680.590088
1993-11-01,28.609705,3692.610107
1993-11-02,28.778328,3697.639893
1993-11-03,28.72212,3661.870117
1993-11-04,28.834536,3624.979980
1993-11-05,28.72212,3643.429932
1993-11-08,28.778328,3647.899902
1993-11-09,28.328667,3640.070068
1993-11-10,27.935213,3663.550049
1993-11-11,28.047628,3662.429932
1993-11-12,27.76659,3684.500000
1993-11-15,27.373137,3677.520020
1993-11-16,27.710382,3710.770020
1993-11-17,27.204514,3704.350098
1993-11-18,26.81106,3685.340088
1993-11-19,26.698645,3694.010010
1993-11-22,26.08036,3670.250000
1993-11-23,26.136568,3674.169922
1993-11-24,26.417606,3687.580078
1993-11-26,26.586229,3683.949951
1993-11-29,26.867268,3677.800049
1993-11-30,26.979683,3683.949951
1993-12-01,26.979683,3697.080078
1993-12-02,27.654175,3702.110107
1993-12-03,27.597967,3704.070068
1993-12-06,27.710382,3710.209961
1993-12-07,27.541759,3718.879883
1993-12-08,27.260721,3734.530029
1993-12-09,26.81106,3729.780029
1993-12-10,26.867268,3740.669922
1993-12-13,27.429344,3764.429932
1993-12-14,27.373137,3742.629883
1993-12-15,27.260721,3716.919922
1993-12-16,27.092098,3726.139893
1993-12-17,27.316929,3751.570068
1993-12-20,27.597967,3755.209961
1993-12-21,27.373137,3745.149902
1993-12-22,27.260721,3762.189941
1993-12-23,27.204514,3757.719971
1993-12-27,27.541759,3792.929932
1993-12-28,27.204514,3793.770020
1993-12-29,27.316929,3794.330078
1993-12-30,27.204514,3775.879883
1993-12-31,26.642437,3754.090088
1994-01-03,26.361399,3756.600098
1994-01-04,25.405869,3783.899902
1994-01-05,25.12483,3798.820068
1994-01-06,25.349661,3803.879883
1994-01-07,25.012415,3820.770020
1994-01-10,25.237246,3865.510010
1994-01-11,25.12483,3850.310059
1994-01-12,25.405869,3848.629883
1994-01-13,25.293453,3842.429932
1994-01-14,25.012415,3867.199951
1994-01-17,24.169298,3870.290039
1994-01-18,24.562754,3870.290039
1994-01-19,25.12483,3884.370117
1994-01-20,25.349661,3891.959961
1994-01-21,25.181038,3914.479980
1994-01-24,24.956207,3912.790039
1994-01-25,25.12483,3895.340088
1994-01-26,25.462076,3908.000000
1994-01-27,25.574492,3926.300049
1994-01-28,25.686907,3945.429932
1994-01-31,25.518284,3978.360107
1994-02-01,24.731377,3964.010010
1994-02-02,24.9,3975.540039
1994-02-03,24.731377,3967.659912
1994-02-04,24.337923,3871.419922
1994-02-07,24.337923,3906.320068
1994-02-08,24.281713,3906.030029
1994-02-09,24.394131,3931.919922
1994-02-10,24.450338,3895.340088
1994-02-11,24.956207,3894.780029
1994-02-14,24.562754,3904.060059
1994-02-15,24.675169,3928.270020
1994-02-16,24.450338,3937.270020
1994-02-17,23.88826,3922.639893
1994-02-18,23.832052,3887.459961
1994-02-22,23.944468,3911.659912
1994-02-23,23.719637,3891.679932
1994-02-24,24.506546,3839.899902
1994-02-25,24.337923,3838.780029
1994-02-28,24.618961,3832.020020
1994-03-01,24.056883,3809.229980
1994-03-02,24.056883,3831.739990
1994-03-03,23.775845,3824.419922
1994-03-04,23.832052,3832.300049
1994-03-07,24.000675,3856.219971
1994-03-08,24.225506,3851.719971
1994-03-09,24.113091,3853.409912
1994-03-10,23.88826,3830.620117
1994-03-11,23.607222,3862.699951
1994-03-14,23.832052,3862.979980
1994-03-15,23.719637,3849.590088
1994-03-16,23.607222,3848.149902
1994-03-17,23.832052,3865.139893
1994-03-18,23.494806,3895.649902
1994-03-21,23.438599,3864.850098
1994-03-22,23.494806,3862.550049
1994-03-23,23.663429,3869.459961
1994-03-24,24.113091,3821.090088
1994-03-25,24.394131,3774.729980
1994-03-28,24.169298,3762.350098
1994-03-29,23.775845,3699.020020
1994-03-30,23.101353,3626.750000
1994-03-31,23.269976,3635.959961
1994-04-04,22.988937,3593.350098
1994-04-05,22.595484,3675.409912
1994-04-06,22.314445,3679.729980
1994-04-07,22.314445,3693.260010
1994-04-08,22.370653,3674.260010
1994-04-11,22.707899,3688.830078
1994-04-12,22.876522,3681.689941
1994-04-13,23.15756,3661.469971
1994-04-14,23.101353,3663.250000
1994-04-15,23.326183,3661.469971
1994-04-18,22.93273,3620.419922
1994-04-19,23.045145,3619.820068
1994-04-20,24.113091,3598.709961
1994-04-21,24.618961,3652.540039
1994-04-22,24.169298,3648.679932
1994-04-25,24.113091,3705.780029
1994-04-26,23.88826,3699.540039
1994-04-28,23.438599,3668.310059
1994-04-29,23.269976,3681.689941
1994-05-02,23.382391,3701.020020
1994-05-03,23.382391,3714.409912
1994-05-04,23.382391,3697.750000
1994-05-05,23.326183,3695.969971
1994-05-06,22.876522,3669.500000
1994-05-09,22.651691,3629.040039
1994-05-10,22.93273,3656.409912
1994-05-11,22.651691,3629.040039
1994-05-12,22.764107,3652.840088
1994-05-13,22.820314,3659.679932
1994-05-16,23.045145,3671.500000
1994-05-17,23.775845,3720.610107
1994-05-18,24.169298,3732.889893
1994-05-19,24.225506,3758.979980
1994-05-20,24.169298,3766.350098
1994-05-23,23.775845,3742.409912
1994-05-24,23.494806,3745.169922
1994-05-25,23.494806,3755.300049
1994-05-26,23.663429,3753.459961
1994-05-27,24.056883,3757.139893
1994-05-31,24.000675,3758.370117
1994-06-01,24.169298,3760.830078
1994-06-02,24.169298,3758.989990
1994-06-03,24.281713,3772.219971
1994-06-06,24.731377,3768.520020
1994-06-07,24.618961,3755.909912
1994-06-08,24.731377,3749.449951
1994-06-09,24.843792,3753.139893
1994-06-10,25.405869,3773.449951
1994-06-13,25.068623,3783.120117
1994-06-14,25.237246,3814.830078
1994-06-15,24.843792,3790.409912
1994-06-16,25.237246,3811.340088
1994-06-17,24.843792,3776.780029
1994-06-20,25.12483,3741.899902
1994-06-21,25.181038,3707.969971
1994-06-22,24.843792,3724.770020
1994-06-23,24.9,3699.090088
1994-06-24,24.506546,3636.939941
1994-06-27,24.506546,3685.500000
1994-06-28,24.506546,3669.639893
1994-06-29,24.9,3667.050049
1994-06-30,25.181038,3624.959961
1994-07-01,25.012415,3646.649902
1994-07-05,24.618961,3652.479980
1994-07-06,24.562754,3674.500000
1994-07-07,24.731377,3688.419922
1994-07-08,24.787584,3709.139893
1994-07-11,24.9,3702.989990
1994-07-12,24.843792,3702.659912
1994-07-13,24.9,3704.280029
1994-07-14,25.068623,3739.250000
1994-07-15,25.181038,3753.810059
1994-07-18,25.012415,3755.429932
1994-07-19,24.956207,3748.310059
1994-07-20,25.181038,3727.270020
1994-07-21,24.9,3732.449951
1994-07-22,24.843792,3735.040039
1994-07-25,24.675169,3741.840088
1994-07-26,24.9,3735.679932
1994-07-27,24.731377,3720.469971
1994-07-28,25.12483,3730.830078
1994-07-29,25.462076,3764.500000
1994-08-01,26.08036,3798.169922
1994-08-02,25.967945,3796.219971
1994-08-03,25.967945,3792.659912
1994-08-04,26.08036,3765.790039
1994-08-05,26.136568,3747.020020
1994-08-08,26.024153,3753.810059
1994-08-09,25.462076,3755.760010
1994-08-10,25.630699,3766.760010
1994-08-11,25.630699,3750.899902
1994-08-12,25.911737,3768.709961
1994-08-15,25.462076,3760.290039
1994-08-16,25.462076,3784.570068
1994-08-17,25.237246,3776.479980
1994-08-18,25.012415,3755.429932
1994-08-19,25.012415,3755.110107
1994-08-22,24.618961,3751.219971
1994-08-23,24.562754,3775.830078
1994-08-24,24.843792,3846.729980
1994-08-25,24.506546,3829.889893
1994-08-26,24.618961,3881.050049
1994-08-29,24.675169,3898.850098
1994-08-30,24.618961,3917.300049
1994-08-31,24.618961,3913.419922
1994-09-01,24.562754,3901.439941
1994-09-02,24.562754,3885.580078
1994-09-06,24.562754,3898.699951
1994-09-07,24.450338,3886.250000
1994-09-08,24.337923,3908.459961
1994-09-09,23.832052,3874.810059
1994-09-12,24.000675,3860.340088
1994-09-13,23.663429,3879.860107
1994-09-14,23.719637,3895.330078
1994-09-15,24.562754,3953.879883
1994-09-16,24.113091,3933.350098
1994-09-19,24.113091,3936.719971
1994-09-20,23.719637,3869.090088
1994-09-21,23.88826,3851.600098
1994-09-22,23.88826,3837.129883
1994-09-23,23.88826,3831.750000
1994-09-26,24.225506,3849.239990
1994-09-27,24.618961,3863.040039
1994-09-28,24.450338,3878.179932
1994-09-29,23.88826,3854.629883
1994-09-30,23.832052,3843.189941
1994-10-03,23.775845,3846.889893
1994-10-04,22.93273,3801.129883
1994-10-05,22.876522,3787.340088
1994-10-06,22.876522,3775.560059
1994-10-07,22.988937,3797.429932
1994-10-10,22.764107,3821.320068
1994-10-11,23.101353,3876.830078
1994-10-12,22.820314,3875.149902
1994-10-13,23.326183,3889.949951
1994-10-14,23.719637,3910.469971
1994-10-17,23.382391,3923.929932
1994-10-18,23.101353,3917.540039
1994-10-19,23.438599,3936.040039
1994-10-20,22.988937,3911.149902
1994-10-21,23.101353,3891.300049
1994-10-24,22.483068,3855.300049
1994-10-25,22.483068,3850.590088
1994-10-26,22.539276,3848.229980
1994-10-27,23.269976,3875.149902
1994-10-28,23.438599,3930.659912
1994-10-31,23.551014,3908.120117
1994-11-01,23.438599,3863.370117
1994-11-02,23.269976,3837.129883
1994-11-03,23.438599,3845.879883
1994-11-04,23.15756,3807.520020
1994-11-07,23.15756,3808.870117
1994-11-08,23.551014,3830.739990
1994-11-09,23.15756,3831.750000
1994-11-10,22.820314,3821.989990
1994-11-11,22.988937,3801.469971
1994-11-14,22.93273,3829.729980
1994-11-15,22.595484,3826.360107
1994-11-16,22.539276,3845.199951
1994-11-17,22.876522,3828.050049
1994-11-18,22.876522,3815.260010
1994-11-21,22.876522,3769.510010
1994-11-22,22.483068,3677.989990
1994-11-23,22.764107,3674.629883
1994-11-25,22.820314,3708.270020
1994-11-28,22.539276,3739.560059
1994-11-29,22.595484,3738.550049
1994-11-30,22.539276,3739.229980
1994-12-01,22.033407,3700.870117
1994-12-02,22.651691,3745.620117
1994-12-05,22.595484,3741.919922
1994-12-06,22.651691,3745.949951
1994-12-07,22.483068,3735.520020
1994-12-08,22.370653,3685.729980
1994-12-09,22.314445,3691.110107
1994-12-12,22.595484,3718.370117
1994-12-13,22.595484,3715.340088
1994-12-14,23.213768,3746.290039
1994-12-15,23.101353,3765.469971
1994-12-16,23.213768,3807.189941
1994-12-19,22.876522,3790.699951
1994-12-20,22.651691,3767.149902
1994-12-21,22.539276,3801.800049
1994-12-22,22.764107,3814.919922
1994-12-23,22.876522,3833.429932
1994-12-27,22.93273,3861.689941
1994-12-28,22.93273,3839.489990
1994-12-29,22.539276,3833.429932
1994-12-30,22.370653,3834.439941
1995-01-03,22.651691,3838.479980
1995-01-04,22.20203,3857.649902
1995-01-05,22.145823,3850.919922
1995-01-06,22.033407,3867.409912
1995-01-09,22.033407,3861.350098
1995-01-10,22.033407,3866.739990
1995-01-11,21.9772,3862.030029
1995-01-12,22.145823,3859.000000
1995-01-13,22.370653,3908.459961
1995-01-16,22.595484,3932.340088
1995-01-17,22.93273,3930.659912
1995-01-18,22.876522,3928.979980
1995-01-19,22.764107,3882.209961
1995-01-20,22.764107,3869.429932
1995-01-23,22.707899,3867.409912
1995-01-24,22.93273,3862.699951
1995-01-25,23.607222,3871.449951
1995-01-26,24.225506,3870.439941
1995-01-27,24.9,3857.989990
1995-01-30,24.562754,3832.080078
1995-01-31,24.394131,3843.860107
1995-02-01,24.000675,3847.560059
1995-02-02,23.88826,3870.770020
1995-02-03,24.056883,3928.639893
1995-02-06,24.281713,3937.729980
1995-02-07,24.394131,3937.389893
1995-02-08,24.506546,3935.370117
1995-02-09,24.169298,3932.679932
1995-02-10,24.169298,3939.070068
1995-02-13,23.944468,3954.209961
1995-02-14,23.944468,3958.250000
1995-02-15,24.000675,3986.169922
1995-02-16,24.056883,3987.520020
1995-02-17,23.438599,3953.540039
1995-02-21,23.269976,3963.969971
1995-02-22,23.88826,3973.050049
1995-02-23,24.056883,4003.330078
1995-02-24,24.281713,4011.739990
1995-02-27,23.944468,3988.570068
1995-02-28,24.113091,4011.050049
1995-03-01,23.719637,3994.800049
1995-03-02,23.719637,3979.929932
1995-03-03,23.438599,3989.610107
1995-03-06,23.15756,3997.560059
1995-03-07,23.15756,3962.629883
1995-03-08,23.045145,3979.229980
1995-03-09,23.213768,3983.389893
1995-03-10,23.719637,4035.610107
1995-03-13,23.832052,4025.229980
1995-03-14,24.225506,4048.750000
1995-03-15,24.056883,4038.370117
1995-03-16,24.337923,4069.149902
1995-03-17,23.944468,4073.649902
1995-03-20,23.944468,4083.679932
1995-03-21,23.326183,4072.610107
1995-03-22,23.719637,4082.989990
1995-03-23,24.056883,4087.830078
1995-03-24,24.337923,4138.669922
1995-03-27,24.731377,4157.339844
1995-03-28,24.731377,4151.810059
1995-03-29,24.506546,4160.799805
1995-03-30,24.113091,4172.560059
1995-03-31,23.775845,4157.689941
1995-04-03,24.225506,4168.410156
1995-04-04,24.281713,4201.609863
1995-04-05,24.281713,4200.569824
1995-04-06,24.337923,4205.410156
1995-04-07,24.450338,4192.620117
1995-04-10,24.169298,4198.149902
1995-04-11,24.169298,4187.080078
1995-04-12,24.562754,4197.810059
1995-04-13,24.562754,4208.180176
1995-04-17,24.056883,4195.379883
1995-04-18,23.438599,4179.129883
1995-04-19,23.832052,4207.490234
1995-04-20,23.944468,4230.660156
1995-04-21,24.169298,4270.089844
1995-04-24,24.056883,4303.979980
1995-04-25,24.225506,4300.169922
1995-04-26,24.337923,4299.830078
1995-04-27,24.394131,4314.700195
1995-04-28,24.562754,4321.270020
1995-05-01,24.562754,4316.080078
1995-05-02,24.506546,4328.879883
1995-05-03,24.787584,4373.149902
1995-05-04,24.731377,4359.660156
1995-05-05,24.9,4343.399902
1995-05-08,25.237246,4383.870117
1995-05-09,25.405869,4390.779785
1995-05-10,25.405869,4404.620117
1995-05-11,25.181038,4411.189941
1995-05-12,25.574492,4430.560059
1995-05-15,25.630699,4437.470215
1995-05-16,24.675169,4435.049805
1995-05-17,24.169298,4422.600098
1995-05-18,24.169298,4340.640137
1995-05-19,24.281713,4341.330078
1995-05-22,24.506546,4395.629883
1995-05-23,24.394131,4436.439941
1995-05-24,24.113091,4438.160156
1995-05-25,24.225506,4412.229980
1995-05-26,23.944468,4369.000000
1995-05-30,24.394131,4378.680176
1995-05-31,24.956207,4465.140137
1995-06-01,24.956207,4472.750000
1995-06-02,24.731377,4444.390137
1995-06-05,25.012415,4476.549805
1995-06-06,25.012415,4485.200195
1995-06-07,24.506546,4462.029785
1995-06-08,24.225506,4458.569824
1995-06-09,24.056883,4423.990234
1995-06-12,24.337923,4446.459961
1995-06-13,24.843792,4484.509766
1995-06-14,24.506546,4491.080078
1995-06-15,24.956207,4496.270020
1995-06-16,25.630699,4510.790039
1995-06-19,25.85553,4553.680176
1995-06-20,25.743114,4550.560059
1995-06-21,25.574492,4547.100098
1995-06-22,26.473814,4589.640137
1995-06-23,26.192776,4585.839844
1995-06-26,25.85553,4551.250000
1995-06-27,26.024153,4542.609863
1995-06-28,25.911737,4556.790039
1995-06-29,25.630699,4550.560059
1995-06-30,25.181038,4556.100098
1995-07-03,25.349661,4585.149902
1995-07-05,25.518284,4615.229980
1995-07-06,26.08036,4664.000000
1995-07-07,25.967945,4702.729980
1995-07-10,25.518284,4702.390137
1995-07-11,25.686907,4680.600098
1995-07-12,25.686907,4727.290039
1995-07-13,25.181038,4727.479980
1995-07-14,25.237246,4708.819824
1995-07-17,25.068623,4736.290039
1995-07-18,24.675169,4686.279785
1995-07-19,25.574492,4628.870117
1995-07-20,25.967945,4641.549805
1995-07-21,26.08036,4641.549805
1995-07-24,25.911737,4668.669922
1995-07-25,26.024153,4714.450195
1995-07-26,26.248983,4707.060059
1995-07-27,26.248983,4732.770020
1995-07-28,26.08036,4715.509766
1995-07-31,25.743114,4708.470215
1995-08-01,25.462076,4700.370117
1995-08-02,26.305191,4690.149902
1995-08-03,26.473814,4701.419922
1995-08-04,26.417606,4683.459961
1995-08-07,26.473814,4693.319824
1995-08-08,26.81106,4693.319824
1995-08-09,26.305191,4671.490234
1995-08-10,26.08036,4643.660156
1995-08-11,25.799322,4618.299805
1995-08-14,26.08036,4659.859863
1995-08-15,26.192776,4640.839844
1995-08-16,26.248983,4639.080078
1995-08-17,26.08036,4630.629883
1995-08-18,26.024153,4617.600098
1995-08-21,26.417606,4614.779785
1995-08-22,26.136568,4620.419922
1995-08-23,25.967945,4584.850098
1995-08-24,26.08036,4580.620117
1995-08-25,26.698645,4601.399902
1995-08-28,26.81106,4594.000000
1995-08-29,26.81106,4608.439941
1995-08-30,26.473814,4604.600098
1995-08-31,26.754852,4610.560059
1995-09-01,26.473814,4647.540039
1995-09-05,26.417606,4670.080078
1995-09-06,26.361399,4683.810059
1995-09-07,26.248983,4669.720215
1995-09-08,26.530022,4700.720215
1995-09-11,26.417606,4704.939941
1995-09-12,26.473814,4747.209961
1995-09-13,26.417606,4765.520020
1995-09-14,27.148306,4801.799805
1995-09-15,27.710382,4797.569824
1995-09-18,27.541759,4780.410156
1995-09-19,27.654175,4767.040039
1995-09-20,27.597967,4792.689941
1995-09-21,27.373137,4767.399902
1995-09-22,27.429344,4764.149902
1995-09-25,27.316929,4769.930176
1995-09-26,27.316929,4765.600098
1995-09-27,27.148306,4762.350098
1995-09-28,27.76659,4787.640137
1995-09-29,27.597967,4789.080078
1995-10-02,27.822798,4761.259766
1995-10-03,27.710382,4749.700195
1995-10-04,27.654175,4740.669922
1995-10-05,27.035891,4762.709961
1995-10-06,26.867268,4769.209961
1995-10-09,27.092098,4726.220215
1995-10-10,27.035891,4720.799805
1995-10-11,27.541759,4735.250000
1995-10-12,27.485552,4764.879883
1995-10-13,27.935213,4793.779785
1995-10-16,27.76659,4784.379883
1995-10-17,27.879005,4795.950195
1995-10-18,27.879005,4777.520020
1995-10-19,28.553497,4802.450195
1995-10-20,28.665913,4794.859863
1995-10-23,28.665913,4755.479980
1995-10-24,28.834536,4783.660156
1995-10-25,29.115574,4753.680176
1995-10-26,28.778328,4703.819824
1995-10-27,28.778328,4741.750000
1995-10-30,29.059366,4756.569824
1995-10-31,28.553497,4755.479980
1995-11-01,28.72212,4766.680176
1995-11-02,29.115574,4808.589844
1995-11-03,28.665913,4825.569824
1995-11-06,28.609705,4814.009766
1995-11-07,28.553497,4797.029785
1995-11-08,28.72212,4852.669922
1995-11-09,28.32164,4864.229980
1995-11-10,28.103836,4870.370117
1995-11-13,27.935213,4872.899902
1995-11-14,28.384874,4871.810059
1995-11-15,28.49729,4922.750000
1995-11-16,28.778328,4969.359863
1995-11-17,29.003159,4989.950195
1995-11-20,28.72212,4983.089844
1995-11-21,29.284197,5023.549805
1995-11-22,28.665913,5041.609863
1995-11-24,28.609705,5048.839844
1995-11-27,28.890743,5070.879883
1995-11-28,29.171782,5078.100098
1995-11-29,28.946951,5105.560059
1995-11-30,28.328667,5074.490234
1995-12-01,28.946951,5087.129883
1995-12-04,29.621443,5139.520020
1995-12-05,29.115574,5177.450195
1995-12-06,29.396612,5199.129883
1995-12-07,28.890743,5159.390137
1995-12-08,29.171782,5156.859863
1995-12-11,29.733858,5184.319824
1995-12-12,29.509027,5174.919922
1995-12-13,30.295935,5216.470215
1995-12-14,30.014896,5182.149902
1995-12-15,30.858011,5176.729980
1995-12-18,30.127312,5075.209961
1995-12-19,30.352142,5109.890137
1995-12-20,30.239727,5059.319824
1995-12-21,29.565235,5096.529785
1995-12-22,29.509027,5097.970215
1995-12-26,30.071104,5110.259766
1995-12-27,30.183519,5105.919922
1995-12-28,30.014896,5095.799805
1995-12-29,30.071104,5117.120117
1996-01-02,30.464558,5177.450195
1996-01-03,31.42009,5194.069824
1996-01-04,30.858011,5173.839844
1996-01-05,31.195257,5181.430176
1996-01-08,30.970427,5197.700195
1996-01-09,30.935297,5130.129883
1996-01-10,30.689388,5032.939941
1996-01-11,30.914219,5065.100098
1996-01-12,30.914219,5061.120117
1996-01-15,31.13905,5043.779785
1996-01-16,31.757336,5088.220215
1996-01-17,31.532505,5066.899902
1996-01-18,31.42009,5124.350098
1996-01-19,31.082842,5184.680176
1996-01-22,30.576973,5219.359863
1996-01-23,30.295935,5192.270020
1996-01-24,30.745596,5242.839844
1996-01-25,30.40835,5216.830078
1996-01-26,30.464558,5271.750000
1996-01-29,30.352142,5304.979980
1996-01-30,30.40835,5381.209961
1996-01-31,30.970427,5395.299805
1996-02-01,31.026634,5405.060059
1996-02-02,30.970427,5373.990234
1996-02-05,31.363882,5407.589844
1996-02-06,31.757336,5459.609863
1996-02-07,32.544243,5492.120117
1996-02-08,32.319412,5539.450195
1996-02-09,32.544243,5541.620117
1996-02-12,33.443565,5600.149902
1996-02-13,33.05011,5601.229980
1996-02-14,32.488033,5579.549805
1996-02-15,31.588713,5551.370117
1996-02-16,30.745596,5503.319824
1996-02-20,30.127312,5458.529785
1996-02-21,30.40835,5515.970215
1996-02-22,30.745596,5608.459961
1996-02-23,30.576973,5630.490234
1996-02-26,29.790066,5565.100098
1996-02-27,29.621443,5549.209961
1996-02-28,29.67765,5506.209961
1996-02-29,29.733858,5485.620117
1996-03-01,29.733858,5536.560059
1996-03-04,29.509027,5600.149902
1996-03-05,29.565235,5642.419922
1996-03-06,29.396612,5629.770020
1996-03-07,29.227989,5641.689941
1996-03-08,28.609705,5470.450195
1996-03-11,28.778328,5581.000000
1996-03-12,28.160044,5583.890137
1996-03-13,27.991421,5568.720215
1996-03-14,27.541759,5586.060059
1996-03-15,27.654175,5584.970215
1996-03-18,28.328667,5683.600098
1996-03-19,28.665913,5669.509766
1996-03-20,29.059366,5655.419922
1996-03-21,28.946951,5626.879883
1996-03-22,28.946951,5636.640137
1996-03-25,28.946951,5643.859863
1996-03-26,28.890743,5670.600098
1996-03-27,28.609705,5626.879883
1996-03-28,27.935213,5630.850098
1996-03-29,27.822798,5587.140137
1996-04-01,28.384874,5637.720215
1996-04-02,28.609705,5671.680176
1996-04-03,28.160044,5689.740234
1996-04-04,27.879005,5682.879883
1996-04-08,27.035891,5594.370117
1996-04-09,26.979683,5560.410156
1996-04-10,27.541759,5485.979980
1996-04-11,26.754852,5487.069824
1996-04-12,27.485552,5532.589844
1996-04-15,27.597967,5592.919922
1996-04-16,27.092098,5620.020020
1996-04-17,27.822798,5549.930176
1996-04-18,28.103836,5551.740234
1996-04-19,29.227989,5535.479980
1996-04-22,30.239727,5564.740234
1996-04-23,29.790066,5588.589844
1996-04-24,29.396612,5553.899902
1996-04-25,30.071104,5566.910156
1996-04-26,29.509027,5567.990234
1996-04-29,29.284197,5573.410156
1996-04-30,29.227989,5569.080078
1996-05-01,29.115574,5575.220215
1996-05-02,28.328667,5498.270020
1996-05-03,28.160044,5478.029785
1996-05-06,28.160044,5464.310059
1996-05-07,28.103836,5420.950195
1996-05-08,28.441082,5474.060059
1996-05-09,28.72212,5475.140137
1996-05-10,29.284197,5518.140137
1996-05-13,29.340405,5582.600098
1996-05-14,29.171782,5624.709961
1996-05-15,28.778328,5625.439941
1996-05-16,28.890743,5635.049805
1996-05-17,28.834536,5687.500000
1996-05-20,28.272459,5748.819824
1996-05-21,28.665913,5736.259766
1996-05-22,28.49729,5778.000000
1996-05-23,28.216251,5762.120117
