Date,WMT,DOW
1993-01-21,14.875,3253.000000
1993-01-22,15.65625,3256.800049
1993-01-25,16.15625,3292.199951
1993-01-26,16,3299.000000
1993-01-27,16.09375,3291.399902
1993-01-28,16.1875,3306.300049
1993-01-29,16.28125,3310.000000
1993-02-01,16.46875,3332.199951
1993-02-02,16.5625,3328.699951
1993-02-03,16.71875,3373.800049
1993-02-04,16.65625,3416.699951
1993-02-05,16.46875,3442.100098
1993-02-08,16.40625,3437.500000
1993-02-09,16.34375,3414.600098
1993-02-10,16.15625,3412.399902
1993-02-11,15.96875,3422.699951
1993-02-12,16,3392.429932
1993-02-16,15.625,3309.500000
1993-02-17,15.53125,3312.199951
1993-02-18,15.46875,3302.199951
1993-02-19,15.375,3322.179932
1993-02-22,15.1875,3342.989990
1993-02-23,14.96875,3323.270020
1993-02-24,15.625,3356.500000
1993-02-25,15.90625,3365.139893
1993-02-26,16.25,3370.810059
1993-03-01,16.5,3355.409912
1993-03-02,17,3400.530029
1993-03-03,16.875,3404.040039
1993-03-04,16.4375,3398.909912
1993-03-05,16.375,3404.580078
1993-03-08,16.9375,3469.419922
1993-03-09,16.9375,3472.120117
1993-03-10,17,3478.340088
1993-03-11,16.5625,3457.000000
1993-03-12,16.625,3427.820068
1993-03-15,16.6875,3442.409912
1993-03-16,16.8125,3442.949951
1993-03-17,16.6875,3426.739990
1993-03-18,16.9375,3465.639893
1993-03-19,16.5625,3471.580078
1993-03-22,16.5,3463.479980
1993-03-23,16.375,3461.860107
1993-03-24,16.3125,3445.379883
1993-03-25,16.625,3461.320068
1993-03-26,16.4375,3439.979980
1993-03-29,16.625,3455.100098
1993-03-30,15.5625,3457.270020
1993-03-31,15.875,3435.110107
1993-04-01,15.5625,3439.439941
1993-04-02,15.25,3370.810059
1993-04-05,14.875,3379.189941
1993-04-06,13.875,3377.570068
1993-04-07,13.875,3397.020020
1993-04-08,14.4375,3396.479980
1993-04-12,15,3428.090088
1993-04-13,14.5,3444.030029
1993-04-14,13.625,3455.639893
1993-04-15,13.8125,3455.919922
1993-04-16,13.3125,3478.610107
1993-04-19,13.375,3466.989990
1993-04-20,13.1875,3443.489990
1993-04-21,13.3125,3439.439941
1993-04-22,13.375,3429.169922
1993-04-23,13.375,3413.770020
1993-04-26,13.3125,3398.370117
1993-04-27,13.5625,3415.929932
1993-04-28,13.4375,3413.500000
1993-04-29,13.375,3425.120117
1993-04-30,13.375,3427.550049
1993-05-03,13.125,3446.459961
1993-05-04,13.4375,3446.189941
1993-05-05,13.375,3449.100098
1993-05-06,13.3125,3441.899902
1993-05-07,13.125,3437.189941
1993-05-10,13.0625,3443.280029
1993-05-11,13,3468.750000
1993-05-12,13.5,3482.310059
1993-05-13,13.3125,3447.989990
1993-05-14,13.625,3443.010010
1993-05-17,13.5625,3449.929932
1993-05-18,13.4375,3444.389893
1993-05-19,13.9375,3500.030029
1993-05-20,14.25,3523.280029
1993-05-21,13.6875,3492.830078
1993-05-24,14,3507.780029
1993-05-25,14.1875,3516.629883
1993-05-26,14.0625,3540.159912
1993-05-27,13.875,3554.830078
1993-05-28,13.9375,3527.429932
1993-06-01,14.0625,3552.340088
1993-06-02,14.1875,3553.449951
1993-06-03,13.75,3544.870117
1993-06-04,13.375,3545.139893
1993-06-07,13.3125,3532.129883
1993-06-08,13.25,3510.540039
1993-06-09,13.3125,3511.929932
1993-06-10,13.1875,3491.719971
1993-06-11,13.5625,3505.010010
1993-06-14,13.5,3514.689941
1993-06-15,13.25,3492.000000
1993-06-16,12.875,3511.649902
1993-06-17,12.9375,3521.889893
1993-06-18,12.5625,3494.770020
1993-06-21,12.5625,3510.820068
1993-06-22,12.4375,3497.530029
1993-06-23,12.9375,3466.810059
1993-06-24,13.25,3490.610107
1993-06-25,13.3125,3490.889893
1993-06-28,13.375,3530.199951
1993-06-29,13.125,3518.850098
1993-06-30,13.125,3516.080078
1993-07-01,12.875,3510.540039
1993-07-02,12.8125,3483.969971
1993-07-06,12.6875,3449.929932
1993-07-07,12.75,3475.669922
1993-07-08,13.25,3514.419922
1993-07-09,13.125,3521.060059
1993-07-12,13.0625,3524.379883
1993-07-13,13.1875,3515.439941
1993-07-14,13.3125,3542.550049
1993-07-15,13.25,3550.929932
1993-07-16,13.0625,3528.290039
1993-07-19,13,3535.280029
1993-07-20,12.875,3544.780029
1993-07-21,12.8125,3555.399902
1993-07-22,12.5625,3525.219971
1993-07-23,12.6875,3546.739990
1993-07-26,12.6875,3567.699951
1993-07-27,12.5,3565.459961
1993-07-28,12.5625,3553.449951
1993-07-29,12.875,3567.419922
1993-07-30,12.6875,3539.469971
1993-08-02,12.8125,3560.989990
1993-08-03,12.6875,3561.270020
1993-08-04,12.75,3552.050049
1993-08-05,12.9375,3548.969971
1993-08-06,12.875,3560.429932
1993-08-09,12.75,3576.080078
1993-08-10,12.5,3572.729980
1993-08-11,12.8125,3583.350098
1993-08-12,12.75,3569.090088
1993-08-13,12.75,3569.649902
1993-08-16,12.625,3579.149902
1993-08-17,12.625,3586.979980
1993-08-18,12.75,3604.860107
1993-08-19,12.9375,3612.129883
1993-08-20,13.125,3615.479980
1993-08-23,13,3605.979980
1993-08-24,13.125,3638.959961
1993-08-25,12.9375,3652.090088
1993-08-26,12.9375,3648.179932
1993-08-27,13,3640.629883
1993-08-30,12.9375,3643.989990
1993-08-31,12.875,3651.250000
1993-09-01,12.875,3645.100098
1993-09-02,12.375,3626.100098
1993-09-03,12.25,3633.929932
1993-09-07,12.125,3607.100098
1993-09-08,12.0625,3588.929932
1993-09-09,12.125,3589.489990
1993-09-10,12.25,3621.629883
1993-09-13,12.1875,3634.209961
1993-09-14,12.0625,3615.760010
1993-09-15,12.0625,3633.649902
1993-09-16,12,3630.850098
1993-09-17,11.9375,3613.250000
1993-09-20,11.875,3575.800049
1993-09-21,11.75,3537.239990
1993-09-22,12.125,3547.020020
1993-09-23,12.5,3539.750000
1993-09-24,12.3125,3543.110107
1993-09-27,12.5,3567.699951
1993-09-28,12.25,3566.020020
1993-09-29,12.0625,3566.300049
1993-09-30,12.3125,3555.120117
1993-10-01,12.375,3581.110107
1993-10-04,12.375,3577.760010
1993-10-05,13,3587.260010
1993-10-06,13.25,3598.989990
1993-10-07,13.375,3583.629883
1993-10-08,13.3125,3584.739990
1993-10-11,13.25,3593.409912
1993-10-12,12.875,3593.129883
1993-10-13,12.75,3603.189941
1993-10-14,13.125,3621.629883
1993-10-15,13.4375,3629.729980
1993-10-18,13.375,3642.310059
1993-10-19,13.4375,3635.320068
1993-10-20,13.6875,3645.100098
1993-10-21,13.5,3636.159912
1993-10-22,13.125,3649.300049
1993-10-25,13.3125,3673.610107
1993-10-26,13.0625,3672.489990
1993-10-27,12.9375,3664.659912
1993-10-28,13.125,3687.860107
1993-10-29,13.1875,3680.590088
1993-11-01,13.0625,3692.610107
1993-11-02,13.5,3697.639893
1993-11-03,13.8125,3661.870117
1993-11-04,13.875,3624.979980
1993-11-05,13.625,3643.429932
1993-11-08,14.125,3647.899902
1993-11-09,14.3125,3640.070068
1993-11-10,14.625,3663.550049
1993-11-11,14.5,3662.429932
1993-11-12,14.625,3684.500000
1993-11-15,14.625,3677.520020
1993-11-16,15,3710.770020
1993-11-17,14.9375,3704.350098
1993-11-18,14.9375,3685.340088
1993-11-19,14.875,3694.010010
1993-11-22,14.8125,3670.250000
1993-11-23,14.5625,3674.169922
1993-11-24,14.75,3687.580078
1993-11-26,14.9375,3683.949951
1993-11-29,14.75,3677.800049
1993-11-30,14.3125,3683.949951
1993-12-01,14.25,3697.080078
1993-12-02,13.9375,3702.110107
1993-12-03,13.9375,3704.070068
1993-12-06,14,3710.209961
1993-12-07,13.8125,3718.879883
1993-12-08,13.75,3734.530029
1993-12-09,13.875,3729.780029
1993-12-10,13.6875,3740.669922
1993-12-13,13.5625,3764.429932
1993-12-14,13.375,3742.629883
1993-12-15,13.5625,3716.919922
1993-12-16,13.6875,3726.139893
1993-12-17,13.75,3751.570068
1993-12-20,13.4375,3755.209961
1993-12-21,13.3125,3745.149902
1993-12-22,13.1875,3762.189941
1993-12-23,13,3757.719971
1993-12-27,12.875,3792.929932
1993-12-28,13.0625,3793.770020
1993-12-29,12.9375,3794.330078
1993-12-30,12.625,3775.879883
1993-12-31,12.5,3754.090088
1994-01-03,12.75,3756.600098
1994-01-04,12.875,3783.899902
1994-01-05,12.75,3798.820068
1994-01-06,12.3125,3803.879883
1994-01-07,12.1875,3820.770020
1994-01-10,12.4375,3865.510010
1994-01-11,12.75,3850.310059
1994-01-12,12.75,3848.629883
1994-01-13,12.75,3842.429932
1994-01-14,12.8125,3867.199951
1994-01-17,12.625,3870.290039
1994-01-18,12.5,3870.290039
1994-01-19,12.6875,3884.370117
1994-01-20,12.6875,3891.959961
1994-01-21,12.625,3914.479980
1994-01-24,12.4375,3912.790039
1994-01-25,12.375,3895.340088
1994-01-26,12.6875,3908.000000
1994-01-27,13,3926.300049
1994-01-28,13.25,3945.429932
1994-01-31,13.25,3978.360107
1994-02-01,13.5,3964.010010
1994-02-02,13.875,3975.540039
1994-02-03,14.0625,3967.659912
1994-02-04,13.6875,3871.419922
1994-02-07,13.5,3906.320068
1994-02-08,13.375,3906.030029
1994-02-09,13.5,3931.919922
1994-02-10,13.4375,3895.340088
1994-02-11,13.5625,3894.780029
1994-02-14,13.625,3904.060059
1994-02-15,13.5625,3928.270020
1994-02-16,13.6875,3937.270020
1994-02-17,13.875,3922.639893
1994-02-18,13.875,3887.459961
1994-02-22,14.125,3911.659912
1994-02-23,14.5,3891.679932
1994-02-24,14.0625,3839.899902
1994-02-25,14.1875,3838.780029
1994-02-28,14.1875,3832.020020
1994-03-01,14,3809.229980
1994-03-02,13.8125,3831.739990
1994-03-03,13.875,3824.419922
1994-03-04,14,3832.300049
1994-03-07,14.1875,3856.219971
1994-03-08,14.3125,3851.719971
1994-03-09,14.5625,3853.409912
1994-03-10,14.1875,3830.620117
1994-03-11,14.125,3862.699951
1994-03-14,14,3862.979980
1994-03-15,13.875,3849.590088
1994-03-16,13.75,3848.149902
1994-03-17,13.625,3865.139893
1994-03-18,13.375,3895.649902
1994-03-21,13.375,3864.850098
1994-03-22,13.8125,3862.550049
1994-03-23,13.6875,3869.459961
1994-03-24,13.6875,3821.090088
1994-03-25,13.625,3774.729980
1994-03-28,13.5625,3762.350098
1994-03-29,13.3125,3699.020020
1994-03-30,13,3626.750000
1994-03-31,12.9375,3635.959961
1994-04-04,12.6875,3593.350098
1994-04-05,13.125,3675.409912
1994-04-06,12.9375,3679.729980
1994-04-07,13.3125,3693.260010
1994-04-08,12.875,3674.260010
1994-04-11,12.875,3688.830078
1994-04-12,12.875,3681.689941
1994-04-13,12.6875,3661.469971
1994-04-14,12.4375,3663.250000
1994-04-15,12.3125,3661.469971
1994-04-18,12.1875,3620.419922
1994-04-19,12,3619.820068
1994-04-20,12,3598.709961
1994-04-21,12.8125,3652.540039
1994-04-22,12.6875,3648.679932
1994-04-25,12.6875,3705.780029
1994-04-26,12.6875,3699.540039
1994-04-28,12.875,3668.310059
1994-04-29,12.625,3681.689941
1994-05-02,12.625,3701.020020
1994-05-03,12.5,3714.409912
1994-05-04,12.5,3697.750000
1994-05-05,12.625,3695.969971
1994-05-06,12.375,3669.500000
1994-05-09,12.25,3629.040039
1994-05-10,12.25,3656.409912
1994-05-11,12,3629.040039
1994-05-12,12.0625,3652.840088
1994-05-13,12,3659.679932
1994-05-16,11.375,3671.500000
1994-05-17,11.8125,3720.610107
1994-05-18,12.0625,3732.889893
1994-05-19,11.875,3758.979980
1994-05-20,11.625,3766.350098
1994-05-23,11.5,3742.409912
1994-05-24,11.6875,3745.169922
1994-05-25,11.75,3755.300049
1994-05-26,11.8125,3753.459961
1994-05-27,11.875,3757.139893
1994-05-31,11.75,3758.370117
1994-06-01,11.4375,3760.830078
1994-06-02,11.375,3758.989990
1994-06-03,11.9375,3772.219971
1994-06-06,11.875,3768.520020
1994-06-07,12,3755.909912
1994-06-08,12.3125,3749.449951
1994-06-09,12.75,3753.139893
1994-06-10,12.25,3773.449951
1994-06-13,12.3125,3783.120117
1994-06-14,12.4375,3814.830078
1994-06-15,12.3125,3790.409912
1994-06-16,12.4375,3811.340088
1994-06-17,12.0625,3776.780029
1994-06-20,12.25,3741.899902
1994-06-21,11.9375,3707.969971
1994-06-22,12.125,3724.770020
1994-06-23,12.125,3699.090088
1994-06-24,11.75,3636.939941
1994-06-27,12,3685.500000
1994-06-28,12.125,3669.639893
1994-06-29,12.3125,3667.050049
1994-06-30,12.125,3624.959961
1994-07-01,12.3125,3646.649902
1994-07-05,12.125,3652.479980
1994-07-06,11.9375,3674.500000
1994-07-07,12.375,3688.419922
1994-07-08,12.1875,3709.139893
1994-07-11,12.0625,3702.989990
1994-07-12,12.375,3702.659912
1994-07-13,12.5,3704.280029
1994-07-14,12.5,3739.250000
1994-07-15,12.625,3753.810059
1994-07-18,12.9375,3755.429932
1994-07-19,12.875,3748.310059
1994-07-20,12.75,3727.270020
1994-07-21,12.875,3732.449951
1994-07-22,12.6875,3735.040039
1994-07-25,12.5,3741.840088
1994-07-26,12.5625,3735.679932
1994-07-27,12.4375,3720.469971
1994-07-28,12.375,3730.830078
1994-07-29,12.5,3764.500000
1994-08-01,12.625,3798.169922
1994-08-02,12.5,3796.219971
1994-08-03,12.5,3792.659912
1994-08-04,12.1875,3765.790039
1994-08-05,12.25,3747.020020
1994-08-08,12.1875,3753.810059
1994-08-09,12.0625,3755.760010
1994-08-10,12.0625,3766.760010
1994-08-11,12.0625,3750.899902
1994-08-12,12,3768.709961
1994-08-15,11.875,3760.290039
1994-08-16,12.125,3784.570068
1994-08-17,12.1875,3776.479980
1994-08-18,12.0625,3755.429932
1994-08-19,12.0625,3755.110107
1994-08-22,12,3751.219971
1994-08-23,12.0625,3775.830078
1994-08-24,12.3125,3846.729980
1994-08-25,12.0625,3829.889893
1994-08-26,12.375,3881.050049
1994-08-29,12.25,3898.850098
1994-08-30,12.3125,3917.300049
1994-08-31,12.3125,3913.419922
1994-09-01,12.3125,3901.439941
1994-09-02,12.25,3885.580078
1994-09-06,12.375,3898.699951
1994-09-07,12.1875,3886.250000
1994-09-08,12.5625,3908.459961
1994-09-09,12.4375,3874.810059
1994-09-12,12.5625,3860.340088
1994-09-13,13,3879.860107
1994-09-14,12.6875,3895.330078
1994-09-15,12.625,3953.879883
1994-09-16,12.4375,3933.350098
1994-09-19,12.125,3936.719971
1994-09-20,11.75,3869.090088
1994-09-21,11.9375,3851.600098
1994-09-22,11.9375,3837.129883
1994-09-23,11.8125,3831.750000
1994-09-26,11.8125,3849.239990
1994-09-27,11.8125,3863.040039
1994-09-28,11.8125,3878.179932
1994-09-29,11.75,3854.629883
1994-09-30,11.6875,3843.189941
1994-10-03,11.625,3846.889893
1994-10-04,11.375,3801.129883
1994-10-05,11.625,3787.340088
1994-10-06,11.4375,3775.560059
1994-10-07,11.5,3797.429932
1994-10-10,11.6875,3821.320068
1994-10-11,11.875,3876.830078
1994-10-12,11.8125,3875.149902
1994-10-13,12.125,3889.949951
1994-10-14,12.0625,3910.469971
1994-10-17,11.875,3923.929932
1994-10-18,11.875,3917.540039
1994-10-19,11.9375,3936.040039
1994-10-20,11.75,3911.149902
1994-10-21,11.8125,3891.300049
1994-10-24,11.6875,3855.300049
1994-10-25,11.625,3850.590088
1994-10-26,11.625,3848.229980
1994-10-27,11.75,3875.149902
1994-10-28,11.9375,3930.659912
1994-10-31,11.75,3908.120117
1994-11-01,11.8125,3863.370117
1994-11-02,11.9375,3837.129883
1994-11-03,11.75,3845.879883
1994-11-04,11.875,3807.520020
1994-11-07,11.9375,3808.870117
1994-11-08,11.9375,3830.739990
1994-11-09,12,3831.750000
1994-11-10,12.0625,3821.989990
1994-11-11,11.8125,3801.469971
1994-11-14,11.75,3829.729980
1994-11-15,11.75,3826.360107
1994-11-16,11.6875,3845.199951
1994-11-17,11.3125,3828.050049
1994-11-18,11.375,3815.260010
1994-11-21,11.625,3769.510010
1994-11-22,11.75,3677.989990
1994-11-23,11.75,3674.629883
1994-11-25,11.8125,3708.270020
1994-11-28,11.875,3739.560059
1994-11-29,11.8125,3738.550049
1994-11-30,11.625,3739.229980
1994-12-01,11.25,3700.870117
1994-12-02,11.25,3745.620117
1994-12-05,11.25,3741.919922
1994-12-06,11.1875,3745.949951
1994-12-07,11.1875,3735.520020
1994-12-08,10.6875,3685.729980
1994-12-09,10.75,3691.110107
1994-12-12,11.125,3718.370117
1994-12-13,11.1875,3715.340088
1994-12-14,11.3125,3746.290039
1994-12-15,11.3125,3765.469971
1994-12-16,11.5,3807.189941
1994-12-19,11.3125,3790.699951
1994-12-20,11.0625,3767.149902
1994-12-21,11.25,3801.800049
1994-12-22,11.0625,3814.919922
1994-12-23,11,3833.429932
1994-12-27,10.625,3861.689941
1994-12-28,10.75,3839.489990
1994-12-29,10.875,3833.429932
1994-12-30,10.625,3834.439941
1995-01-03,10.4375,3838.479980
1995-01-04,10.8125,3857.649902
1995-01-05,10.9375,3850.919922
1995-01-06,11,3867.409912
1995-01-09,10.9375,3861.350098
1995-01-10,10.75,3866.739990
1995-01-11,11,3862.030029
1995-01-12,10.75,3859.000000
1995-01-13,11,3908.459961
1995-01-16,10.8125,3932.340088
1995-01-17,10.75,3930.659912
1995-01-18,10.625,3928.979980
1995-01-19,10.5625,3882.209961
1995-01-20,10.625,3869.429932
1995-01-23,10.75,3867.409912
1995-01-24,10.8125,3862.699951
1995-01-25,10.875,3871.449951
1995-01-26,10.9375,3870.439941
1995-01-27,11.25,3857.989990
1995-01-30,11.375,3832.080078
1995-01-31,11.4375,3843.860107
1995-02-01,11.75,3847.560059
1995-02-02,11.875,3870.770020
1995-02-03,12,3928.639893
1995-02-06,12.0625,3937.729980
1995-02-07,12,3937.389893
1995-02-08,12.0625,3935.370117
1995-02-09,11.9375,3932.679932
1995-02-10,11.8125,3939.070068
1995-02-13,11.875,3954.209961
1995-02-14,11.9375,3958.250000
1995-02-15,11.9375,3986.169922
1995-02-16,12,3987.520020
1995-02-17,11.8125,3953.540039
1995-02-21,11.875,3963.969971
1995-02-22,11.875,3973.050049
1995-02-23,11.875,4003.330078
1995-02-24,11.875,4011.739990
1995-02-27,11.6875,3988.570068
1995-02-28,11.875,4011.050049
1995-03-01,12.1875,3994.800049
1995-03-02,12.4375,3979.929932
1995-03-03,12.5,3989.610107
1995-03-06,12.1875,3997.560059
1995-03-07,12.25,3962.629883
1995-03-08,12.25,3979.229980
1995-03-09,12.125,3983.389893
1995-03-10,12.375,4035.610107
1995-03-13,12.375,4025.229980
1995-03-14,12.4375,4048.750000
1995-03-15,12.3125,4038.370117
1995-03-16,12.375,4069.149902
1995-03-17,12.1875,4073.649902
1995-03-20,12.3125,4083.679932
1995-03-21,12.125,4072.610107
1995-03-22,12.125,4082.989990
1995-03-23,12.0625,4087.830078
1995-03-24,12.3125,4138.669922
1995-03-27,12.25,4157.339844
1995-03-28,12.4375,4151.810059
1995-03-29,12.75,4160.799805
1995-03-30,12.75,4172.560059
1995-03-31,12.8125,4157.689941
1995-04-03,13,4168.410156
1995-04-04,12.9375,4201.609863
1995-04-05,13,4200.569824
1995-04-06,12.6875,4205.410156
1995-04-07,12.5625,4192.620117
1995-04-10,12.6875,4198.149902
1995-04-11,12.5625,4187.080078
1995-04-12,12.4375,4197.810059
1995-04-13,12.6875,4208.180176
1995-04-17,12.6875,4195.379883
1995-04-18,12.625,4179.129883
1995-04-19,12.5,4207.490234
1995-04-20,12.375,4230.660156
1995-04-21,12.25,4270.089844
1995-04-24,12.1875,4303.979980
1995-04-25,11.875,4300.169922
1995-04-26,11.875,4299.830078
1995-04-27,11.9375,4314.700195
1995-04-28,11.875,4321.270020
1995-05-01,11.5,4316.080078
1995-05-02,11.5625,4328.879883
1995-05-03,11.75,4373.149902
1995-05-04,11.875,4359.660156
1995-05-05,12,4343.399902
1995-05-08,11.9375,4383.870117
1995-05-09,11.75,4390.779785
1995-05-10,11.75,4404.620117
1995-05-11,12.1875,4411.189941
1995-05-12,12.625,4430.560059
1995-05-15,12.8125,4437.470215
1995-05-16,12.5625,4435.049805
1995-05-17,12.4375,4422.600098
1995-05-18,12.25,4340.640137
1995-05-19,12.375,4341.330078
1995-05-22,12.3125,4395.629883
1995-05-23,12.375,4436.439941
1995-05-24,12,4438.160156
1995-05-25,12.0625,4412.229980
1995-05-26,11.875,4369.000000
1995-05-30,11.9375,4378.680176
1995-05-31,12.4375,4465.140137
1995-06-01,12.375,4472.750000
1995-06-02,12.4375,4444.390137
1995-06-05,12.4375,4476.549805
1995-06-06,12.625,4485.200195
1995-06-07,12.6875,4462.029785
1995-06-08,12.5625,4458.569824
1995-06-09,12.5,4423.990234
1995-06-12,12.75,4446.459961
1995-06-13,13.0625,4484.509766
1995-06-14,13.25,4491.080078
1995-06-15,13.125,4496.270020
1995-06-16,13.25,4510.790039
1995-06-19,13.4375,4553.680176
1995-06-20,13.3125,4550.560059
1995-06-21,13.4375,4547.100098
1995-06-22,13.4375,4589.640137
1995-06-23,13.4375,4585.839844
1995-06-26,12.875,4551.250000
1995-06-27,13,4542.609863
1995-06-28,13.4375,4556.790039
1995-06-29,13.25,4550.560059
1995-06-30,13.375,4556.100098
1995-07-03,13.25,4585.149902
1995-07-05,13.25,4615.229980
1995-07-06,13.5,4664.000000
1995-07-07,13.375,4702.729980
1995-07-10,13.125,4702.390137
1995-07-11,13,4680.600098
1995-07-12,13.25,4727.290039
1995-07-13,12.9375,4727.479980
1995-07-14,13,4708.819824
1995-07-17,13.375,4736.290039
1995-07-18,13.375,4686.279785
1995-07-19,13.4375,4628.870117
1995-07-20,13.625,4641.549805
1995-07-21,13.75,4641.549805
1995-07-24,13.5,4668.669922
1995-07-25,13.5,4714.450195
1995-07-26,13.4375,4707.060059
1995-07-27,13.5625,4732.770020
1995-07-28,13.3125,4715.509766
1995-07-31,13.3125,4708.470215
1995-08-01,13,4700.370117
1995-08-02,12.9375,4690.149902
1995-08-03,12.75,4701.419922
1995-08-04,12.8125,4683.459961
1995-08-07,12.6875,4693.319824
1995-08-08,12.75,4693.319824
1995-08-09,12.5,4671.490234
1995-08-10,12.4375,4643.660156
1995-08-11,12.375,4618.299805
1995-08-14,12.3125,4659.859863
1995-08-15,12.375,4640.839844
1995-08-16,12.625,4639.080078
1995-08-17,12.625,4630.629883
1995-08-18,12.625,4617.600098
1995-08-21,12.6875,4614.779785
1995-08-22,12.625,4620.419922
1995-08-23,12.375,4584.850098
1995-08-24,12.3125,4580.620117
1995-08-25,12.5625,4601.399902
1995-08-28,12.25,4594.000000
1995-08-29,12.5625,4608.439941
1995-08-30,12.5,4604.600098
1995-08-31,12.25,4610.560059
1995-09-01,12.4375,4647.540039
1995-09-05,12.4375,4670.080078
1995-09-06,12.375,4683.810059
1995-09-07,12.5,4669.720215
1995-09-08,12.375,4700.720215
1995-09-11,12.5625,4704.939941
1995-09-12,12.6875,4747.209961
1995-09-13,12.75,4765.520020
1995-09-14,12.6875,4801.799805
1995-09-15,12.8125,4797.569824
1995-09-18,12.875,4780.410156
1995-09-19,12.5625,4767.040039
1995-09-20,12.625,4792.689941
1995-09-21,12.4375,4767.399902
1995-09-22,12.5,4764.149902
1995-09-25,12.375,4769.930176
1995-09-26,12.5,4765.600098
1995-09-27,12.3125,4762.350098
1995-09-28,12.5625,4787.640137
1995-09-29,12.375,4789.080078
1995-10-02,12.375,4761.259766
1995-10-03,12.125,4749.700195
1995-10-04,11.9375,4740.669922
1995-10-05,11.9375,4762.709961
1995-10-06,11.875,4769.209961
1995-10-09,12.0625,4726.220215
1995-10-10,11.9375,4720.799805
1995-10-11,11.5,4735.250000
1995-10-12,11.4375,4764.879883
1995-10-13,11.5625,4793.779785
1995-10-16,11.25,4784.379883
1995-10-17,11.375,4795.950195
1995-10-18,11.375,4777.520020
1995-10-19,11.4375,4802.450195
1995-10-20,11.5,4794.859863
1995-10-23,11.3125,4755.479980
1995-10-24,11.25,4783.660156
1995-10-25,11.25,4753.680176
1995-10-26,10.9375,4703.819824
1995-10-27,11.0625,4741.750000
1995-10-30,10.9375,4756.569824
1995-10-31,10.8125,4755.479980
1995-11-01,11.125,4766.680176
1995-11-02,11.75,4808.589844
1995-11-03,11.6875,4825.569824
1995-11-06,11.625,4814.009766
1995-11-07,11.8125,4797.029785
1995-11-08,11.8125,4852.669922
1995-11-09,12.03125,4864.229980
1995-11-10,11.9375,4870.370117
1995-11-13,11.9375,4872.899902
1995-11-14,11.6875,4871.810059
1995-11-15,11.875,4922.750000
1995-11-16,11.875,4969.359863
1995-11-17,11.75,4989.950195
1995-11-20,12.125,4983.089844
1995-11-21,12.25,5023.549805
1995-11-22,12.25,5041.609863
1995-11-24,12.375,5048.839844
1995-11-27,12.375,5070.879883
1995-11-28,12.25,5078.100098
1995-11-29,12.3125,5105.560059
1995-11-30,12,5074.490234
1995-12-01,12.125,5087.129883
1995-12-04,12.0625,5139.520020
1995-12-05,12.125,5177.450195
1995-12-06,12.0625,5199.129883
1995-12-07,11.875,5159.390137
1995-12-08,11.875,5156.859863
1995-12-11,11.8125,5184.319824
1995-12-12,11.875,5174.919922
1995-12-13,11.6875,5216.470215
1995-12-14,11.625,5182.149902
1995-12-15,11.5625,5176.729980
1995-12-18,11.4375,5075.209961
1995-12-19,11.625,5109.890137
1995-12-20,11.25,5059.319824
1995-12-21,11.625,5096.529785
1995-12-22,11.5,5097.970215
1995-12-26,11.375,5110.259766
1995-12-27,11.375,5105.919922
1995-12-28,11.25,5095.799805
1995-12-29,11.125,5117.120117
1996-01-02,11.625,5177.450195
1996-01-03,11.75,5194.069824
1996-01-04,11.875,5173.839844
1996-01-05,11.6875,5181.430176
1996-01-08,11.6875,5197.700195
1996-01-09,11.5,5130.129883
1996-01-10,11.3125,5032.939941
1996-01-11,11.4375,5065.100098
1996-01-12,11.125,5061.120117
1996-01-15,11.125,5043.779785
1996-01-16,11.25,5088.220215
1996-01-17,10.1875,5066.899902
1996-01-18,9.625,5124.350098
1996-01-19,9.9375,5184.680176
1996-01-22,10.25,5219.359863
1996-01-23,10.1875,5192.270020
1996-01-24,10,5242.839844
1996-01-25,10,5216.830078
1996-01-26,10,5271.750000
1996-01-29,10,5304.979980
1996-01-30,10.0625,5381.209961
1996-01-31,10.1875,5395.299805
1996-02-01,10.875,5405.060059
1996-02-02,10.75,5373.990234
1996-02-05,11.125,5407.589844
1996-02-06,11.0625,5459.609863
1996-02-07,11.3125,5492.120117
1996-02-08,11.3125,5539.450195
1996-02-09,11.1875,5541.620117
1996-02-12,11.375,5600.149902
1996-02-13,10.9375,5601.229980
1996-02-14,11.0625,5579.549805
1996-02-15,10.75,5551.370117
1996-02-16,10.625,5503.319824
1996-02-20,10.4375,5458.529785
1996-02-21,10.9375,5515.970215
1996-02-22,11.1875,5608.459961
1996-02-23,11.125,5630.490234
1996-02-26,10.875,5565.100098
1996-02-27,10.875,5549.209961
1996-02-28,10.625,5506.209961
1996-02-29,10.625,5485.620117
1996-03-01,10.8125,5536.560059
1996-03-04,11.125,5600.149902
1996-03-05,11.375,5642.419922
1996-03-06,11.4375,5629.770020
1996-03-07,11.3125,5641.689941
1996-03-08,11.25,5470.450195
1996-03-11,11.125,5581.000000
1996-03-12,11.1875,5583.890137
1996-03-13,11.5,5568.720215
1996-03-14,11.8125,5586.060059
1996-03-15,11.875,5584.970215
1996-03-18,12.25,5683.600098
1996-03-19,11.875,5669.509766
1996-03-20,11.9375,5655.419922
1996-03-21,11.8125,5626.879883
1996-03-22,11.875,5636.640137
1996-03-25,11.8125,5643.859863
1996-03-26,11.8125,5670.600098
1996-03-27,11.8125,5626.879883
1996-03-28,12,5630.850098
