Date,PG,DOW
1993-06-22,12.375,3497.530029
1993-06-23,12.3125,3466.810059
1993-06-24,12.5625,3490.610107
1993-06-25,12.5,3490.889893
1993-06-28,12.71875,3530.199951
1993-06-29,12.90625,3518.850098
1993-06-30,13,3516.080078
1993-07-01,12.9375,3510.540039
1993-07-02,12.875,3483.969971
1993-07-06,12.75,3449.929932
1993-07-07,12.96875,3475.669922
1993-07-08,13.09375,3514.419922
1993-07-09,13.0625,3521.060059
1993-07-12,13.25,3524.379883
1993-07-13,12.875,3515.439941
1993-07-14,13.125,3542.550049
1993-07-15,12.90625,3550.929932
1993-07-16,12.625,3528.290039
1993-07-19,12.4375,3535.280029
1993-07-20,12.5625,3544.780029
1993-07-21,12.4375,3555.399902
1993-07-22,12.21875,3525.219971
1993-07-23,12.15625,3546.739990
1993-07-26,12.09375,3567.699951
1993-07-27,12.40625,3565.459961
1993-07-28,12.28125,3553.449951
1993-07-29,12.34375,3567.419922
1993-07-30,12.1875,3539.469971
1993-08-02,12.15625,3560.989990
1993-08-03,12.09375,3561.270020
1993-08-04,11.96875,3552.050049
1993-08-05,11.84375,3548.969971
1993-08-06,11.84375,3560.429932
1993-08-09,11.84375,3576.080078
1993-08-10,11.5625,3572.729980
1993-08-11,11.59375,3583.350098
1993-08-12,11.5,3569.090088
1993-08-13,11.375,3569.649902
1993-08-16,11.5625,3579.149902
1993-08-17,11.8125,3586.979980
1993-08-18,12.28125,3604.860107
1993-08-19,12.25,3612.129883
1993-08-20,12.28125,3615.479980
1993-08-23,12,3605.979980
1993-08-24,12.125,3638.959961
1993-08-25,12.15625,3652.090088
1993-08-26,11.96875,3648.179932
1993-08-27,11.9375,3640.629883
1993-08-30,11.9375,3643.989990
1993-08-31,12.09375,3651.250000
1993-09-01,12.25,3645.100098
1993-09-02,12.15625,3626.100098
1993-09-03,12.25,3633.929932
1993-09-07,12.15625,3607.100098
1993-09-08,12.3125,3588.929932
1993-09-09,12.03125,3589.489990
1993-09-10,12,3621.629883
1993-09-13,11.96875,3634.209961
1993-09-14,11.9375,3615.760010
1993-09-15,11.9375,3633.649902
1993-09-16,12.03125,3630.850098
1993-09-17,12,3613.250000
1993-09-20,11.84375,3575.800049
1993-09-21,11.75,3537.239990
1993-09-22,11.5,3547.020020
1993-09-23,11.59375,3539.750000
1993-09-24,11.8125,3543.110107
1993-09-27,12,3567.699951
1993-09-28,11.84375,3566.020020
1993-09-29,11.78125,3566.300049
1993-09-30,11.875,3555.120117
1993-10-01,11.8125,3581.110107
1993-10-04,11.9375,3577.760010
1993-10-05,12.34375,3587.260010
1993-10-06,12.40625,3598.989990
1993-10-07,12.4375,3583.629883
1993-10-08,12.375,3584.739990
1993-10-11,12.4375,3593.409912
1993-10-12,12.59375,3593.129883
1993-10-13,12.5,3603.189941
1993-10-14,13.0625,3621.629883
1993-10-15,13.25,3629.729980
1993-10-18,13.15625,3642.310059
1993-10-19,12.9375,3635.320068
1993-10-20,13.1875,3645.100098
1993-10-21,13.0625,3636.159912
1993-10-22,12.78125,3649.300049
1993-10-25,13,3673.610107
1993-10-26,13.03125,3672.489990
1993-10-27,13.25,3664.659912
1993-10-28,13.625,3687.860107
1993-10-29,13.5625,3680.590088
1993-11-01,13.4375,3692.610107
1993-11-02,13.34375,3697.639893
1993-11-03,13.0625,3661.870117
1993-11-04,12.96875,3624.979980
1993-11-05,13.34375,3643.429932
1993-11-08,13.59375,3647.899902
1993-11-09,13.65625,3640.070068
1993-11-10,14.0625,3663.550049
1993-11-11,13.90625,3662.429932
1993-11-12,14.0625,3684.500000
1993-11-15,14.0625,3677.520020
1993-11-16,14.25,3710.770020
1993-11-17,13.84375,3704.350098
1993-11-18,13.78125,3685.340088
1993-11-19,13.9375,3694.010010
1993-11-22,13.96875,3670.250000
1993-11-23,13.8125,3674.169922
1993-11-24,13.84375,3687.580078
1993-11-26,13.90625,3683.949951
1993-11-29,14.375,3677.800049
1993-11-30,14.1875,3683.949951
1993-12-01,14.15625,3697.080078
1993-12-02,14.15625,3702.110107
1993-12-03,14.25,3704.070068
1993-12-06,14.25,3710.209961
1993-12-07,14.46875,3718.879883
1993-12-08,14.40625,3734.530029
1993-12-09,14.28125,3729.780029
1993-12-10,14.125,3740.669922
1993-12-13,14.25,3764.429932
1993-12-14,14.21875,3742.629883
1993-12-15,13.9375,3716.919922
1993-12-16,13.75,3726.139893
1993-12-17,13.8125,3751.570068
1993-12-20,13.875,3755.209961
1993-12-21,14,3745.149902
1993-12-22,14.25,3762.189941
1993-12-23,14.28125,3757.719971
1993-12-27,14.5625,3792.929932
1993-12-28,14.65625,3793.770020
1993-12-29,14.6875,3794.330078
1993-12-30,14.4375,3775.879883
1993-12-31,14.25,3754.090088
1994-01-03,14.375,3756.600098
1994-01-04,14.15625,3783.899902
1994-01-05,14.03125,3798.820068
1994-01-06,14.21875,3803.879883
1994-01-07,14.1875,3820.770020
1994-01-10,14.71875,3865.510010
1994-01-11,14.625,3850.310059
1994-01-12,14.625,3848.629883
1994-01-13,14.25,3842.429932
1994-01-14,14.46875,3867.199951
1994-01-17,14.4375,3870.290039
1994-01-18,14.4375,3870.290039
1994-01-19,14.5625,3884.370117
1994-01-20,14.8125,3891.959961
1994-01-21,14.84375,3914.479980
1994-01-24,14.5625,3912.790039
1994-01-25,14.40625,3895.340088
1994-01-26,14.65625,3908.000000
1994-01-27,14.65625,3926.300049
1994-01-28,14.9375,3945.429932
1994-01-31,14.875,3978.360107
1994-02-01,14.53125,3964.010010
1994-02-02,14.6875,3975.540039
1994-02-03,14.75,3967.659912
1994-02-04,14.46875,3871.419922
1994-02-07,14.5625,3906.320068
1994-02-08,14.25,3906.030029
1994-02-09,14.8125,3931.919922
1994-02-10,14.34375,3895.340088
1994-02-11,14.6875,3894.780029
1994-02-14,14.625,3904.060059
1994-02-15,14.71875,3928.270020
1994-02-16,14.875,3937.270020
1994-02-17,14.5625,3922.639893
1994-02-18,14.34375,3887.459961
1994-02-22,14.75,3911.659912
1994-02-23,14.59375,3891.679932
1994-02-24,14.25,3839.899902
1994-02-25,14.21875,3838.780029
1994-02-28,14.375,3832.020020
1994-03-01,14.25,3809.229980
1994-03-02,14.46875,3831.739990
1994-03-03,14.21875,3824.419922
1994-03-04,14.21875,3832.300049
1994-03-07,14.28125,3856.219971
1994-03-08,14.3125,3851.719971
1994-03-09,14.25,3853.409912
1994-03-10,14.09375,3830.620117
1994-03-11,14.3125,3862.699951
1994-03-14,14.1875,3862.979980
1994-03-15,14,3849.590088
1994-03-16,14.09375,3848.149902
1994-03-17,13.96875,3865.139893
1994-03-18,14.15625,3895.649902
1994-03-21,14,3864.850098
1994-03-22,14,3862.550049
1994-03-23,13.75,3869.459961
1994-03-24,13.4375,3821.090088
1994-03-25,13.4375,3774.729980
1994-03-28,13.5625,3762.350098
1994-03-29,13.375,3699.020020
1994-03-30,13.28125,3626.750000
1994-03-31,13.375,3635.959961
1994-04-04,13.125,3593.350098
1994-04-05,13.625,3675.409912
1994-04-06,13.40625,3679.729980
1994-04-07,13.46875,3693.260010
1994-04-08,13.5625,3674.260010
1994-04-11,13.53125,3688.830078
1994-04-12,13.46875,3681.689941
1994-04-13,13.4375,3661.469971
1994-04-14,13.71875,3663.250000
1994-04-15,13.46875,3661.469971
1994-04-18,13.3125,3620.419922
1994-04-19,13.65625,3619.820068
1994-04-20,13.9375,3598.709961
1994-04-21,14.3125,3652.540039
1994-04-22,14.21875,3648.679932
1994-04-25,14.25,3705.780029
1994-04-26,14.15625,3699.540039
1994-04-28,14.09375,3668.310059
1994-04-29,14.21875,3681.689941
1994-05-02,14.125,3701.020020
1994-05-03,14.125,3714.409912
1994-05-04,13.84375,3697.750000
1994-05-05,13.75,3695.969971
1994-05-06,13.625,3669.500000
1994-05-09,13.375,3629.040039
1994-05-10,13.65625,3656.409912
1994-05-11,13.3125,3629.040039
1994-05-12,13.59375,3652.840088
1994-05-13,13.59375,3659.679932
1994-05-16,13.8125,3671.500000
1994-05-17,14.21875,3720.610107
1994-05-18,14.125,3732.889893
1994-05-19,14.125,3758.979980
1994-05-20,13.9375,3766.350098
1994-05-23,13.75,3742.409912
1994-05-24,13.8125,3745.169922
1994-05-25,13.875,3755.300049
1994-05-26,14.03125,3753.459961
1994-05-27,14.09375,3757.139893
1994-05-31,14.09375,3758.370117
1994-06-01,13.84375,3760.830078
1994-06-02,13.9375,3758.989990
1994-06-03,14.21875,3772.219971
1994-06-06,14.4375,3768.520020
1994-06-07,14.625,3755.909912
1994-06-08,14.375,3749.449951
1994-06-09,14.21875,3753.139893
1994-06-10,14.09375,3773.449951
1994-06-13,14.03125,3783.120117
1994-06-14,14,3814.830078
1994-06-15,13.71875,3790.409912
1994-06-16,13.84375,3811.340088
1994-06-17,13.90625,3776.780029
1994-06-20,13.84375,3741.899902
1994-06-21,13.96875,3707.969971
1994-06-22,13.9375,3724.770020
1994-06-23,13.78125,3699.090088
1994-06-24,13.75,3636.939941
1994-06-27,13.75,3685.500000
1994-06-28,13.75,3669.639893
1994-06-29,13.65625,3667.050049
1994-06-30,13.34375,3624.959961
1994-07-01,13.53125,3646.649902
1994-07-05,13.53125,3652.479980
1994-07-06,13.625,3674.500000
1994-07-07,13.65625,3688.419922
1994-07-08,13.8125,3709.139893
1994-07-11,13.75,3702.989990
1994-07-12,13.59375,3702.659912
1994-07-13,13.59375,3704.280029
1994-07-14,13.65625,3739.250000
1994-07-15,13.6875,3753.810059
1994-07-18,13.59375,3755.429932
1994-07-19,13.375,3748.310059
1994-07-20,13.40625,3727.270020
1994-07-21,13.4375,3732.449951
1994-07-22,13.46875,3735.040039
1994-07-25,13.53125,3741.840088
1994-07-26,13.5,3735.679932
1994-07-27,13.5,3720.469971
1994-07-28,13.78125,3730.830078
1994-07-29,13.9375,3764.500000
1994-08-01,13.875,3798.169922
1994-08-02,13.84375,3796.219971
1994-08-03,13.75,3792.659912
1994-08-04,13.5,3765.790039
1994-08-05,13.4375,3747.020020
1994-08-08,13.5,3753.810059
1994-08-09,13.375,3755.760010
1994-08-10,13.71875,3766.760010
1994-08-11,13.78125,3750.899902
1994-08-12,14,3768.709961
1994-08-15,13.96875,3760.290039
1994-08-16,14.0625,3784.570068
1994-08-17,14.0625,3776.479980
1994-08-18,14.0625,3755.429932
1994-08-19,14.03125,3755.110107
1994-08-22,14.1875,3751.219971
1994-08-23,14.28125,3775.830078
1994-08-24,14.375,3846.729980
1994-08-25,14.46875,3829.889893
1994-08-26,14.9375,3881.050049
1994-08-29,14.90625,3898.850098
1994-08-30,15.09375,3917.300049
1994-08-31,15.21875,3913.419922
1994-09-01,15.15625,3901.439941
1994-09-02,15.03125,3885.580078
1994-09-06,15,3898.699951
1994-09-07,14.9375,3886.250000
1994-09-08,14.84375,3908.459961
1994-09-09,14.625,3874.810059
1994-09-12,14.53125,3860.340088
1994-09-13,14.625,3879.860107
1994-09-14,14.5625,3895.330078
1994-09-15,15.21875,3953.879883
1994-09-16,15.0625,3933.350098
1994-09-19,15.15625,3936.719971
1994-09-20,14.9375,3869.090088
1994-09-21,14.84375,3851.600098
1994-09-22,14.90625,3837.129883
1994-09-23,14.71875,3831.750000
1994-09-26,14.90625,3849.239990
1994-09-27,14.9375,3863.040039
1994-09-28,14.875,3878.179932
1994-09-29,14.84375,3854.629883
1994-09-30,14.90625,3843.189941
1994-10-03,14.84375,3846.889893
1994-10-04,14.75,3801.129883
1994-10-05,14.71875,3787.340088
1994-10-06,14.96875,3775.560059
1994-10-07,14.96875,3797.429932
1994-10-10,14.96875,3821.320068
1994-10-11,15.59375,3876.830078
1994-10-12,15.375,3875.149902
1994-10-13,15.59375,3889.949951
1994-10-14,15.6875,3910.469971
1994-10-17,15.78125,3923.929932
1994-10-18,15.90625,3917.540039
1994-10-19,16.125,3936.040039
1994-10-20,15.65625,3911.149902
1994-10-21,15.59375,3891.300049
1994-10-24,15.375,3855.300049
1994-10-25,15.53125,3850.590088
1994-10-26,15.5625,3848.229980
1994-10-27,15.6875,3875.149902
1994-10-28,16.0625,3930.659912
1994-10-31,15.71875,3908.120117
1994-11-01,15.8125,3863.370117
1994-11-02,15.71875,3837.129883
1994-11-03,15.65625,3845.879883
1994-11-04,15.4375,3807.520020
1994-11-07,15.5625,3808.870117
1994-11-08,15.75,3830.739990
1994-11-09,15.59375,3831.750000
1994-11-10,15.5625,3821.989990
1994-11-11,15.5,3801.469971
1994-11-14,15.875,3829.729980
1994-11-15,15.59375,3826.360107
1994-11-16,15.96875,3845.199951
1994-11-17,15.84375,3828.050049
1994-11-18,16.03125,3815.260010
1994-11-21,15.8125,3769.510010
1994-11-22,15.6875,3677.989990
1994-11-23,15.5,3674.629883
1994-11-25,15.625,3708.270020
1994-11-28,15.75,3739.560059
1994-11-29,15.75,3738.550049
1994-11-30,15.625,3739.229980
1994-12-01,15.34375,3700.870117
1994-12-02,15.5625,3745.620117
1994-12-05,15.375,3741.919922
1994-12-06,15.34375,3745.949951
1994-12-07,15.28125,3735.520020
1994-12-08,15.21875,3685.729980
1994-12-09,15.5,3691.110107
1994-12-12,15.5,3718.370117
1994-12-13,15.59375,3715.340088
1994-12-14,15.6875,3746.290039
1994-12-15,15.4375,3765.469971
1994-12-16,15.5625,3807.189941
1994-12-19,15.59375,3790.699951
1994-12-20,15.40625,3767.149902
1994-12-21,15.5625,3801.800049
1994-12-22,15.59375,3814.919922
1994-12-23,15.5625,3833.429932
1994-12-27,15.78125,3861.689941
1994-12-28,15.65625,3839.489990
1994-12-29,15.625,3833.429932
1994-12-30,15.5,3834.439941
1995-01-03,15.59375,3838.479980
1995-01-04,15.46875,3857.649902
1995-01-05,15.25,3850.919922
1995-01-06,15.28125,3867.409912
1995-01-09,15.21875,3861.350098
1995-01-10,15.40625,3866.739990
1995-01-11,15.375,3862.030029
1995-01-12,15.53125,3859.000000
1995-01-13,15.625,3908.459961
1995-01-16,15.75,3932.340088
1995-01-17,15.8125,3930.659912
1995-01-18,15.46875,3928.979980
1995-01-19,15.40625,3882.209961
1995-01-20,15.34375,3869.429932
1995-01-23,15.5,3867.409912
1995-01-24,15.46875,3862.699951
1995-01-25,15.6875,3871.449951
1995-01-26,15.75,3870.439941
1995-01-27,16.1875,3857.989990
1995-01-30,16.4375,3832.080078
1995-01-31,16.28125,3843.860107
1995-02-01,15.96875,3847.560059
1995-02-02,16.09375,3870.770020
1995-02-03,16.25,3928.639893
1995-02-06,16.625,3937.729980
1995-02-07,16.59375,3937.389893
1995-02-08,16.40625,3935.370117
1995-02-09,16.375,3932.679932
1995-02-10,16.34375,3939.070068
1995-02-13,16.46875,3954.209961
1995-02-14,16.3125,3958.250000
1995-02-15,16.3125,3986.169922
1995-02-16,16.34375,3987.520020
1995-02-17,16.4375,3953.540039
1995-02-21,16.5625,3963.969971
1995-02-22,16.4375,3973.050049
1995-02-23,16.625,4003.330078
1995-02-24,16.6875,4011.739990
1995-02-27,16.59375,3988.570068
1995-02-28,16.625,4011.050049
1995-03-01,16.40625,3994.800049
1995-03-02,16.53125,3979.929932
1995-03-03,16.53125,3989.610107
1995-03-06,16.625,3997.560059
1995-03-07,16.34375,3962.629883
1995-03-08,16.3125,3979.229980
1995-03-09,16.5,3983.389893
1995-03-10,16.8125,4035.610107
1995-03-13,16.8125,4025.229980
1995-03-14,17.15625,4048.750000
1995-03-15,17.21875,4038.370117
1995-03-16,17.125,4069.149902
1995-03-17,17.34375,4073.649902
1995-03-20,17.375,4083.679932
1995-03-21,17.34375,4072.610107
1995-03-22,17.34375,4082.989990
1995-03-23,17.25,4087.830078
1995-03-24,17.5,4138.669922
1995-03-27,17.25,4157.339844
1995-03-28,17.15625,4151.810059
1995-03-29,16.875,4160.799805
1995-03-30,16.78125,4172.560059
1995-03-31,16.5625,4157.689941
1995-04-03,16.5,4168.410156
1995-04-04,16.90625,4201.609863
1995-04-05,16.9375,4200.569824
1995-04-06,17.15625,4205.410156
1995-04-07,17.1875,4192.620117
1995-04-10,17.1875,4198.149902
1995-04-11,16.84375,4187.080078
1995-04-12,16.96875,4197.810059
1995-04-13,17,4208.180176
1995-04-17,16.65625,4195.379883
1995-04-18,16.96875,4179.129883
1995-04-19,16.96875,4207.490234
1995-04-20,17.15625,4230.660156
1995-04-21,17.28125,4270.089844
1995-04-24,17.5,4303.979980
1995-04-25,17,4300.169922
1995-04-26,17.125,4299.830078
1995-04-27,17.0625,4314.700195
1995-04-28,17.46875,4321.270020
1995-05-01,17.34375,4316.080078
1995-05-02,17.46875,4328.879883
1995-05-03,17.75,4373.149902
1995-05-04,17.78125,4359.660156
1995-05-05,17.59375,4343.399902
1995-05-08,17.90625,4383.870117
1995-05-09,17.8125,4390.779785
1995-05-10,17.75,4404.620117
1995-05-11,17.6875,4411.189941
1995-05-12,17.34375,4430.560059
1995-05-15,17.34375,4437.470215
1995-05-16,17.28125,4435.049805
1995-05-17,17.25,4422.600098
1995-05-18,17,4340.640137
1995-05-19,17,4341.330078
1995-05-22,17.1875,4395.629883
1995-05-23,17.28125,4436.439941
1995-05-24,17.25,4438.160156
1995-05-25,17.5625,4412.229980
1995-05-26,17.40625,4369.000000
1995-05-30,17.40625,4378.680176
1995-05-31,17.96875,4465.140137
1995-06-01,17.75,4472.750000
1995-06-02,17.5625,4444.390137
1995-06-05,17.53125,4476.549805
1995-06-06,17.6875,4485.200195
1995-06-07,17.65625,4462.029785
1995-06-08,17.6875,4458.569824
1995-06-09,17.5625,4423.990234
1995-06-12,17.75,4446.459961
1995-06-13,17.875,4484.509766
1995-06-14,17.96875,4491.080078
1995-06-15,18.125,4496.270020
1995-06-16,18.28125,4510.790039
1995-06-19,18.5,4553.680176
1995-06-20,18.3125,4550.560059
1995-06-21,18.40625,4547.100098
1995-06-22,18.3125,4589.640137
1995-06-23,17.8125,4585.839844
1995-06-26,17.9375,4551.250000
1995-06-27,18.09375,4542.609863
1995-06-28,18.15625,4556.790039
1995-06-29,18.0625,4550.560059
1995-06-30,17.96875,4556.100098
1995-07-03,18.03125,4585.149902
1995-07-05,17.84375,4615.229980
1995-07-06,17.5,4664.000000
1995-07-07,17.25,4702.729980
1995-07-10,17.28125,4702.390137
1995-07-11,17.46875,4680.600098
1995-07-12,17.5,4727.290039
1995-07-13,17.40625,4727.479980
1995-07-14,17.375,4708.819824
1995-07-17,17.375,4736.290039
1995-07-18,17.375,4686.279785
1995-07-19,17.1875,4628.870117
1995-07-20,16.75,4641.549805
1995-07-21,16.71875,4641.549805
1995-07-24,16.8125,4668.669922
1995-07-25,17,4714.450195
1995-07-26,17.4375,4707.060059
1995-07-27,17.53125,4732.770020
1995-07-28,17.4375,4715.509766
1995-07-31,17.21875,4708.470215
1995-08-01,17.1875,4700.370117
1995-08-02,17.375,4690.149902
1995-08-03,17.09375,4701.419922
1995-08-04,17.40625,4683.459961
1995-08-07,17.34375,4693.319824
1995-08-08,17.25,4693.319824
1995-08-09,17.09375,4671.490234
1995-08-10,17.15625,4643.660156
1995-08-11,17.1875,4618.299805
1995-08-14,17.21875,4659.859863
1995-08-15,17.09375,4640.839844
1995-08-16,16.8125,4639.080078
1995-08-17,16.75,4630.629883
1995-08-18,16.78125,4617.600098
1995-08-21,16.75,4614.779785
1995-08-22,16.8125,4620.419922
1995-08-23,16.90625,4584.850098
1995-08-24,17.0625,4580.620117
1995-08-25,17.21875,4601.399902
1995-08-28,17.3125,4594.000000
1995-08-29,17.375,4608.439941
1995-08-30,17.375,4604.600098
1995-08-31,17.34375,4610.560059
1995-09-01,17.34375,4647.540039
1995-09-05,17.40625,4670.080078
1995-09-06,17.40625,4683.810059
1995-09-07,17.34375,4669.720215
1995-09-08,17.40625,4700.720215
1995-09-11,17.78125,4704.939941
1995-09-12,17.90625,4747.209961
1995-09-13,18.3125,4765.520020
1995-09-14,18.65625,4801.799805
1995-09-15,18.78125,4797.569824
1995-09-18,18.710938,4780.410156
1995-09-19,18.875,4767.040039
1995-09-20,18.8125,4792.689941
1995-09-21,18.9375,4767.399902
1995-09-22,19.15625,4764.149902
1995-09-25,19.40625,4769.930176
1995-09-26,19.53125,4765.600098
1995-09-27,19.40625,4762.350098
1995-09-28,19.25,4787.640137
1995-09-29,19.25,4789.080078
1995-10-02,19.3125,4761.259766
1995-10-03,19.5625,4749.700195
1995-10-04,19.75,4740.669922
1995-10-05,19.75,4762.709961
1995-10-06,20.03125,4769.209961
1995-10-09,20.28125,4726.220215
1995-10-10,20.125,4720.799805
1995-10-11,20,4735.250000
1995-10-12,20.15625,4764.879883
1995-10-13,20.0625,4793.779785
1995-10-16,19.84375,4784.379883
1995-10-17,20,4795.950195
1995-10-18,19.96875,4777.520020
1995-10-19,20.3125,4802.450195
1995-10-20,20.25,4794.859863
1995-10-23,20.21875,4755.479980
1995-10-24,20.9375,4783.660156
1995-10-25,20.65625,4753.680176
1995-10-26,20.46875,4703.819824
1995-10-27,20.375,4741.750000
1995-10-30,20.3125,4756.569824
1995-10-31,20.25,4755.479980
1995-11-01,20.59375,4766.680176
1995-11-02,20.84375,4808.589844
1995-11-03,20.8125,4825.569824
1995-11-06,20.5,4814.009766
1995-11-07,20.25,4797.029785
1995-11-08,20.625,4852.669922
1995-11-09,20.84375,4864.229980
1995-11-10,20.75,4870.370117
1995-11-13,21.09375,4872.899902
1995-11-14,20.84375,4871.810059
1995-11-15,21.71875,4922.750000
1995-11-16,21.96875,4969.359863
1995-11-17,22.25,4989.950195
1995-11-20,21.9375,4983.089844
1995-11-21,21.625,5023.549805
1995-11-22,21.3125,5041.609863
1995-11-24,21.625,5048.839844
1995-11-27,21.9375,5070.879883
1995-11-28,21.3125,5078.100098
1995-11-29,21.5,5105.560059
1995-11-30,21.625,5074.490234
1995-12-01,21.1875,5087.129883
1995-12-04,21.125,5139.520020
1995-12-05,21.6875,5177.450195
1995-12-06,22,5199.129883
1995-12-07,22,5159.390137
1995-12-08,21.78125,5156.859863
1995-12-11,21.65625,5184.319824
1995-12-12,21.5,5174.919922
1995-12-13,21.625,5216.470215
1995-12-14,21.53125,5182.149902
1995-12-15,21.5,5176.729980
1995-12-18,20.96875,5075.209961
1995-12-19,21.03125,5109.890137
1995-12-20,20.65625,5059.319824
1995-12-21,20.59375,5096.529785
1995-12-22,20.75,5097.970215
1995-12-26,20.875,5110.259766
1995-12-27,20.78125,5105.919922
1995-12-28,20.8125,5095.799805
1995-12-29,20.75,5117.120117
1996-01-02,20.78125,5177.450195
1996-01-03,21.40625,5194.069824
1996-01-04,21.75,5173.839844
1996-01-05,21.84375,5181.430176
1996-01-08,21.9375,5197.700195
1996-01-09,21.90625,5130.129883
1996-01-10,21.625,5032.939941
1996-01-11,21.28125,5065.100098
1996-01-12,21.34375,5061.120117
1996-01-15,21.40625,5043.779785
1996-01-16,22.1875,5088.220215
1996-01-17,21.5625,5066.899902
1996-01-18,21.53125,5124.350098
1996-01-19,21.71875,5184.680176
1996-01-22,21.59375,5219.359863
1996-01-23,21.53125,5192.270020
1996-01-24,22.0625,5242.839844
1996-01-25,21.4375,5216.830078
1996-01-26,21.75,5271.750000
1996-01-29,21.34375,5304.979980
1996-01-30,21.21875,5381.209961
1996-01-31,21,5395.299805
1996-02-01,20.96875,5405.060059
1996-02-02,20.84375,5373.990234
1996-02-05,20.9375,5407.589844
1996-02-06,20.6875,5459.609863
1996-02-07,20.9375,5492.120117
1996-02-08,21.5,5539.450195
1996-02-09,21.9375,5541.620117
1996-02-12,21.65625,5600.149902
1996-02-13,21.90625,5601.229980
1996-02-14,21.4375,5579.549805
1996-02-15,21.5625,5551.370117
1996-02-16,21.53125,5503.319824
1996-02-20,21.09375,5458.529785
1996-02-21,20.90625,5515.970215
1996-02-22,20.71875,5608.459961
1996-02-23,20.84375,5630.490234
1996-02-26,20.875,5565.100098
1996-02-27,20.75,5549.209961
1996-02-28,20.53125,5506.209961
1996-02-29,20.5,5485.620117
1996-03-01,21.15625,5536.560059
1996-03-04,21.40625,5600.149902
1996-03-05,21.875,5642.419922
1996-03-06,21.625,5629.770020
1996-03-07,21.875,5641.689941
1996-03-08,21.3125,5470.450195
1996-03-11,21.5,5581.000000
1996-03-12,21.40625,5583.890137
1996-03-13,21.125,5568.720215
1996-03-14,21.03125,5586.060059
1996-03-15,20.78125,5584.970215
1996-03-18,21.34375,5683.600098
1996-03-19,21.3125,5669.509766
1996-03-20,21.75,5655.419922
1996-03-21,21.78125,5626.879883
1996-03-22,21.96875,5636.640137
1996-03-25,21.6875,5643.859863
1996-03-26,21.84375,5670.600098
1996-03-27,21.4375,5626.879883
1996-03-28,21.4375,5630.850098
1996-03-29,21.1875,5587.140137
1996-04-01,21.59375,5637.720215
1996-04-02,21.5625,5671.680176
1996-04-03,21.6875,5689.740234
1996-04-04,21.78125,5682.879883
1996-04-08,21.15625,5594.370117
1996-04-09,20.75,5560.410156
1996-04-10,20.25,5485.979980
1996-04-11,20.53125,5487.069824
1996-04-12,20.8125,5532.589844
1996-04-15,21.0625,5592.919922
1996-04-16,21.34375,5620.020020
1996-04-17,21,5549.930176
1996-04-18,21.125,5551.740234
1996-04-19,20.9375,5535.479980
1996-04-22,21.28125,5564.740234
1996-04-23,21.25,5588.589844
1996-04-24,21.125,5553.899902
1996-04-25,21.375,5566.910156
1996-04-26,21.21875,5567.990234
1996-04-29,21.0625,5573.410156
1996-04-30,21.125,5569.080078
1996-05-01,21.1875,5575.220215
1996-05-02,20.78125,5498.270020
1996-05-03,20.75,5478.029785
1996-05-06,20.8125,5464.310059
1996-05-07,20.65625,5420.950195
1996-05-08,21.0625,5474.060059
1996-05-09,21.390625,5475.140137
1996-05-10,21.5625,5518.140137
1996-05-13,21.75,5582.600098
1996-05-14,21.6875,5624.709961
1996-05-15,21.71875,5625.439941
1996-05-16,21.9375,5635.049805
1996-05-17,21.90625,5687.500000
1996-05-20,21.90625,5748.819824
1996-05-21,22.125,5736.259766
1996-05-22,22.46875,5778.000000
1996-05-23,22.375,5762.120117
1996-05-24,22.59375,5762.859863
1996-05-28,22.3125,5709.669922
1996-05-29,22,5673.830078
1996-05-30,22.21875,5693.410156
1996-05-31,21.96875,5643.180176
1996-06-03,21.9375,5624.709961
1996-06-04,22.15625,5665.709961
1996-06-05,22.5625,5697.479980
1996-06-06,22.6875,5667.189941
1996-06-07,22.65625,5697.109863
1996-06-10,22.71875,5687.870117
1996-06-11,22.46875,5668.660156
1996-06-12,22.34375,5668.290039
1996-06-13,22.3125,5657.950195
1996-06-14,22.28125,5649.450195
1996-06-17,22.15625,5652.779785
1996-06-18,21.9375,5628.029785
1996-06-19,22.46875,5648.350098
1996-06-20,22.5625,5659.430176
1996-06-21,22.6875,5705.229980
1996-06-24,22.875,5717.790039
1996-06-25,23.375,5719.270020
1996-06-26,23.375,5682.700195
1996-06-27,22.8125,5677.529785
1996-06-28,22.65625,5654.629883
1996-07-01,22.65625,5729.979980
1996-07-02,22.28125,5720.379883
1996-07-03,22.3125,5703.020020
1996-07-05,21.9375,5588.140137
1996-07-08,21.875,5550.830078
1996-07-09,22.0625,5581.859863
1996-07-10,22.125,5603.649902
1996-07-11,21.84375,5520.540039
1996-07-12,21.5625,5510.560059
1996-07-15,21.03125,5349.509766
1996-07-16,21.125,5358.759766
1996-07-17,21.09375,5376.879883
1996-07-18,21.4375,5464.180176
1996-07-19,21.375,5426.819824
1996-07-22,21.53125,5390.939941
1996-07-23,21.53125,5346.549805
1996-07-24,21.375,5354.689941
1996-07-25,21.34375,5422.009766
1996-07-26,21.71875,5473.060059
1996-07-29,21.75,5434.589844
1996-07-30,22.0625,5481.930176
1996-07-31,22.3125,5528.910156
1996-08-01,22.40625,5594.750000
1996-08-02,22.6875,5679.830078
1996-08-05,22.8125,5674.279785
1996-08-06,22.75,5696.109863
1996-08-07,22.6875,5718.669922
