Date,WBA,DOW
2014-11-12,3743800,75980000
2014-11-13,4206500,80540000
2014-11-14,3135300,72850000
2014-11-17,4678900,70330000
2014-11-18,5489000,87420000
2014-11-19,3534000,73780000
2014-11-20,3215700,77740000
2014-11-21,3998900,140940000
2014-11-24,3823900,85510000
2014-11-25,4634300,88190000
2014-11-26,2981400,67450000
2014-11-28,2670000,80470000
2014-12-01,3806900,86390000
2014-12-02,5975600,81970000
2014-12-03,3421500,99400000
2014-12-04,3994200,76270000
2014-12-05,3242300,79110000
2014-12-08,4039200,88680000
2014-12-09,5000800,100400000
2014-12-10,5992700,115100000
2014-12-11,15149700,90100000
2014-12-12,13504600,121950000
2014-12-15,11808200,114050000
2014-12-16,8597100,116640000
2014-12-17,7127800,118220000
2014-12-18,5921900,123940000
2014-12-19,9320800,343690000
2014-12-22,5466800,98460000
2014-12-23,10249400,82890000
2014-12-24,3661800,42870000
2014-12-26,2365800,52570000
2014-12-29,3430200,53870000
2014-12-30,2800700,47490000
2014-12-31,3083700,82840000
2015-01-02,3938500,76270000
2015-01-05,4767900,116160000
2015-01-06,4881600,101870000
2015-01-07,5672100,91030000
2015-01-08,4083900,114890000
2015-01-09,3704100,93390000
2015-01-12,2910700,92500000
2015-01-13,5173200,99360000
2015-01-14,3263200,109180000
2015-01-15,3574500,94520000
2015-01-16,4881900,140480000
2015-01-20,2744500,119600000
2015-01-21,2549400,95530000
2015-01-22,3560200,111980000
2015-01-23,3265500,97110000
2015-01-26,2650400,87220000
2015-01-27,2795700,135940000
2015-01-28,4027700,115980000
2015-01-29,3930900,111690000
2015-01-30,6716400,168560000
2015-02-02,4247400,108090000
2015-02-03,2896200,112860000
2015-02-04,3381700,102560000
2015-02-05,4072500,79890000
2015-02-06,4493300,93610000
2015-02-09,3154300,81590000
2015-02-10,4233400,89930000
2015-02-11,7647900,89890000
2015-02-12,5921900,117160000
2015-02-13,3293800,85230000
2015-02-17,3100400,98760000
2015-02-18,3153200,75090000
2015-02-19,2459400,79130000
2015-02-20,3391100,111390000
2015-02-23,6041300,83670000
2015-02-24,6366200,79310000
2015-02-25,3085000,80480000
2015-02-26,6623600,81500000
2015-02-27,8902500,101110000
2015-03-02,6659700,89790000
2015-03-03,5729900,83830000
2015-03-04,3890500,80900000
2015-03-05,3223600,75840000
2015-03-06,4714800,113350000
2015-03-09,3257500,85820000
2015-03-10,5490200,120450000
2015-03-11,3291800,102120000
2015-03-12,4964300,111550000
2015-03-13,3643600,113620000
2015-03-16,9500400,101760000
2015-03-17,5437900,82560000
2015-03-18,6295500,130950000
2015-03-19,5781800,107820000
2015-03-20,33856200,333870000
2015-03-23,8720100,98030000
2015-03-24,3648200,87190000
2015-03-25,4646400,106560000
2015-03-26,5391400,117740000
2015-03-27,3649500,103220000
2015-03-30,4232200,104040000
2015-03-31,3562700,119470000
2015-04-01,4926200,103360000
2015-04-02,2955200,87370000
2015-04-06,6058200,100850000
2015-04-07,3906000,72150000
2015-04-08,5501400,76820000
2015-04-09,11357100,86740000
2015-04-10,5978600,116410000
2015-04-13,4520500,120090000
2015-04-14,2791600,82830000
2015-04-15,5754500,113610000
2015-04-16,7907100,89520000
2015-04-17,15435500,138860000
2015-04-20,9361100,103160000
2015-04-21,5183800,95180000
2015-04-22,3485200,91260000
2015-04-23,2942200,100240000
2015-04-24,4104100,119130000
2015-04-27,4110200,121110000
2015-04-28,2366500,124930000
2015-04-29,3224500,102080000
2015-04-30,4750200,129180000
2015-05-01,2282200,91700000
2015-05-04,2410100,86010000
2015-05-05,3074000,95340000
2015-05-06,2418100,100430000
2015-05-07,4405500,80920000
2015-05-08,2258200,94960000
2015-05-11,2609200,86050000
2015-05-12,2452800,89270000
2015-05-13,2048400,85180000
2015-05-14,2430600,91580000
2015-05-15,3569700,108220000
2015-05-18,2455700,79080000
2015-05-19,2297400,87200000
2015-05-20,2131400,80190000
2015-05-21,3447400,84270000
2015-05-22,2297800,78890000
2015-05-26,3758100,109440000
2015-05-27,2166200,96400000
2015-05-28,1647500,67510000
2015-05-29,2980500,139810000
2015-06-01,1965900,85640000
2015-06-02,2777000,77550000
2015-06-03,3596100,73120000
2015-06-04,3976200,93470000
2015-06-05,2910200,89140000
2015-06-08,2580200,86300000
2015-06-09,2998500,90550000
2015-06-10,3197800,96980000
2015-06-11,3018900,89490000
2015-06-12,3024200,83760000
2015-06-15,2631400,91920000
2015-06-16,2605800,77510000
2015-06-17,2881800,92410000
2015-06-18,3484300,94460000
2015-06-19,6381900,258300000
2015-06-22,2879200,77780000
2015-06-23,2515600,75970000
2015-06-24,2427600,104980000
2015-06-25,2640500,78990000
2015-06-26,14432200,158120000
2015-06-29,2797000,116340000
2015-06-30,3778800,126460000
2015-07-01,2834900,87010000
2015-07-02,2811700,83080000
2015-07-06,3238300,90130000
2015-07-07,4780600,105840000
2015-07-08,4139400,69830000
2015-07-09,10379400,100520000
2015-07-10,7640500,85800000
2015-07-13,5749700,86380000
2015-07-14,2969000,76740000
2015-07-15,3213700,80460000
2015-07-16,6651000,85030000
2015-07-17,2465200,106510000
2015-07-20,2338300,75060000
2015-07-21,2135500,100170000
2015-07-22,3641900,112370000
2015-07-23,2064700,88600000
2015-07-24,2300900,103470000
2015-07-27,2589300,117860000
2015-07-28,3470800,103450000
2015-07-29,3829100,93140000
2015-07-30,2348700,76650000
2015-07-31,2892800,106120000
2015-08-03,2269300,87880000
2015-08-04,2978200,99060000
2015-08-05,2515900,102450000
2015-08-06,3439500,96170000
2015-08-07,4221700,81800000
2015-08-10,2420900,92430000
2015-08-11,2998000,103010000
2015-08-12,3563900,120400000
2015-08-13,3479800,88550000
2015-08-14,2829900,82120000
2015-08-17,1876700,73380000
2015-08-18,3410300,79900000
2015-08-19,3145600,104720000
2015-08-20,3406100,128530000
2015-08-21,8084000,225170000
2015-08-24,10616200,293920000
2015-08-25,10711300,213220000
2015-08-26,7096400,208420000
2015-08-27,5569900,171980000
2015-08-28,3940300,131790000
2015-08-31,3530700,141440000
2015-09-01,7100900,171390000
2015-09-02,5053200,133480000
2015-09-03,4024200,109730000
2015-09-04,5468900,127270000
2015-09-08,3969000,123870000
2015-09-09,3722700,118790000
2015-09-10,3991600,122690000
2015-09-11,3286200,104630000
2015-09-14,3022900,92660000
2015-09-15,2711400,93050000
2015-09-16,2540100,99620000
2015-09-17,3663600,129600000
2015-09-18,10782000,341690000
2015-09-21,3945700,90730000
2015-09-22,3878700,119010000
2015-09-23,2398800,86030000
2015-09-24,4286500,122220000
2015-09-25,5285900,130790000
2015-09-28,4845500,139930000
2015-09-29,4483000,121160000
2015-09-30,3888300,145740000
2015-10-01,4312700,111420000
2015-10-02,4629800,136870000
2015-10-05,5143500,127660000
2015-10-06,5513900,120010000
2015-10-07,3504500,115690000
2015-10-08,3313900,100730000
2015-10-09,3568400,103730000
2015-10-12,2100200,72500000
2015-10-13,2868300,99400000
2015-10-14,3548900,120110000
2015-10-15,3450900,122960000
2015-10-16,3714300,145880000
2015-10-19,3714000,118430000
2015-10-20,2705400,106670000
2015-10-21,3508600,107100000
2015-10-22,4298200,152420000
2015-10-23,4706600,158090000
2015-10-26,4139400,116660000
2015-10-27,13905200,113960000
2015-10-28,24357500,115630000
2015-10-29,9903300,90300000
2015-10-30,8099600,149250000
2015-11-02,6950300,100840000
2015-11-03,7044100,92290000
2015-11-04,5484800,99890000
2015-11-05,3550400,98910000
2015-11-06,6129100,107450000
2015-11-09,4450700,121210000
2015-11-10,4302600,108640000
2015-11-11,6027700,95230000
2015-11-12,5764500,113660000
2015-11-13,5702300,134640000
2015-11-16,5944800,137590000
2015-11-17,4723400,167190000
2015-11-18,4606400,106810000
2015-11-19,4456000,114630000
2015-11-20,5851100,153140000
2015-11-23,4275900,134680000
2015-11-24,5154600,127170000
2015-11-25,2085300,82540000
2015-11-27,2346600,82540000
2015-11-30,3861800,155560000
2015-12-01,2978800,103880000
2015-12-02,2771700,102860000
2015-12-03,4316000,126990000
2015-12-04,4702700,137650000
2015-12-07,5867000,99670000
2015-12-08,5106100,113720000
2015-12-09,4238400,122020000
2015-12-10,2692700,107310000
2015-12-11,4209100,134510000
2015-12-14,3980300,142540000
2015-12-15,4488900,123430000
2015-12-16,4816400,123790000
2015-12-17,3797600,115780000
2015-12-18,8529900,344560000
2015-12-21,4895800,114910000
2015-12-22,4992600,91570000
2015-12-23,3559100,92820000
2015-12-24,1367000,40350000
2015-12-28,2133400,59770000
2015-12-29,3569700,69860000
2015-12-30,2184400,59760000
2015-12-31,2528700,93690000
2016-01-04,6347600,148060000
2016-01-05,7603100,105750000
2016-01-06,11659200,120250000
2016-01-07,11362000,176240000
2016-01-08,9767900,141850000
2016-01-11,5354800,127790000
2016-01-12,4143800,117480000
2016-01-13,5080500,153530000
2016-01-14,5895200,158830000
2016-01-15,7606700,239210000
2016-01-19,6292100,144360000
2016-01-20,5386600,191870000
2016-01-21,4449300,145140000
2016-01-22,3449200,145850000
2016-01-25,3405800,123250000
2016-01-26,3559400,118210000
2016-01-27,3474000,138350000
2016-01-28,4435700,130120000
2016-01-29,4906800,217940000
2016-02-01,4964100,114450000
2016-02-02,4313200,126210000
2016-02-03,4465400,141870000
2016-02-04,5420900,131490000
2016-02-05,6224200,139010000
2016-02-08,8962600,165880000
2016-02-09,7227400,127740000
2016-02-10,4141100,122290000
2016-02-11,5069300,172070000
2016-02-12,4213500,132550000
2016-02-16,4815000,142030000
2016-02-17,4256200,124080000
2016-02-18,4059900,104950000
2016-02-19,4079200,134340000
2016-02-22,3348900,102240000
2016-02-23,3835700,98170000
2016-02-24,3593900,93620000
2016-02-25,3355800,94120000
2016-02-26,4507300,98480000
2016-02-29,3231300,126220000
2016-03-01,4244200,105050000
2016-03-02,4137700,104470000
2016-03-03,2542500,91110000
2016-03-04,2119000,106910000
2016-03-07,3586700,100290000
2016-03-08,3978400,108380000
2016-03-09,5018400,116690000
2016-03-10,3582100,117570000
2016-03-11,2545600,123420000
2016-03-14,1874200,96350000
2016-03-15,1974800,92830000
2016-03-16,3235900,118710000
2016-03-17,3833600,117990000
2016-03-18,9460300,321230000
2016-03-21,2602100,84410000
2016-03-22,2787400,95450000
2016-03-23,2114100,84240000
2016-03-24,1947000,84100000
2016-03-28,1738000,70460000
2016-03-29,2819800,86160000
2016-03-30,2811100,79330000
2016-03-31,3820400,102600000
2016-04-01,6502500,104890000
2016-04-04,5114600,85230000
2016-04-05,9433900,115230000
2016-04-06,8017000,99410000
2016-04-07,5653200,90120000
2016-04-08,4172100,79990000
2016-04-11,3099900,107100000
2016-04-12,3624000,81020000
2016-04-13,5257300,91710000
2016-04-14,4038900,84510000
2016-04-15,3245300,118160000
2016-04-18,4129200,89390000
2016-04-19,5384900,89820000
2016-04-20,3067100,100210000
2016-04-21,3222000,102720000
2016-04-22,3764000,134120000
2016-04-25,2961700,83770000
2016-04-26,3400900,92570000
2016-04-27,3584200,109090000
2016-04-28,2876600,100920000
2016-04-29,5421200,136670000
2016-05-02,3250300,80100000
2016-05-03,5294000,97060000
2016-05-04,3480700,95020000
2016-05-05,2531000,81530000
2016-05-06,11411600,80020000
2016-05-09,6226900,85590000
2016-05-10,3197500,75790000
2016-05-11,5918000,87390000
2016-05-12,3066900,88560000
2016-05-13,4062800,86640000
2016-05-16,5209200,88440000
2016-05-17,7683300,103260000
2016-05-18,5878300,79120000
2016-05-19,3015000,95530000
2016-05-20,6201600,111990000
2016-05-23,3624700,87790000
2016-05-24,4688700,86480000
2016-05-25,4013500,79180000
2016-05-26,3719600,68940000
2016-05-27,3003100,73190000
2016-05-31,5007500,147390000
2016-06-01,3916700,78530000
2016-06-02,4018600,75560000
2016-06-03,2488400,82270000
2016-06-06,2621000,71870000
2016-06-07,2931800,78750000
2016-06-08,2778400,71260000
2016-06-09,2411600,69690000
2016-06-10,10952700,90540000
2016-06-13,8593100,101690000
2016-06-14,6807000,93740000
2016-06-15,5276400,94130000
2016-06-16,3658800,91950000
2016-06-17,5993300,248680000
2016-06-20,5121400,99380000
2016-06-21,3462500,85130000
2016-06-22,4711500,89440000
2016-06-23,4708200,98070000
2016-06-24,10136200,239000000
2016-06-27,6714500,138740000
2016-06-28,4876700,112190000
2016-06-29,7039000,106380000
2016-06-30,5813200,133030000
2016-07-01,4858300,82160000
2016-07-05,7629300,103650000
2016-07-06,10537400,93000000
2016-07-07,5560000,81570000
2016-07-08,5973500,93460000
2016-07-11,3607700,80880000
2016-07-12,5223000,90170000
2016-07-13,4565400,80920000
2016-07-14,7001400,87050000
2016-07-15,6818700,123690000
2016-07-18,3805100,75540000
2016-07-19,4914300,85840000
2016-07-20,4919200,93230000
2016-07-21,2828500,86800000
2016-07-22,3159800,87710000
2016-07-25,3352800,76810000
2016-07-26,3130000,85370000
2016-07-27,9054500,111370000
2016-07-28,3906300,85750000
2016-07-29,3730300,111550000
2016-08-01,4581500,83470000
2016-08-02,3905500,89680000
2016-08-03,3818300,78550000
2016-08-04,3179300,64500000
2016-08-05,3768900,92420000
2016-08-08,3865500,71810000
2016-08-09,3465200,60090000
2016-08-10,8216400,62780000
2016-08-11,6038400,71470000
2016-08-12,3574200,61580000
2016-08-15,3611100,62350000
2016-08-16,3374600,67570000
2016-08-17,3844200,71000000
2016-08-18,2886300,70740000
2016-08-19,2757200,93170000
2016-08-22,2639900,73450000
2016-08-23,1883700,73990000
2016-08-24,3993300,72270000
2016-08-25,4233500,64480000
2016-08-26,6064800,78730000
2016-08-29,3467800,64480000
2016-08-30,2782900,68920000
2016-08-31,3282700,98250000
2016-09-01,3296100,74780000
2016-09-02,3029600,74350000
2016-09-06,3726000,83710000
2016-09-07,3315900,67570000
2016-09-08,9886000,79060000
2016-09-09,6937600,120670000
2016-09-12,4982800,103260000
2016-09-13,3600400,102830000
2016-09-14,4862300,103360000
2016-09-15,5510000,99550000
2016-09-16,8924900,278510000
2016-09-19,3753100,78090000
2016-09-20,2510000,72450000
2016-09-21,4603500,94090000
2016-09-22,6983100,73030000
2016-09-23,2715800,87170000
2016-09-26,2916400,95510000
2016-09-27,2898700,84130000
2016-09-28,3109500,97650000
2016-09-29,3656900,95880000
2016-09-30,4490200,135470000
2016-10-03,2306200,68520000
2016-10-04,3111600,79710000
2016-10-05,2498200,76190000
2016-10-06,3661700,78660000
2016-10-07,2851500,82680000
2016-10-10,2765000,72110000
2016-10-11,5524000,88610000
2016-10-12,3474400,72230000
2016-10-13,3458700,83160000
2016-10-14,2657300,87050000
2016-10-17,3803500,75960000
2016-10-18,3097100,74600000
2016-10-19,5890700,88040000
2016-10-20,11159300,88830000
2016-10-21,4762900,117810000
2016-10-24,4751500,88540000
2016-10-25,3318500,83190000
2016-10-26,3068300,86340000
2016-10-27,2779800,83530000
2016-10-28,7971200,107850000
2016-10-31,4662100,110080000
2016-11-01,5130800,101280000
2016-11-02,9783100,88610000
2016-11-03,4586500,77860000
2016-11-04,7023900,97760000
2016-11-07,4453600,93450000
2016-11-08,12055400,79820000
2016-11-09,7290500,173110000
2016-11-10,5293300,164390000
2016-11-11,3802600,107300000
2016-11-14,4500900,112250000
2016-11-15,6651600,100660000
2016-11-16,3833600,87320000
2016-11-17,3808700,89940000
2016-11-18,5013300,109880000
2016-11-21,3110700,80520000
2016-11-22,3500300,85310000
2016-11-23,2788000,77880000
2016-11-25,1586900,45890000
2016-11-28,3956800,88460000
2016-11-29,3686500,81510000
2016-11-30,5951900,164570000
2016-12-01,4463500,108800000
2016-12-02,3928600,84920000
2016-12-05,2800200,317800000
2016-12-06,2911400,284960000
2016-12-07,4858400,385200000
2016-12-08,3142800,324570000
2016-12-09,3408100,334470000
2016-12-12,2206600,333660000
2016-12-13,3547000,388420000
2016-12-14,5117300,408430000
2016-12-15,3461600,357350000
2016-12-16,7155100,573470000
2016-12-19,3048300,302310000
2016-12-20,4141700,284080000
2016-12-21,2166700,256640000
2016-12-22,3983100,258290000
2016-12-23,2181000,158260000
2016-12-27,2765600,158540000
2016-12-28,4003200,188350000
2016-12-29,3697300,172040000
2016-12-30,3343200,271910000
2017-01-03,4942700,339180000
2017-01-04,4125500,280010000
2017-01-05,7401400,269920000
2017-01-06,3949700,277700000
2017-01-09,3293000,287510000
2017-01-10,3037900,299410000
2017-01-11,6573500,336150000
2017-01-12,3242300,306290000
2017-01-13,2934400,263780000
2017-01-17,3332100,341900000
2017-01-18,2938600,279760000
2017-01-19,2615700,301750000
2017-01-20,11067900,435260000
2017-01-23,3704300,326690000
2017-01-24,4245800,374460000
2017-01-25,5111500,372240000
2017-01-26,2535300,356730000
2017-01-27,4612900,343130000
2017-01-30,5047100,317280000
2017-01-31,3424400,373750000
2017-02-01,5080000,426670000
2017-02-02,3667400,347220000
2017-02-03,3167700,344220000
2017-02-06,3418400,281720000
2017-02-07,4174800,279670000
2017-02-08,2515300,280410000
2017-02-09,2950000,325310000
2017-02-10,4401100,312230000
2017-02-13,3299800,314620000
2017-02-14,5095900,356580000
2017-02-15,2736100,384380000
2017-02-16,6373700,354120000
2017-02-17,4106600,340620000
2017-02-21,3430700,336880000
2017-02-22,3047000,310530000
2017-02-23,3437200,302110000
2017-02-24,2890900,292540000
2017-02-27,2032100,256540000
2017-02-28,3879900,339210000
2017-03-01,3390500,392820000
2017-03-02,3096800,319910000
2017-03-03,3157600,254420000
2017-03-06,2437500,266620000
2017-03-07,2408000,274630000
2017-03-08,2898400,296780000
2017-03-09,2521000,275960000
2017-03-10,2601000,315430000
2017-03-13,2417500,289260000
2017-03-14,3257300,246820000
2017-03-15,3921000,306590000
2017-03-16,3356100,264360000
2017-03-17,7253900,535280000
2017-03-20,3579600,253610000
2017-03-21,5073000,369320000
2017-03-22,4488300,325090000
2017-03-23,2500400,280050000
2017-03-24,2110100,292980000
2017-03-27,2410000,269380000
2017-03-28,3053000,299670000
2017-03-29,2016600,238320000
2017-03-30,2437500,270900000
2017-03-31,3133200,303770000
2017-04-03,3283600,285670000
2017-04-04,3273400,237390000
2017-04-05,12117400,284980000
2017-04-06,4696700,251720000
2017-04-07,5576100,219730000
2017-04-10,4073400,230480000
2017-04-11,3464900,255120000
2017-04-12,2984300,267670000
2017-04-13,2780800,235810000
2017-04-17,1931600,229240000
2017-04-18,2894300,263180000
2017-04-19,5163500,294790000
2017-04-20,4219700,312440000
2017-04-21,3698800,369600000
2017-04-24,5037600,342400000
2017-04-25,7008700,348180000
2017-04-26,3477900,328550000
2017-04-27,2855800,305690000
2017-04-28,3615600,329990000
2017-05-01,3380000,288160000
2017-05-02,4013900,338810000
2017-05-03,3288400,310920000
2017-05-04,3561500,274720000
2017-05-05,4187100,260960000
2017-05-08,2945700,276150000
2017-05-09,2719600,273000000
2017-05-10,2580700,283340000
2017-05-11,4076100,287680000
2017-05-12,3302500,288500000
2017-05-15,4142000,313170000
2017-05-16,2572000,311580000
2017-05-17,7746400,423200000
2017-05-18,4378500,422590000
2017-05-19,5279600,365180000
2017-05-22,5724300,276120000
2017-05-23,3050000,244950000
2017-05-24,3572700,283180000
2017-05-25,4154200,268970000
2017-05-26,2735100,208000000
2017-05-30,4078200,242810000
2017-05-31,4355600,371580000
2017-06-01,3692500,276730000
2017-06-02,3940900,329700000
2017-06-05,2824000,269790000
2017-06-06,6663800,283550000
2017-06-07,6175200,273400000
2017-06-08,3089000,330330000
2017-06-09,4140400,397200000
2017-06-12,4626000,528080000
2017-06-13,3029400,323510000
2017-06-14,4370000,295090000
2017-06-15,5411700,317200000
2017-06-16,14953900,603260000
2017-06-19,7935200,289400000
2017-06-20,4993700,310200000
2017-06-21,4831900,292500000
2017-06-22,8004200,270680000
2017-06-23,9741200,368400000
2017-06-26,6588700,241880000
2017-06-27,6581100,292170000
2017-06-28,6632000,271510000
2017-06-29,14921400,336750000
2017-06-30,7097300,313260000
2017-07-03,2419200,186810000
2017-07-05,6481000,273690000
2017-07-06,6011600,320450000
2017-07-07,6001900,242240000
2017-07-10,4756600,270340000
2017-07-11,4875100,247570000
2017-07-12,4266600,267870000
2017-07-13,5415700,232270000
2017-07-14,7932500,235590000
2017-07-17,4739400,244780000
2017-07-18,4367500,251110000
2017-07-19,4077400,253040000
2017-07-20,6628100,313950000
2017-07-21,4855300,362830000
2017-07-24,4428000,284080000
2017-07-25,5364900,304300000
2017-07-26,8336200,278240000
2017-07-27,6556400,407320000
2017-07-28,5250500,285630000
2017-07-31,4853500,307610000
2017-08-01,4892600,328410000
2017-08-02,4216400,336820000
2017-08-03,4666500,278730000
2017-08-04,3777300,253640000
2017-08-07,3263800,213010000
2017-08-08,4036300,262000000
2017-08-09,5261300,277800000
2017-08-10,4719800,303310000
2017-08-11,3991500,237790000
2017-08-14,4080200,235030000
2017-08-15,4320600,269070000
2017-08-16,3528900,264920000
2017-08-17,3488400,311030000
2017-08-18,5238600,309070000
2017-08-21,5181000,277880000
2017-08-22,3206800,244980000
2017-08-23,3812300,234810000
2017-08-24,8015500,228480000
2017-08-25,5216800,217570000
2017-08-28,3859600,218740000
2017-08-29,3304000,227340000
2017-08-30,3509300,242840000
2017-08-31,5025000,376790000
2017-09-01,5335500,256240000
2017-09-05,5412200,332840000
2017-09-06,5428200,318760000
2017-09-07,5467400,333810000
2017-09-08,4523200,289400000
2017-09-11,4419600,312770000
2017-09-12,7782100,364580000
2017-09-13,5776100,291890000
2017-09-14,4343800,297780000
2017-09-15,22167500,527540000
2017-09-18,6117200,302740000
2017-09-19,7442800,295570000
2017-09-20,9417200,334560000
2017-09-21,6390100,287390000
2017-09-22,5001300,297140000
2017-09-25,5709900,332430000
2017-09-26,4292400,285990000
2017-09-27,7021100,342900000
2017-09-28,6995300,263010000
2017-09-29,5323100,274790000
2017-10-02,5513900,268530000
2017-10-03,4934300,238830000
2017-10-04,4652600,235730000
2017-10-05,4622700,246400000
2017-10-06,11629900,221450000
2017-10-09,12528200,310770000
2017-10-10,12127700,319270000
2017-10-11,7579200,316000000
2017-10-12,6119300,291790000
2017-10-13,8761700,259560000
2017-10-16,6415700,247180000
2017-10-17,5926300,273090000
2017-10-18,5096700,271870000
2017-10-19,4979700,350400000
2017-10-20,8822100,474380000
2017-10-23,6707500,456830000
2017-10-24,8078100,406850000
2017-10-25,16803600,399560000
2017-10-26,19132200,370600000
2017-10-27,21902900,518870000
2017-10-30,12605500,436900000
2017-10-31,12224700,388050000
2017-11-01,9702600,361260000
2017-11-02,8042600,348040000
2017-11-03,14066400,312250000
2017-11-06,5949600,325190000
2017-11-07,9462000,285080000
2017-11-08,7808300,264670000
2017-11-09,7907900,305440000
2017-11-10,12381000,351280000
2017-11-13,12459100,491260000
2017-11-14,5269000,561330000
2017-11-15,4418300,404300000
2017-11-16,4195000,402020000
2017-11-17,6226200,386000000
2017-11-20,6843000,315330000
2017-11-21,8050800,329650000
2017-11-22,4391900,268760000
2017-11-24,1683000,118610000
2017-11-27,5340100,296320000
2017-11-28,7593100,319240000
2017-11-29,6239200,401410000
2017-11-30,11377100,488200000
2017-12-01,8730200,417910000
2017-12-04,10287200,424250000
2017-12-05,5892900,371190000
2017-12-06,5993500,312720000
2017-12-07,8181700,319060000
2017-12-08,6906600,293590000
2017-12-11,6421300,300580000
2017-12-12,4421500,342220000
2017-12-13,6178600,325280000
2017-12-14,7193900,314780000
2017-12-15,11777000,635740000
2017-12-18,6662900,354880000
2017-12-19,5021300,335330000
2017-12-20,6590200,341790000
2017-12-21,5815500,339530000
2017-12-22,3853300,255140000
2017-12-26,1978500,208290000
2017-12-27,3253200,225890000
2017-12-28,2129200,200960000
2017-12-29,3110800,270760000
2018-01-02,6605000,341130000
2018-01-03,7147300,456790000
2018-01-04,12456000,403280000
2018-01-05,9067200,358020000
2018-01-08,5312500,341390000
2018-01-09,4146700,333490000
2018-01-10,4562600,341470000
2018-01-11,6304500,346830000
2018-01-12,6457800,376390000
2018-01-16,4751300,606520000
2018-01-17,4587100,522720000
2018-01-18,5597600,492780000
2018-01-19,6849300,585000000
2018-01-22,3619600,431200000
2018-01-23,3754700,433490000
2018-01-24,4028300,518790000
2018-01-25,4118300,401390000
2018-01-26,3884600,477780000
2018-01-29,6249800,421000000
2018-01-30,11214300,448330000
2018-01-31,6742400,479130000
2018-02-01,5198400,410620000
2018-02-02,7024800,522880000
2018-02-05,7085900,714450000
2018-02-06,6809100,823940000
2018-02-07,4328800,504620000
2018-02-08,6975100,657500000
2018-02-09,7292500,735030000
2018-02-12,3998000,496610000
2018-02-13,6791600,374410000
2018-02-14,5556500,431160000
2018-02-15,4558900,416780000
2018-02-16,4623600,406730000
2018-02-20,5581100,421510000
2018-02-21,4658800,456070000
2018-02-22,4799000,378900000
2018-02-23,3116400,335420000
2018-02-26,3223400,473360000
2018-02-27,6302400,438390000
2018-02-28,8173100,451870000
2018-03-01,7299800,506280000
2018-03-02,4682100,437130000
2018-03-05,7464700,383910000
2018-03-06,4498300,331770000
2018-03-07,4161400,394070000
2018-03-08,4665000,327300000
2018-03-09,4003700,371570000
2018-03-12,4764500,362580000
2018-03-13,4515500,447880000
2018-03-14,5795700,356830000
2018-03-15,4764600,316310000
2018-03-16,10308200,654240000
2018-03-19,4500500,377990000
2018-03-20,4230100,342510000
2018-03-21,4466900,343230000
2018-03-22,4570700,439280000
2018-03-23,6273500,482550000
2018-03-26,5367300,479540000
2018-03-27,7981000,524480000
2018-03-28,10125400,530040000
2018-03-29,8242500,463550000
2018-04-02,7805300,509820000
2018-04-03,10657200,394130000
2018-04-04,8451500,388540000
2018-04-05,6018500,347790000
2018-04-06,5110900,395990000
2018-04-09,3984300,380790000
2018-04-10,4735700,368590000
2018-04-11,5842500,286360000
2018-04-12,4292800,336130000
2018-04-13,3390900,331890000
2018-04-16,9646000,305070000
2018-04-17,7946300,342410000
2018-04-18,3058200,302030000
2018-04-19,3205300,381110000
2018-04-20,5919500,537770000
2018-04-23,4430600,351030000
2018-04-24,4423600,468180000
2018-04-25,4315400,437100000
2018-04-26,4891200,390360000
2018-04-27,4572300,392810000
2018-04-30,4399100,416650000
2018-05-01,5056700,380070000
2018-05-02,5411300,385350000
2018-05-03,6938900,389240000
2018-05-04,5523700,329480000
2018-05-07,5334600,307670000
2018-05-08,5406900,344940000
2018-05-09,3739200,361580000
2018-05-10,4288300,304210000
2018-05-11,6189100,274150000
2018-05-14,4792000,282860000
2018-05-15,4984100,301900000
2018-05-16,4159500,280810000
2018-05-17,3983000,314650000
2018-05-18,3388200,269700000
2018-05-21,3168100,308920000
2018-05-22,4307500,288200000
2018-05-23,4964600,399610000
2018-05-24,3573000,347050000
2018-05-25,3412100,257210000
2018-05-29,4749800,395810000
2018-05-30,3272100,324870000
2018-05-31,6508700,429740000
2018-06-01,3225500,315710000
2018-06-04,3564200,340400000
2018-06-05,6999100,306340000
2018-06-06,5455600,316090000
2018-06-07,5614600,357680000
2018-06-08,3857600,317510000
2018-06-11,3394700,276740000
2018-06-12,5173300,265750000
2018-06-13,5571800,329700000
2018-06-14,5645600,341170000
2018-06-15,10733600,659370000
2018-06-18,4928800,337070000
2018-06-19,5534300,376380000
2018-06-20,13923900,359520000
2018-06-21,8303600,349570000
2018-06-22,10441300,473970000
2018-06-25,17147800,439130000
2018-06-26,8472900,301130000
2018-06-27,6327500,313790000
2018-06-28,40465700,305020000
2018-06-29,15725400,329070000
2018-07-02,11309700,244110000
2018-07-03,5602300,160960000
2018-07-05,12473000,237670000
2018-07-06,9741000,219450000
2018-07-09,7513000,240580000
2018-07-10,9250500,235040000
2018-07-11,9978800,237370000
2018-07-12,11650200,233150000
2018-07-13,7759800,255520000
2018-07-16,8619200,231270000
2018-07-17,8412700,250450000
2018-07-18,9201100,252870000
2018-07-19,9823400,285760000
2018-07-20,7553700,274080000
2018-07-23,6965900,228820000
2018-07-24,7542600,274940000
2018-07-25,7861900,273670000
2018-07-26,7506300,297530000
